state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-22,333,7,42,0,35,42,25,25,-0.4826943913116333,-0.5804136262649702,-0.9987265850234236,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-22,5610,201,1369,78,35,40,nan,18,-0.2469357440108816,-0.5339864297929066,-0.27895309517302624,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-22,2392,44,793,10,35,42,nan,nan,-0.3135122880681222,-0.5640814692940251,-0.7005134046380542,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-22,5459,236,1497,94,35,42,nan,22,-0.3756061980783407,-0.6667915145557824,-0.8326551917476157,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-22,37573,1425,10466,540,35,49,34,34,-0.41861139484698257,-0.7022260303007923,-0.6464323486434673,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-22,10878,526,2598,171,35,42,27,27,-0.4281705152114031,-0.6710163650397868,-0.870463130221617,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-22,22469,1544,7714,676,35,43,30,30,-0.4547138409476197,-0.6498659246484303,0.03641214288820205,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-22,3206,127,1009,55,35,42,28,21,-0.5705998678507578,-0.8701127362725114,23.39640050247327,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-22,3200,89,1186,43,35,40,29,29,-0.4005322139508177,-0.6521236103001359,0.03035626872804187,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-22,28301,926,5775,313,35,44,nan,19,-0.4133253782178956,-0.6593793960163209,0.5858238687704509,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-22,20099,837,5516,268,35,39,nan,19,-0.3269032130493351,-0.5582333953644041,-0.16908550645225404,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-22,586,12,62,3,35,49,28,28,-0.6344569961830949,-0.731019236874467,-0.660236504340324,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-22,3764,90,1769,37,35,36,nan,nan,-0.3135253445196211,-0.5964537911662082,-0.8084365743269118,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
