state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-05-03,366,7,27,0,46,53,36,36,-0.33688951024736563,-0.3103718926686289,-0.9985480679546422,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-05-03,7888,290,1467,71,46,51,nan,29,-0.29705144449860515,-0.4441205992580104,-0.3037403329642976,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-05-03,3431,76,430,26,46,53,nan,nan,-0.3547379626123571,-0.4372475989390181,-0.7230034355200996,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-05-03,8640,362,2114,85,46,53,nan,33,-0.4153385106299545,-0.6082065668740595,-0.8520169003613531,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-05-03,55072,2235,11381,519,46,60,45,45,-0.4223884388085927,-0.654418307216109,-0.7108273792117034,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-05-03,16527,840,3087,162,46,53,38,38,-0.42684472607297463,-0.5633683848741765,-0.8792283358733637,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-05-03,29287,2436,4018,511,46,54,41,41,-0.4733462901060101,-0.6112970639117674,-0.1574460505804446,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-05-03,5016,251,1175,73,46,53,39,32,-0.6660609268415106,-0.8488687071707134,7.342560180842212,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-05-03,5208,177,1174,57,46,51,40,40,-0.4976564526791303,-0.6919205272823149,-0.29172553299868864,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-05-03,36070,1378,4550,305,46,55,nan,30,-0.4792636402000994,-0.6679915869588555,0.1892759310595196,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
