state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-05-05,369,7,20,0,48,55,38,38,-0.2629403223018468,-0.09496640953314614,-0.9976737567798656,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-05-05,8437,315,1687,73,48,53,nan,31,-0.09423412076815832,-0.24186185446423744,0.3418605776736177,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-05-05,3525,83,398,26,48,55,nan,nan,-0.14140985798186934,-0.18323498473699906,-0.418991456709332,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-05-05,9305,395,2357,98,48,55,nan,35,-0.2653184015348247,-0.4753886877329472,-0.7791162780297658,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-05-05,58848,2386,12278,502,48,62,47,47,-0.2808467726708572,-0.5180346729237506,-0.6010475176774803,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-05-05,17256,901,3017,167,48,55,40,40,-0.27138622285080605,-0.4147378725188257,-0.8212815874990509,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-05-05,30621,2633,4309,544,48,56,43,43,-0.3485145788672894,-0.4739689325789372,0.2691472698277082,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-05-05,5322,264,1328,74,48,55,41,34,-0.5393385899385845,-0.7523555859557846,19.05836348796837,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-05-05,5371,187,796,50,48,53,42,42,-0.31076291561503977,-0.4834141279391696,0.3327525778874769,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-05-05,37431,1470,4593,300,48,57,nan,32,-0.29329701895105054,-0.4788442288368343,1.4325325490227268,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-05-05,28876,1277,5269,255,48,52,nan,32,-0.20617589950183432,-0.299002028288703,0.4161187054691677,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-05-05,615,17,13,1,48,62,41,41,-0.4873897982887998,-0.4793831900037745,-0.36088244471563463,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-05-05,10111,207,3735,71,48,49,nan,nan,-0.27530989960786145,-0.32330155550708334,-0.722666438314652,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-05-05,2127,66,175,6,48,53,41,41,-0.19341777643721786,-0.21744647656498525,-0.9141433556968932,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-05-05,65889,2843,17787,711,48,57,45,45,-0.3219440454649605,-0.5105481632265739,-0.23399781906866146,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-05-05,21423,1326,4640,334,48,60,41,41,-0.2654392465082349,-0.3536617251832569,-0.13193182305141504,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-05-05,5627,160,2026,33,48,54,nan,36,-0.2214315146107172,-0.2615608802612544,-0.7832555412624918,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-05-05,5822,278,1447,47,48,60,40,40,-0.26530367546879985,-0.3247753579329305,-0.4784139525834289,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-05-05,29996,2042,2710,284,48,55,43,43,-0.2151153923595948,-0.3261346110353284,-0.18258578389917024,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-05-05,70271,4212,11969,1059,48,56,42,42,-0.4109977890273691,-0.5405897253061912,0.2052987762360039,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-05-05,27217,1390,7104,374,48,61,43,36,-0.3693430979926045,-0.5034656502009506,0.44531098527210666,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-05-05,1226,61,186,10,48,51,41,34,-0.29877209091793344,-0.3413548103842011,-0.9488605964177254,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-05-05,44333,4179,5099,613,48,34,43,42,-0.33598435747453376,-0.461233146416161,-0.5199189732187608,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-05-05,7851,455,3670,154,48,53,nan,38,-0.32215514965189057,-0.410107742342539,-0.7666735359893125,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-05-05,8919,408,1613,84,48,53,nan,29,-0.21027316121381984,-0.2467303865512986,-0.3454448821115977,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-05-05,8207,342,1865,103,48,52,32,32,-0.13123263546086214,-0.1928765736063163,-0.40241253444634534,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-05-05,456,16,5,1,48,54,38,38,-0.2230325951534589,-0.18652777346832847,-0.9833272689180452,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-05-05,12283,477,2715,124,48,56,36,36,-0.26271525815443697,-0.34790432306963204,0.06062211659537752,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-05-05,1266,25,275,6,48,53,nan,nan,-0.3051326983144928,-0.2415538250121803,-0.9559400909103012,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-05-05,6442,82,2829,25,48,53,nan,nan,-0.264961442606216,-0.2864766991129664,-0.8554274515348662,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-05-05,2636,92,626,32,48,53,38,38,-0.3400478511050247,-0.3692425954224505,-0.7028144332234608,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-05-05,130593,8244,16737,1802,48,57,45,45,-0.4145247581115308,-0.5671739423694604,1.8876202321712705,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-05-05,4137,162,1162,52,48,55,42,42,-0.23660105166990394,-0.3658118871408992,-0.9593767275194008,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-05-05,5695,276,883,51,48,54,nan,35,-0.395749147814288,-0.5922804856436505,-0.8958877432017662,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-05-05,326659,25028,26383,2251,48,59,44,44,-0.4152297565228241,-0.5693910456104602,0.13770559313612926,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
