state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-27,85,1,71,1,9,16,-1,-1,-0.4872473335156393,-0.4625747192406177,-0.9986057348716114,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-27,639,4,533,4,9,14,nan,-8,-0.28209902058815506,-0.5298311577495121,-0.2859294855341086,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-27,385,3,285,3,9,16,nan,nan,-0.27562843765760703,-0.4992281976272293,-0.6938029060976654,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-27,665,15,595,14,9,16,nan,-4,-0.3609061664299436,-0.5862868909465833,-0.8248251965424125,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-27,4914,102,3631,78,9,23,8,8,-0.4214876173572526,-0.6429773087770423,-0.6603066277639201,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-27,1735,31,1371,26,9,16,1,1,-0.4974241037817678,-0.7000523990312724,-0.9090630531263318,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-27,1291,27,1097,23,9,17,4,4,-0.44161739293912267,-0.607649954671448,0.00863895965245609,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-27,267,3,196,3,9,16,2,-5,-0.6358154707555171,-0.7194824157289228,23.40333486014681,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-27,165,2,126,2,9,14,3,3,-0.40822498645209865,-0.6316053591314015,-0.004175037034152895,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-27,3198,46,2634,37,9,18,nan,-7,-0.4245257115912784,-0.6366073816255328,0.5897371898073187,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-27,2198,64,1716,50,9,13,nan,-7,-0.3485506525476925,-0.5589047133926796,-0.1961094813633936,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-27,120,0,83,0,9,23,2,2,-0.6091232959273335,-0.6543270238578937,-0.43697451117150904,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-27,235,3,190,3,9,10,nan,nan,-0.3172437333697181,-0.579960919520269,-0.8264185269165106,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-27,231,4,200,4,9,14,2,2,-0.35437068511727016,-0.5903966558644983,-0.9626465010068996,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-27,3029,37,2446,32,9,18,6,6,-0.4106949954103517,-0.6517979698550691,-0.43804794196339897,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-27,982,26,903,23,9,21,2,2,-0.37601037384651603,-0.6193493189372083,-0.5161835055950083,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-27,212,4,163,3,9,15,nan,-3,-0.394978395822821,-0.5800780513599724,-0.8833595335159918,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-27,302,8,239,6,9,21,1,1,-0.33307469586248745,-0.540732627775246,-0.6212214502023922,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-27,2746,119,2209,109,9,16,4,4,-0.41341931762174533,-0.6101589279476248,-0.6160865192923215,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-27,3240,35,2827,34,9,17,3,3,-0.5089418037805346,-0.6568813576394336,0.0363869954671372,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-27,775,5,625,3,9,22,4,-3,-0.4237748147801376,-0.6051125921572662,0.242706417482061,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-27,168,1,111,1,9,12,2,-5,-0.40097352517488377,-0.5664253161478735,-0.9523750134824042,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-27,3655,93,3107,89,9,-5,4,3,-0.5218288230667202,-0.7029503119266565,-0.7128285212986389,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-27,398,4,283,4,9,14,nan,-1,-0.4217798843929665,-0.5709412155255094,-0.8285567702922991,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-27,670,9,597,6,9,14,nan,-10,-0.3704077150308791,-0.5862584444584074,-0.6721178723544161,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-27,579,8,499,7,9,13,-7,-7,-0.31786492851953196,-0.5058503320610965,-0.680839475183264,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-27,121,1,102,1,9,15,-1,-1,-0.2995317914111983,-0.5115522389819478,-0.9882137520572236,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-27,782,3,638,3,9,17,-3,-3,-0.3277349637905613,-0.5092685530374326,-0.2694123358213619,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-27,68,1,41,1,9,14,nan,nan,-0.3629082778768391,-0.546305031776379,-0.9730860270771402,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-27,99,2,46,2,9,14,nan,nan,-0.3613629393433726,-0.5368827797896002,-0.9072479848664192,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-27,187,2,132,2,9,14,-1,-1,-0.4368505506020544,-0.5217430692586165,-0.7240701056990675,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-27,8825,108,7929,97,9,18,6,6,-0.4949325540185283,-0.693532907298906,1.2764606770880371,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-27,191,1,148,1,9,16,3,3,-0.37003602998545027,-0.601937110928781,-0.9733658426178762,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-27,621,10,456,8,9,15,nan,-4,-0.5280841922672466,-0.7230057842488345,-0.9301404690953607,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-27,44745,645,37632,577,9,20,5,5,-0.537647485245572,-0.6671259289422239,-0.0548950577524131,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-27,1144,22,975,21,9,18,3,3,-0.40424891797341816,-0.6174798438182231,-0.2792348027354351,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-27,322,8,273,7,9,-6,-5,nan,-0.33088628819653243,-0.532660028364776,-0.7160916612569452,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-27,414,12,300,9,9,19,nan,4,-0.3533666445518316,-0.6190223185550551,-0.9346416560485664,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-27,2217,23,1948,22,9,21,4,-5,-0.42069918965251424,-0.6372217689180176,-0.4842201550355297,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-27,203,0,159,0,9,18,nan,-1,-0.42150779295782814,-0.5897032532517902,0.34457959017480944,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-27,539,13,413,10,9,14,nan,-11,-0.3052145028809959,-0.5197616132784648,-0.25830301804790373,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
