state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
SD,2020-03-27,58,1,44,0,9,-6,nan,nan,-0.36422799331958416,-0.5564052665622953,-0.9738671168259524,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-27,1180,6,943,6,9,15,-5,-6,-0.31033539346122385,-0.518123264392441,-0.2973190795164253,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-27,1940,23,1563,18,9,14,nan,-6,-0.3904919041116744,-0.6044333410971355,-0.554421226516601,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-27,480,2,368,2,9,21,nan,0,-0.36321959114070373,-0.5324913941701137,-0.8941352344121987,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-27,605,14,490,12,9,15,nan,-3,-0.3984741058821868,-0.5482819438517605,-0.4751620862401162,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-27,184,10,155,8,9,14,2,3,-0.5501021752040596,-0.6372623401010845,-0.9529098579624924,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-27,3770,177,2366,94,9,27,2,4,-0.4566938334472872,-0.640903539803689,-0.8338424368234995,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-27,930,16,714,13,9,15,2,2,-0.40066491776432106,-0.6478664107335221,-0.8298636025794937,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-27,96,0,88,0,9,11,3,3,-0.3469797229253521,-0.5890834661920593,-0.855880315196611,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-27,73,0,51,0,9,14,nan,nan,-0.2180669611272701,-0.5639537383593741,-0.9892714344084494,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
