state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-08,0,0,0,0,-10,-3,-20,-20,-0.028987871802887994,-0.02479768491803933,-0.9978755275488917,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-08,0,0,0,0,-10,-5,nan,-27,0.021131195310466,-0.008764251290261937,0.5204377675908296,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-08,0,0,0,0,-10,-3,nan,nan,0.01606533934497589,0.020165506603706862,-0.38303641236091174,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-08,5,0,4,0,-10,-3,nan,-23,0.026556493759534644,-0.030189779929535056,-0.5528847227194414,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-08,112,1,79,1,-10,4,-11,-11,-0.049617879423446816,-0.07796687908990832,0.12533968172473098,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-08,8,0,8,0,-10,-3,-18,-18,0.03351008861395471,0.01771226618647516,-0.5952052682968763,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-08,1,0,1,0,-10,-2,-15,-15,-0.018046253436143595,-0.039779973841090735,1.516578023423787,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-08,1,0,1,0,-10,-3,-17,-24,0.008287710898395204,0.08586742099973944,139.5778644847428,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-08,0,0,0,0,-10,-5,-16,-16,-0.003765815546808632,-0.030675398195410063,1.5352534310514352,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-08,13,2,11,2,-10,-1,nan,-26,0.00017860620962523556,-0.0321218139961788,4.8892645947373135,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
