state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-02-27,0,0,0,0,-20,-13,-30,-30,0.06974010762300858,0.05251617396324215,-0.9962535834076444,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-02-27,0,0,0,0,-20,-15,nan,-37,0.05089103311481458,-0.04948375676288767,1.3955719366838788,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-02-27,0,0,0,0,-20,-13,nan,nan,0.02661395676957715,-0.04845724294778887,-0.0256984125991091,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-02-27,1,0,0,0,-20,-13,nan,-33,0.02087410031455373,-0.03022856856616108,-0.3968556005546662,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-02-27,26,0,18,0,-20,-6,-21,-21,0.007739342990638174,-0.025982429166853442,0.7015437649592549,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-02-27,0,0,0,0,-20,-13,-28,-28,0.030126210206528576,-0.032940425825910995,-0.5615180171835632,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-02-27,0,0,0,0,-20,-12,-25,-25,0.006972715907657208,-0.009746216909023416,3.131238474597642,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-02-27,0,0,0,0,-20,-13,-27,-34,0.07158935453255236,0.0570061812022367,345.636377960526,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-02-27,0,0,0,0,-20,-15,-26,-26,0.02838801074053837,-0.022802288690862368,2.4755711177410777,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-02-27,0,0,0,0,-20,-11,nan,-36,0.026839277207883143,-0.025656290243333917,6.792098901032838,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-02-27,0,0,0,0,-20,-16,nan,-36,0.05993638497136545,-0.006600750874181773,2.2644578237204027,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-02-27,0,0,0,0,-20,-6,-27,-27,-0.009506686050333394,-0.03898927074767357,1.4844051669873477,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-02-27,0,0,0,0,-20,-19,nan,nan,0.06553534627128924,0.009993875612270012,-0.4259662232480264,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-02-27,0,0,0,0,-20,-15,-27,-27,0.06189783698524045,0.0030405297920335574,-0.8844005118648277,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-02-27,2,0,0,0,-20,-11,-23,-23,0.04352173669855889,-0.0018556023571582347,1.8753111777202505,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-02-27,0,0,0,0,-20,-8,-27,-27,0.03830265457179461,-0.02414664105878053,0.8950809919132691,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-02-27,0,0,0,0,-20,-14,nan,-32,0.049821496657961234,-0.013313737362988607,-0.5914594753161253,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
