state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-17,6,0,6,0,-1,6,-11,-11,-0.14609147093882888,-0.19245293740834174,-0.9981449364786542,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-17,39,0,39,0,-1,4,nan,-18,-0.04280385512047686,-0.2245352184190833,-0.04158464999247125,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-17,22,0,22,0,-1,6,nan,nan,-0.08471283279067357,-0.2325938286262137,-0.6200496864087234,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-17,20,0,14,0,-1,6,nan,-14,-0.027506168242461815,-0.21977251388509828,-0.7222987146396522,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-17,732,14,553,11,-1,13,-2,-2,-0.1558658686815913,-0.3676683197528348,-0.4204580546099865,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-17,183,3,166,3,-1,6,-9,-9,-0.10415389649813682,-0.3637879964662684,-0.8437670041265662,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-17,68,0,66,0,-1,7,-6,-6,-0.22807212191031745,-0.4189035950736595,0.301025007185918,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-17,31,0,27,0,-1,6,-8,-15,-0.3492452863688678,-0.558533396206535,45.183766417115905,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-17,16,0,16,0,-1,4,-7,-7,-0.15355362686646698,-0.34181129746178923,0.3819192015658584,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-17,210,6,187,4,-1,8,nan,-17,-0.08136710103268739,-0.2333489940764904,2.320770797075827,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-03-17,142,1,120,1,-1,3,nan,-17,-0.10747102881324576,-0.2883050372931157,0.09597464830842185,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-17,14,0,12,0,-1,13,-8,-8,0.13057856589025812,-0.15558031939789413,0.4743344421910427,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-03-17,29,0,16,0,-1,0,nan,nan,-0.06679623144776647,-0.3470812828036947,-0.7856752011921283,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-03-17,9,0,9,0,-1,4,-8,-8,-0.12879334206953352,-0.20218286376053576,-0.940958845742264,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-03-17,159,1,140,1,-1,8,-4,-4,-0.1357547210707923,-0.38037847255591306,-0.1308227122486636,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-03-17,30,2,24,2,-1,11,-8,-8,-0.09216650292392822,-0.3453906461750912,-0.2794906647661465,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-03-17,17,1,16,1,-1,5,nan,-13,-0.06160659694086086,-0.24229212890861326,-0.8373075871028685,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-03-17,26,1,19,1,-1,11,-9,-9,-0.10722391523660103,-0.33285631658669923,-0.4865883800229664,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
