state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
LA,2020-03-17,196,5,190,5,-1,6,-6,-6,-0.12325919931256235,-0.32137696512303104,-0.3801699929564545,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-03-17,218,0,126,0,-1,7,-7,-7,-0.27907248032159826,-0.4551378623775112,0.4218141924861307,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-03-17,57,0,48,0,-1,12,-6,-13,-0.16928402556577804,-0.3815398332030979,0.724908158370499,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-03-17,32,0,32,0,-1,2,-8,-15,-0.20465537817440316,-0.3340704502501685,-0.945316011654706,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-03-17,65,0,63,0,-1,-15,-6,-7,-0.1805807407996548,-0.406433372372186,-0.5115470807982253,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-03-17,60,0,57,0,-1,4,nan,-11,-0.19003139498013366,-0.32388002594367776,-0.7680894413882442,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-03-17,16,0,15,0,-1,4,nan,-20,-0.04413152338477568,-0.2319614519444381,-0.4544237372736728,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-03-17,21,0,21,0,-1,3,-17,-17,-0.05196580022846535,-0.1919783145737372,-0.580201396462114,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-03-17,8,0,8,0,-1,5,-11,-11,-0.08038471969144279,-0.3015715907983683,-0.9888270984633524,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-03-17,42,0,35,0,-1,7,-13,-13,-0.08680703402535407,-0.25165365806397305,0.023683121636320248,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-03-17,5,0,5,0,-1,4,nan,nan,-0.17347617864769882,-0.23612572561126216,-0.9657072236552372,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-17,36,0,19,0,-1,4,nan,nan,-0.15591267491281502,-0.32148934042134697,-0.8864091158478385,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-17,26,0,21,0,-1,4,-11,-11,-0.2295077214693849,-0.30422707491687573,-0.6970637656974672,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-17,268,3,253,2,-1,8,-4,-4,-0.2569787412160244,-0.470838284644845,2.457898476620206,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-17,23,0,23,0,-1,6,-7,-7,0.03392140772835446,-0.1764752731910367,-0.9571645635883133,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-17,55,1,51,1,-1,5,nan,-14,-0.1092872498989494,-0.3384381210302504,-0.8589173058580426,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-17,1375,18,1202,18,-1,10,-5,-5,-0.2380189526915351,-0.4201143714648828,0.9955287641076292,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-17,67,0,64,0,-1,8,-7,-7,-0.12535692966558515,-0.3648733499995811,0.0650333200371942,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-17,18,0,16,0,-1,-16,-15,nan,-0.024855780709281558,-0.2281812275460701,-0.5920910111262494,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-17,66,2,52,2,-1,9,nan,-6,-0.08761303624693834,-0.3209423508691118,-0.8947118985271075,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-17,101,0,89,0,-1,11,-6,-15,-0.16606936680719686,-0.4405879156266783,-0.3371392905028744,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-17,23,0,18,0,-1,8,nan,-11,-0.20031318804707146,-0.4728873626111044,0.4736582785141858,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-17,47,1,38,1,-1,4,nan,-21,-0.05371277188502805,-0.19146109613130066,0.02481707567626068,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-17,11,1,6,0,-1,-16,nan,nan,-0.13876366356582784,-0.18748829335993386,-0.9680058744069072,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-03-17,73,0,66,0,-1,5,-15,-16,-0.03410437852588006,-0.2365217778802475,-0.021200993358710955,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-03-17,106,1,75,1,-1,4,nan,-16,-0.06567657859781223,-0.24746326079228756,-0.22359614887973944,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-03-17,51,0,47,0,-1,11,nan,-10,-0.113843929785247,-0.3173373906746625,-0.8848497592071733,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-03-17,67,2,59,2,-1,5,nan,-13,-0.13628645415825866,-0.261026047063928,-0.2729278939291961,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-03-17,14,0,13,0,-1,4,-8,-7,-0.25124450447223085,-0.30991489898961544,-0.9339147669585152,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-03-17,908,54,629,30,-1,17,-8,-6,-0.17828324884985905,-0.3827332849181709,-0.7389566990689682,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-03-17,72,0,69,0,-1,5,-8,-8,-0.11283906632470472,-0.32586037578916244,-0.7393067380027034,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-03-17,1,0,1,0,-1,1,-7,-7,-0.08036409311258771,-0.20672219874527786,-0.7543334700425464,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-03-17,15,0,15,0,-1,4,nan,nan,0.03539910301523381,-0.20077650964228674,-0.987091776373406,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
