state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-10,0,0,0,0,-8,-1,-18,-18,-0.05880094889386801,-0.03000462633999657,-0.9973872252460404,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-10,0,0,0,0,-8,-3,nan,-25,0.023496118153313945,-0.02930721696823695,0.7165543643418355,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-10,0,0,0,0,-8,-1,nan,nan,0.008571592074386142,-0.005069378408042381,-0.15510885126389853,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-10,6,0,4,0,-8,-1,nan,-21,0.029601979489658176,-0.06994909054136922,-0.5756505946780665,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-10,179,3,134,3,-8,6,-9,-9,-0.046391132421996883,-0.1027668664651155,0.3504805775727573,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-10,17,0,17,0,-8,-1,-16,-16,0.0313950759706949,-0.01962052337536476,-0.5697395980693214,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-10,2,0,2,0,-8,0,-13,-13,-0.05196348481762512,-0.06902138353301851,2.3127484330920316,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-10,4,0,4,0,-8,-1,-15,-22,0.038840803112306345,-0.03613309082241257,253.3690549744796,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-10,0,0,0,0,-8,-3,-14,-14,-0.030008808670192764,-0.071599697314983,1.97756387800958,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-10,23,2,20,2,-8,1,nan,-24,0.0004269034415854853,-0.04214425398424052,5.684429382360904,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-03-10,22,0,20,0,-8,-4,nan,-24,-0.010413093496758662,-0.0681995835536026,1.4676984337291046,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-10,2,0,2,0,-8,6,-15,-15,0.19115097208200396,-0.0989864146052793,1.2281588246273447,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-03-10,13,0,13,0,-8,-7,nan,nan,-0.018096565716900416,-0.014742981386911994,-0.4208903234997036,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-03-10,0,0,0,0,-8,-3,-15,-15,-0.10294411361326757,-0.06378411769078772,-0.9017134061807968,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-03-10,19,0,15,0,-8,1,-11,-11,-0.011672752032454286,-0.04767442172895076,1.4632953265643138,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-03-10,6,0,6,0,-8,4,-15,-15,-0.024672107495916428,-0.06756515964188985,0.5240395729942808,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-03-10,1,0,1,0,-8,-2,nan,-20,0.015389134039339548,-0.035446024588296134,-0.6977335580582918,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-03-10,7,0,7,0,-8,4,-16,-16,-0.02729078012618013,-0.03655200239411465,0.08051980801840684,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-03-10,6,0,6,0,-8,-1,-13,-13,-0.00019561513897582838,-0.029729586670235317,0.4713262883696863,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
