state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
NC,2020-03-11,8,0,7,0,-7,1,-19,-19,0.0428837630354635,-0.16542830078890675,1.09835183983125,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-03-11,1,0,1,0,-7,-2,nan,nan,-0.008316402579577317,-0.11992069263670678,-0.924376728487134,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-11,23,0,10,0,-7,-2,nan,nan,0.0045760331099040106,-0.15775026495845687,-0.7602515356273395,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-11,5,0,3,0,-7,-2,-17,-17,-0.03921606645631533,-0.1255029260896387,-0.23149841268492496,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-11,23,1,22,1,-7,2,-10,-10,-0.04289800061873011,-0.17273486651235348,9.426863831095512,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-11,4,0,4,0,-7,0,-13,-13,0.04884631479957882,-0.11546747799053254,-0.9060702771101724,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-11,7,0,7,0,-7,-1,nan,-20,0.04691611377461448,-0.13967353578031572,-0.5742587138526902,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-11,217,0,206,0,-7,4,-11,-11,-0.040732172116342766,-0.18067053289612048,4.6612079050130335,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-11,4,0,4,0,-7,2,-13,-13,0.016271356020764655,-0.1803686151539069,1.6922827978445407,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-11,2,0,2,0,-7,-22,-21,nan,0.05835526362104944,-0.09047714611740476,-0.09914671679140595,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-11,20,0,18,0,-7,3,nan,-12,-0.0245187044302898,-0.10683884545555954,-0.768241262705651,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-11,16,0,16,0,-7,5,-12,-21,-1.8800221047667976e-05,-0.15539479235859222,0.9581469781572858,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-11,5,0,3,0,-7,2,nan,-17,-0.043308000194014096,-0.2147861507948365,3.5260075093926435,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-11,10,0,10,0,-7,-2,nan,-27,0.045003893506893405,-0.1537856150827715,1.0124485042291718,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-11,8,1,8,1,-7,-22,nan,nan,0.00485735378373651,-0.14280946164073074,-0.9385214421562628,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-03-11,8,0,8,0,-7,-1,-21,-22,0.03018464393357248,-0.13718611744484324,1.1676433089131026,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-03-11,33,0,21,0,-7,-2,nan,-22,0.1447795426876214,-0.10333055933335973,0.4760083318290356,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-03-11,5,0,4,0,-7,5,nan,-16,-0.017801312218019973,-0.13011810780659694,-0.7441105575303206,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-03-11,10,0,10,0,-7,-1,nan,-19,0.00830382617286413,-0.16082183648713425,0.6439018165079629,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-03-11,2,0,2,0,-7,-2,-14,-13,-0.06723315219929994,-0.19861279061066486,-0.8329043205137475,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-03-11,338,29,291,18,-7,11,-14,-12,-0.09849984675759246,-0.17848239827103649,-0.4540362881524277,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-03-11,6,0,5,0,-7,-1,-14,-14,0.012255092204674344,-0.11745340102356915,-0.3530693171875363,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-03-11,0,0,0,0,-7,-5,-13,-13,0.021232767431222727,-0.14004876950850442,-0.4355658847369343,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-03-11,1,0,1,0,-7,-2,nan,nan,-0.019152621530176425,-0.11474438093794675,-0.9721546045080532,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
