state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-29,114,1,92,1,11,18,1,1,-0.5581960084155648,-0.5912843472244738,-0.9991966498007157,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-29,830,5,673,5,11,16,nan,-6,-0.3787165562268453,-0.5541611547449692,-0.6284145667940308,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-29,449,6,284,6,11,18,nan,nan,-0.27474263470331267,-0.4497961685420143,-0.787040528140309,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-29,929,18,776,16,11,18,nan,-2,-0.4312625133829069,-0.5995984466031761,-0.8734866699910752,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-29,6266,130,4415,95,11,25,10,10,-0.537183687036249,-0.6892483272773298,-0.7653454026350269,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-29,2315,47,1724,40,11,18,3,3,-0.521656215620522,-0.6652565351002727,-0.9269407593037926,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-29,1993,34,1666,26,11,19,6,6,-0.5972601696017641,-0.7006240120214199,-0.3706761803002181,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-29,342,5,244,4,11,18,4,-3,-0.6995189774052705,-0.7858091090681258,10.736854786034241,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-29,232,6,176,6,11,16,5,5,-0.5244362277698875,-0.6843944810861557,-0.35638091829204044,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-29,4942,59,3942,46,11,20,nan,-5,-0.5407814626443133,-0.6578292539217794,0.01928632476214576,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
