state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-03-19,12,0,11,0,1,8,-9,-9,-0.3888235736880684,-0.3834877000032483,-0.9984859611497094,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-03-19,78,0,78,0,1,6,nan,-16,-0.09889050481010726,-0.44942420914257464,-0.25007543050735204,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-03-19,62,0,56,0,1,8,nan,nan,-0.1964753894540584,-0.4481068329796221,-0.648534915525467,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-03-19,47,0,38,0,1,8,nan,-12,-0.2058875784372424,-0.487495627775234,-0.7916599594115546,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-03-19,1067,19,815,15,1,15,0,0,-0.303171584593632,-0.5700449943901265,-0.5702871353911362,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-03-19,278,5,229,4,1,8,-7,-7,-0.44424836352943625,-0.6485368799643803,-0.9023801240358008,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-03-19,159,4,153,4,1,9,-4,-4,-0.3267198186142313,-0.5500334189108942,0.10216736629281263,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-03-19,39,0,29,0,1,8,-6,-13,-0.5100103225678222,-0.6593604571015691,34.315918908315645,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-03-19,30,0,26,0,1,6,-5,-5,-0.23000742265416899,-0.51668267972276,0.20870112317129985,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-03-19,434,8,388,6,1,10,nan,-15,-0.2042808275140276,-0.46704928482909003,1.4583274389842216,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-03-19,282,10,251,9,1,5,nan,-15,-0.16787424531788472,-0.445483275181542,-0.06588256670248893,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-19,26,0,24,0,1,15,-6,-6,-0.13888188387533024,-0.3851525161725608,0.07973665949947728,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
