state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
GA,2020-05-06,29724,1309,5424,223,49,53,nan,33,-0.21149687103259648,-0.2708355497530322,0.5567187004277421,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-05-06,616,17,11,1,49,63,42,42,-0.5405825462123334,-0.4923501693998166,-0.3711288065376324,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-05-06,10404,219,3561,71,49,50,nan,nan,-0.22970412743568425,-0.2830037581082939,-0.6846862020793629,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-05-06,2158,67,174,7,49,54,42,42,-0.2630699386702585,-0.2715375469761888,-0.9182152719383024,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-05-06,68164,2977,17809,756,49,58,46,46,-0.3124323055727209,-0.4609725606288917,-0.060264434523792924,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-05-06,22286,1377,4877,312,49,61,42,42,-0.2334351357430333,-0.28861183888692804,0.0015491842878927464,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-05-06,5893,163,2082,31,49,55,nan,37,-0.2175588525847634,-0.24881089005770024,-0.7833095795269347,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-05-06,5946,286,1408,51,49,61,41,41,-0.2496380761435728,-0.2844261971008316,-0.4122179684718149,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-05-06,30399,2094,2739,292,49,56,44,44,-0.18970236923030206,-0.2957419337642977,-0.1304378063873507,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-05-06,72025,4420,11760,1015,49,57,43,43,-0.44183360944863903,-0.5500452952937892,0.3284321651081681,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-05-06,28263,1443,7321,365,49,62,44,37,-0.414484771963794,-0.5449631894013146,0.40648493949050457,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-05-06,1254,62,198,10,49,52,42,35,-0.2889094511651735,-0.32128037449234675,-0.9412665618111322,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-05-06,45048,4250,4688,580,49,35,44,43,-0.3156287519861591,-0.4165425044675676,-0.4447875984128623,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-05-06,8579,485,3935,166,49,54,nan,39,-0.3082073336682628,-0.37428903562151217,-0.7419726931541375,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-05-06,9164,429,1738,98,49,54,nan,30,-0.18625971613735406,-0.2203312910193408,-0.3287704408097214,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-05-06,8424,374,1855,124,49,53,33,33,-0.08913555191645636,-0.14818765142799667,-0.355049337068416,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-05-06,456,16,5,0,49,55,39,39,-0.2711351099824275,-0.2484894382107805,-0.9825299254000046,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-05-06,12783,497,2836,131,49,57,37,37,-0.2412025593471257,-0.3327204839837453,0.15165527212158114,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-05-06,1323,31,290,12,49,54,nan,nan,-0.2422905885849004,-0.19342613251862012,-0.9524639628174368,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-05-06,6771,86,2895,18,49,54,nan,nan,-0.2607504711546383,-0.24670206781722576,-0.8506311096581691,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-05-06,2741,111,687,45,49,54,39,39,-0.3658121501216012,-0.3842469410783193,-0.6751886981035633,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-05-06,131890,8549,15626,1779,49,58,46,46,-0.4536621237201341,-0.6112824880260415,1.7302649035510642,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-05-06,4290,169,1077,57,49,56,43,43,-0.2483483961554337,-0.4100490675476989,-0.957506445928345,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-05-06,5774,286,840,49,49,55,nan,36,-0.4218139866828259,-0.5865753997675672,-0.8937507000711291,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-05-06,329405,25956,24411,2669,49,60,45,45,-0.4471420331296288,-0.5997630524880918,0.14468286833559765,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-05-06,21576,1225,4273,288,49,58,43,43,-0.26637517554929896,-0.32664353989418377,0.37148372967496973,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-05-06,4201,253,728,39,49,34,35,nan,-0.11999997153901415,-0.10905083351976967,-0.36237721701639186,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-05-06,2916,115,470,14,49,59,nan,44,-0.2658450640229674,-0.3631993851450037,-0.8785973570266667,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-05-06,54989,3360,8798,968,49,61,44,35,-0.344511851172433,-0.5083849135973093,-0.33806577096541035,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-05-06,10205,370,1958,119,49,58,nan,39,-0.3709180774971805,-0.5196630129685741,0.661771086489461,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-05-06,6936,305,1055,73,49,54,nan,29,-0.16367876124709074,-0.22355467559617384,0.4178616568486464,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-05-06,2779,29,404,16,49,34,nan,nan,-0.21366956827465894,-0.20069986095079656,-0.9539781906353728,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-05-06,13796,246,3484,42,49,55,35,34,-0.18242861929194484,-0.16541298826025072,0.44665614274162624,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-05-06,35441,985,7602,209,49,54,nan,34,-0.2069401736819948,-0.31773642820376474,-0.0728913553764805,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-05-06,5605,59,1106,14,49,61,nan,40,-0.22559510870566016,-0.2619230499774076,-0.8355238961632253,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-05-06,20256,713,5295,191,49,55,nan,37,-0.34922613870376035,-0.37880446024040776,-0.2623115132446681,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-05-06,908,53,46,6,49,54,42,43,-0.3447541087026356,-0.3744621833942184,-0.9448753401776177,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-05-06,16713,881,2335,76,49,67,42,44,-0.3476595388425789,-0.396353239381892,-0.6942635586985728,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-05-06,8901,362,2381,54,49,55,42,42,-0.23843293520868086,-0.3466371979358044,-0.6677617124693058,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-05-06,1276,51,167,11,49,51,43,43,-0.21868822738164406,-0.2562132343290691,-0.7229871459283037,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-05-06,631,7,87,0,49,54,nan,nan,-0.13950102065036465,-0.2720991931939615,-0.9826931198564673,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
