state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-01,143,2,84,2,14,21,4,4,-0.4953068600545842,-0.4216561062021619,-0.9994412321509292,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-01,1106,28,720,27,14,19,nan,-3,-0.2143418865364572,-0.4573384095102221,-0.4857817339046574,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-01,624,10,317,8,14,21,nan,nan,-0.1929684895066532,-0.4054114437595365,-0.7653176949234755,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-01,1413,29,1011,23,14,21,nan,1,-0.353143289550954,-0.586455015598669,-0.9171125695221972,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-01,9816,212,6633,145,14,28,13,13,-0.3733296494359661,-0.5802412960854332,-0.8202921777084146,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-01,3346,80,2260,61,14,21,6,6,-0.4174080926550912,-0.5814415028221229,-0.9415402277199472,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-01,3557,85,2682,66,14,22,9,9,-0.4394793890295289,-0.5857405570841304,-0.5050008871480076,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-01,586,11,403,9,14,21,7,0,-0.6344631257194248,-0.7620287569251218,6.524785847718529,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-01,368,11,249,11,14,19,8,8,-0.3915969839599097,-0.5922945840891158,-0.4286885256362128,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-01,7765,100,5800,77,14,23,nan,-2,-0.4022267224815895,-0.5579669555258032,0.2602249132899657,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-01,4747,154,3362,107,14,18,nan,-2,-0.2919569342004373,-0.4841348545505142,-0.3918466070122068,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-01,258,1,163,1,14,28,7,7,-0.6158701979514338,-0.6213847066349306,-0.6917524222542604,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-01,549,9,404,8,14,15,nan,nan,-0.2427986944416553,-0.4833216870479412,-0.8805969751678417,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-01,669,9,546,9,14,19,7,7,-0.33468987601584943,-0.5146164608392729,-0.9776835844723568,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-01,6978,146,5104,125,14,23,11,11,-0.3382097405530345,-0.5777627732008567,-0.634300935131688,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-01,2564,65,2085,51,14,26,7,7,-0.2776126977597831,-0.5347840814099821,-0.6944241288648352,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-01,488,11,356,8,14,20,nan,2,-0.29083216138761503,-0.4938224808330737,-0.9227285389013656,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
