state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
MI,2020-04-02,10791,417,7914,354,15,1,10,9,-0.4726438864735762,-0.6492544443519538,-0.8188837662092294,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-02,742,18,396,16,15,20,nan,5,-0.4590543551884248,-0.6151304512161527,-0.9248727240536386,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-02,1834,24,1327,16,15,20,nan,-4,-0.3005655654281372,-0.5582763320173781,-0.7667128834607987,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-02,1177,26,691,20,15,19,-1,-1,-0.2508027262522654,-0.482630488474753,-0.7391039179612134,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-02,241,5,151,5,15,21,5,5,-0.3909485228026188,-0.6087487091161123,-0.995747290411923,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-02,1857,17,1220,15,15,23,3,3,-0.31345670366744444,-0.5364815221738133,-0.5761077411374769,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-02,159,3,101,3,15,20,nan,nan,-0.4786815045241634,-0.6585089215612168,-0.9897093797148594,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-02,273,6,182,6,15,20,nan,nan,-0.3593956013340229,-0.5629260631465165,-0.9427620992184896,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-02,479,5,321,4,15,20,5,5,-0.42531903013936617,-0.593055835292644,-0.8900914068293005,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-02,25590,539,18714,458,15,24,12,12,-0.4976829831805482,-0.696415399528124,0.2599267699599121,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-02,403,7,267,6,15,22,9,9,-0.3166260025249179,-0.5583693664314642,-0.9845695679713506,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-02,1458,38,923,28,15,21,nan,2,-0.5270198101810634,-0.7141833559365499,-0.9606780958651184,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-02,92971,2963,53914,2461,15,26,11,11,-0.5267445107061096,-0.6825304092893526,-0.6011242947418267,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-02,2902,81,2035,66,15,24,9,9,-0.3330222662347338,-0.5512823183791348,-0.4786281203010962,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-02,879,34,631,27,15,0,1,nan,-0.2967095139005779,-0.5210744746500755,-0.7974174956005435,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-02,826,21,510,10,15,25,nan,10,-0.3311368093849055,-0.5832679125610322,-0.961228188798994,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-02,7016,90,5326,74,15,27,10,1,-0.39496339839884975,-0.637411411375045,-0.7331637936849531,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-02,657,12,492,12,15,24,nan,5,-0.4562602058386143,-0.6318187913142524,-0.3990116155988279,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-02,1554,31,1098,22,15,20,nan,-5,-0.2676148479328358,-0.5154844614648628,-0.4915456054607397,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-02,165,2,119,1,15,0,nan,nan,-0.4369702950729481,-0.6101219553068852,-0.9881256896496305,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-02,2868,32,1887,29,15,21,1,0,-0.2868841299894769,-0.5331861846928765,-0.4832106266831807,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-02,4880,79,3338,58,15,20,nan,0,-0.36678484599823147,-0.6079767628421666,-0.7098949852434702,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-02,1077,7,675,6,15,27,nan,6,-0.3706353786761944,-0.5557008789292813,-0.944559389787768,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-02,1705,41,1102,27,15,21,nan,3,-0.3842440816925784,-0.5556939329520936,-0.6921609605353463,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-02,338,17,180,8,15,20,8,9,-0.5099933544267428,-0.6214831865506723,-0.9835911224000032,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-02,6585,272,3377,121,15,33,8,10,-0.4420036335267924,-0.6018837417215567,-0.907753882130482,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-02,1730,37,976,27,15,21,8,8,-0.33333269074610244,-0.5820623941527729,-0.8907309628303528,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-02,217,2,141,2,15,17,9,9,-0.2931238442838806,-0.559178720403423,-0.9032277181182534,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-02,153,0,97,0,15,20,nan,nan,-0.2624941082565001,-0.5849101179012529,-0.9949738684700421,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
