state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
IA,2020-02-26,0,0,0,0,-21,-20,nan,nan,0.06846994135089501,0.02674824892232557,-0.4435644058695752,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-02-26,0,0,0,0,-21,-16,-28,-28,0.08118577866189311,0.019111322820838085,-0.8902398141787744,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-02-26,2,0,0,0,-21,-12,-24,-24,0.022397807571665724,-0.03177555466421379,1.6934220354454013,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-02-26,0,0,0,0,-21,-9,-28,-28,-0.009264410894174905,-0.06261751132766935,0.6250432928864386,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-02-26,0,0,0,0,-21,-15,nan,-33,0.06284146996939413,0.03677521368523616,-0.6316091830400022,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-02-26,0,0,0,0,-21,-9,-29,-29,0.026903678016495968,-0.016265953616013,0.2917441774542855,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-02-26,0,0,0,0,-21,-14,-26,-26,0.14945273192042832,0.02058533958357006,0.3429562054097979,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-02-26,1,0,0,0,-21,-13,-27,-27,0.008317441701066,-0.030042870209606762,4.565141222374148,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-02-26,0,0,0,0,-21,-8,-26,-33,0.02017438923778091,-0.016935016067738524,3.6196070806100833,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-02-26,0,0,0,0,-21,-18,-28,-35,0.007799327605479461,-0.028794963048250292,-0.8600954783473242,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-02-26,0,0,0,0,-21,-35,-26,-27,-0.06832640604958744,-0.11210851216400802,-0.056542699058887536,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-02-26,0,0,0,0,-21,-16,nan,-31,0.06970002700666639,0.020636465407824548,-0.3986171006234891,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-02-26,0,0,0,0,-21,-16,nan,-40,0.038816088953078406,-0.0031586898482194336,0.12061866161564548,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-02-26,0,0,0,0,-21,-17,-37,-37,0.08992764488878516,0.05435918767108508,-0.009748466270386835,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-02-26,0,0,0,0,-21,-15,-31,-31,0.0985642699939818,0.04934680539136478,-0.9745780692709664,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-02-26,0,0,0,0,-21,-13,-33,-33,0.03647769721518566,0.0017270990180550145,1.3413482502269487,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-02-26,0,0,0,0,-21,-16,nan,nan,0.14369993662101965,0.041249834489736736,-0.9263491131035768,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-02-26,13,0,3,0,-21,-16,nan,nan,0.07884607973622182,0.021123134369605983,-0.7285481853495414,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-02-26,0,0,0,0,-21,-16,-31,-31,0.052270819712064716,0.00024950262660732204,-0.4551964997595979,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-02-26,0,0,0,0,-21,-12,-24,-24,0.00474428583962224,-0.02962675073642925,10.889350015248633,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-02-26,0,0,0,0,-21,-14,-27,-27,0.09532213730193641,0.04070030247756136,-0.9260707511685992,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-02-26,0,0,0,0,-21,-15,nan,-34,0.06759965310612684,0.03249269117103756,-0.6053931792308282,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-02-26,0,0,0,0,-21,-10,-25,-25,0.000833445504334745,-0.031770746684853475,5.818421602974491,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-02-26,0,0,0,0,-21,-12,-27,-27,0.014149082920377332,-0.020173989334939597,1.783751106334145,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-02-26,0,0,0,0,-21,-36,-35,nan,0.04107568299526159,0.01123183940334053,-0.10887444697501668,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-02-26,0,0,0,0,-21,-11,nan,-26,0.05130481760713118,0.01324533152882372,-0.7626125795864566,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-02-26,0,0,0,0,-21,-9,-26,-35,0.02411014112724261,0.0005330415329083825,1.2865358350443117,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-02-26,0,0,0,0,-21,-12,nan,-31,0.01876870448822489,-0.020399247498554103,4.608567546744107,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-02-26,0,0,0,0,-21,-16,nan,-41,0.04400390476587666,0.014443527260138478,1.250960468049854,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-02-26,0,0,0,0,-21,-36,nan,nan,0.1385423017058415,0.06899321023466813,-0.9294973331328557,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-02-26,0,0,0,0,-21,-15,-35,-36,0.0396910102104557,-0.0033784780885502573,1.3428083976573264,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-02-26,10,0,8,0,-21,-16,nan,-36,0.05826074908959245,0.031107442868513312,0.8789626394930163,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-02-26,1,0,1,0,-21,-9,nan,-30,0.050605747005591804,0.005575673980678933,-0.7046729089793714,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-02-26,0,0,0,0,-21,-15,nan,-33,0.02700441230633641,-0.008938845707718612,0.9158953822060064,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-02-26,0,0,0,0,-21,-16,-28,-27,0.0417322911419316,-0.04245207866380261,-0.858487758842675,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-02-26,5,0,4,0,-21,-3,-28,-26,0.055038228939292166,0.0384661175708042,-0.26226973739291704,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-02-26,1,0,0,0,-21,-15,-28,-28,0.044900345106083206,-0.005000005053818727,-0.3629042550913024,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-02-26,0,0,0,0,-21,-19,-27,-27,0.016187622641273797,-0.006767784471666863,-0.4110807427027996,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-02-26,0,0,0,0,-21,-16,nan,nan,0.09909498525695128,0.05573106888155704,-0.974900058105408,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
