state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,State,Abbreviation,Largest Employer,Type of Industry,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2018Q1P,2018Q2P,2018Q3P,2018Q4P,2019Q1P,2019Q2P,2019Q3P,2019Q4P,Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Reference(Paid Sick Leave),Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017
AK,2020-02-24,0,0,0,0,-23,-16,-33,-33,0.03185145415626392,-0.0214004960436846,-0.996683227937607,Alaska,Alaska,Arctic Slope Regional Corporation,Energy,Government,79.3,53563,54373,55410,55591,54941,55495,55430,55759,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,No,No,No,,6.0,5.8,73181
AL,2020-02-24,0,0,0,0,-23,-18,nan,-40,-0.005182475907141554,-0.04523652399104471,0.9632409768322191,Alabama,Ala.,Alabama Power Company,Utlity,Government,393.5,217370,220572,223141,225859,227735,229939,232145,234054,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,No,No,No,,2.7,2.7,48123
AR,2020-02-24,0,0,0,0,-23,-16,nan,nan,-0.0002884918333153274,-0.05899208093503036,-0.13909479599787722,Arkansas,Ark.,Walmart Inc.,Retail,"Trade, Transportation, & Utilities",253.2,126089,128353,129033,130201,131038,132438,134022,135225,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,No,No,No,,3.5,3.9,45869
AZ,2020-02-24,1,0,0,0,-23,-16,nan,-36,0.027054050150535216,-0.0447185926066214,-0.459750920665928,Arizona,Ariz.,"Avnet, Inc.",Electronics,"Trade, Transportation, & Utilities",551.3,340673,345474,351709,355333,359405,364277,368556,372522,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,No,Yes,Yes,,4.5,4.5,56581
CA,2020-02-24,11,0,4,0,-23,-9,-24,-24,-0.000574249507610032,-0.052856127508159705,0.7718254822355499,California,Calif.,Apple Inc.,Consumer electronics,"Trade, Transportation, & Utilities","3,062.50",2928096,2992623,3017340,3052871,3087669,3123732,3155224,3183251,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,Yes,Yes,Yes,1.0,3.9,2.5,71805
CO,2020-02-24,0,0,0,0,-23,-16,-31,-31,0.008444371943806102,-0.04882943343265912,-0.6033128456536856,Colorado,Colo.,"Arrow Electronics, Inc.",Electronics,"Trade, Transportation, & Utilities",481.5,362721,370477,375312,378489,383690,388731,392348,396367,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,No,No,No,,2.5,2.8,69117
CT,2020-02-24,0,0,0,0,-23,-15,-28,-28,0.002686302500198677,-0.06098507810101845,2.898706540984323,Connecticut,Conn.,Aetna Inc,Health care,Education & Health Services,345.1,272854,273884,278295,277874,281659,284357,287560,288985,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,Yes,Yes,Yes,,3.7,3.9,74168
DC,2020-02-24,0,0,0,0,-23,-16,-30,-37,-0.052936510547062124,0.009718441973827865,240.21740713091518,District of Columbia,D.C.,,,Government,239.7,138469,139580,141969,142626,144075,145476,146996,148231,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,Yes,Yes,Yes,,5.2,2.8,82372
DE,2020-02-24,0,0,0,0,-23,-18,-29,-29,0.0073707608682033405,-0.09200260172234596,2.2558021723430057,Delaware,Del.,DowDuPont Inc.,Chemicals,"Trade, Transportation, & Utilities",82.8,72091,73025,74461,74348,74270,75216,75765,76410,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,No,No,No,,4.0,5.2,62852
FL,2020-02-24,0,0,0,0,-23,-14,nan,-39,-0.0070050267949225645,-0.057626789655167564,5.95378326935924,Florida,Fla.,World Fuel Services,Energy,"Trade, Transportation, & Utilities","1,823.00",1020177,1032277,1048478,1056014,1073992,1087312,1100721,1111378,5.1,5.0,5.1,5.1,5.1,5.1,5.1,5.1,No,No,No,,2.8,3.1,52594
GA,2020-02-24,0,0,0,0,-23,-19,nan,-39,-0.02223649359829653,-0.08641019767869512,1.71756088910753,Georgia,Ga.,"The Home Depot, Inc.",Retail,"Trade, Transportation, & Utilities",954.3,579993,588340,597746,602535,607081,613105,619818,625329,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,No,No,No,,3.1,2.7,56183
HI,2020-02-24,0,0,0,0,-23,-9,-30,-30,0.06439965012308635,-0.07418988547376497,1.2421544173018877,Hawaii,Hawaii,"waiian Electric Industries, Inc.",Utilities,Leisure & Hospitality,127.6,91947,93589,94288,95369,96094,96832,97664,98536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,No,No,No,,2.7,2.7,77765
IA,2020-02-24,0,0,0,0,-23,-22,nan,nan,0.03061653201677495,-0.049103292204107,-0.4736329665434621,Iowa,Iowa,Berkshire Hathaway Energy Company,Energy,"Trade, Transportation, & Utilities",308.2,186653,190179,190936,191038,192086,194038,195858,197172,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,No,No,No,,2.8,3.1,58570
ID,2020-02-24,0,0,0,0,-23,-18,-30,-30,0.023805073087656642,-0.044125482102122436,-0.8937040146107603,Idaho,Idaho,"Albertsons Companies, Inc.",Grocery,"Trade, Transportation, & Utilities",145.7,75435,76681,77384,78707,79440,80446,81493,82265,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,No,No,No,,2.8,3.4,52225
IL,2020-02-24,2,0,0,0,-23,-14,-26,-26,-0.007611857803367878,-0.05806081136792721,1.7274399866236232,Illinois,Ill.,"Walgreens Boots Alliance, Inc.",Retail pharmacy,"Trade, Transportation, & Utilities",1206.2,851327,860588,872317,877010,884430,893580,901572,908913,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,No,No,No,2.0,3.5,3.1,62992
IN,2020-02-24,0,0,0,0,-23,-11,-30,-30,0.00980168644971433,-0.06921414057413544,0.6240569709287076,Indiana,Ind.,"Anthem, Inc.",Health care,"Trade, Transportation, & Utilities",602,361794,365478,368748,371183,372061,375491,379133,381733,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,No,No,No,,3.1,2.8,54181
KS,2020-02-24,0,0,0,0,-23,-17,nan,-35,-0.014744419160139638,-0.0721668920940259,-0.6164926412054775,Kansas,Kans.,"Koch Industries, Inc.",Conglomerate,"Trade, Transportation, & Utilities",268.2,165477,168173,169379,170243,170325,172358,174183,175703,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,No,No,No,,3.1,4.2,56422
KY,2020-02-24,0,0,0,0,-23,-11,-31,-31,0.0017836885362047434,-0.06476477840666016,0.20192854348565525,Kentucky,Ky.,Humana Inc.,Health care,"Trade, Transportation, & Utilities",400.8,204567,207646,209065,211073,211801,213735,215586,217564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,No,No,,4.3,5.2,48375
LA,2020-02-24,0,0,0,0,-23,-16,-28,-28,0.06417584741223932,0.049888419494152965,0.652548831681329,Louisiana,La.,"CenturyLink, Inc.",Telecommunications,"Trade, Transportation, & Utilities",378.1,251745,256655,259273,261479,260428,263094,264853,267051,1.2,1.3,1.2,1.3,1.2,1.2,1.2,1.2,No,No,No,,5.1,3.2,46145
MA,2020-02-24,1,0,0,0,-23,-15,-29,-29,-0.007290376564691577,-0.0550474126614935,4.1288705271741915,Massachusetts,Mass.,General Electric Company,Conglomerate,Education & Health Services,824.2,558472,568220,573506,577754,586347,592588,599092,604208,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,Yes,Yes,Yes,,2.8,3.6,77385
MD,2020-02-24,0,0,0,0,-23,-10,-28,-35,0.012769792751385407,-0.06469421676744481,3.3903816366306128,Maryland,Md.,Lockheed Martin Corporation,Defense,Government,504.2,405573,412085,414704,417976,422247,426407,430388,434312,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,Yes,Yes,4.0,3.3,2.8,80776
ME,2020-02-24,0,0,0,0,-23,-20,-30,-37,0.03993183746577148,-0.055654941923250434,-0.8690205358648092,Maine,Maine,"Hannaford Bros. Co, LLC",Grocery,Education & Health Services,130.2,63698,64746,65434,65545,66590,67138,67905,68441,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,No,No,Yes,3.0,3.1,3.3,56277
MI,2020-02-24,0,0,0,0,-23,-37,-28,-29,0.008196425992769343,-0.04214565268653577,0.3039032284985117,Michigan,Mich.,Ford (NYSE: F),Auto manufacturing,"Trade, Transportation, and Utilities",805.6,519926,526009,530614,531835,534427,539232,543977,548567,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,No,No,Yes,3.0,3.8,3.1,54909
MN,2020-02-24,0,0,0,0,-23,-18,nan,-33,0.03771670327096215,-0.04128480312701403,-0.4212199600464186,Minnesota,Minn.,UnitedHealth Group Incorporated,Health care,Education & Health Services,549.1,360357,367676,372695,374682,375032,379387,383094,385907,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,No,No,No,5.0,3.2,5.4,68388
MO,2020-02-24,0,0,0,0,-23,-18,nan,-42,-0.028247389319565993,-0.09320399792085776,0.05562149341797106,Missouri,Mo.,Express Scripts Holding Company,Health care,"Trade, Transportation, and Utilities",543.1,312514,319013,321184,322972,326694,330532,334286,336816,1.5,1.6,1.5,1.5,1.5,1.5,1.6,1.6,No,No,No,,3.5,3.5,53578
MS,2020-02-24,0,0,0,0,-23,-19,-39,-39,0.01431639042109991,-0.04473664952099951,-0.14460430774902655,Mississippi,Miss.,"Sanderson Farms, Inc.",Poultry farms,Government,243.7,112674,114940,115471,116252,116930,118263,119497,120429,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,No,No,No,,5.5,3.5,43529
MT,2020-02-24,0,0,0,0,-23,-17,-33,-33,0.011080581563785944,-0.07239988501992958,-0.9769313914882324,Montana,Mont.,"Glacier Bancorp, Inc.",Banking,"Trade, Transportation, and Utilities",96,49190,50111,50615,51390,51326,51933,52470,52948,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,No,No,No,,3.5,2.9,53386
NC,2020-02-24,0,0,0,0,-23,-15,-35,-35,-0.017899955198995395,-0.07323924903535121,1.125530263470102,North Carolina,N.C.,Bank of America Corporation,Banking,"Trade, Transportation, and Utilities",851.5,552000,563371,566923,572469,578700,585050,590711,596383,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,No,No,No,,3.6,2.2,52752
ND,2020-02-24,0,0,0,0,-23,-18,nan,nan,0.04658561398192094,-0.05085942387738498,-0.925058501304715,North Dakota,N.D.,"MDU Resources Group, Inc.","Utilities, energy, construction","Trade, Transportation, and Utilities",92.8,54380,55963,57018,56968,56609,57031,57106,57400,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,No,No,No,,2.3,4.2,61843
NE,2020-02-24,12,0,2,0,-23,-18,nan,nan,0.013037001160988038,-0.04291967890058519,-0.7442656343886626,Nebraska,Nebr.,Berkshire Hathaway Inc.,Conglomerate,"Trade, Transportation, and Utilities",198.6,123942,124053,123226,124690,124786,126322,127941,129098,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,No,No,No,,3.9,3.6,59970
NH,2020-02-24,0,0,0,0,-23,-18,-33,-33,0.09666815583032885,-0.05289428054379528,-0.4815399763090608,New Hampshire,N.H.,"C&S Wholesale Grocers, Inc.",Grocery,"Trade, Transportation, and Utilities",138.5,83379,84269,85133,85075,87244,88147,89152,89836,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,No,No,No,,2.6,3.8,73381
NJ,2020-02-24,0,0,0,0,-23,-14,-26,-26,-0.00392793051008683,-0.08956414660053441,10.29793197164592,New Jersey,N.J.,Johnson & Johnson,Consumer products,"Trade, Transportation, and Utilities",893.7,612202,620066,625747,629996,636068,641902,648984,652412,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Yes,Yes,Yes,,3.8,4.8,80088
NM,2020-02-24,0,0,0,0,-23,-16,-29,-29,0.027493613847991292,-0.053861451462951966,-0.9309681201870538,New Mexico,N.M.,"PNM Resources, Inc.",Utilities,Government,189.7,97489,99742,101586,102370,102579,103814,104349,105263,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,No,No,No,,4.8,3.7,46744
NV,2020-02-24,0,0,0,0,-23,-17,nan,-36,0.03252737198950173,-0.05635622888068495,-0.6435273000431402,Nevada,Nev.,Las Vegas Sands Corp.,Casinos and resorts,Leisure & Hospitality,356.4,165443,167929,170349,173518,174569,176862,178622,180406,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,No,No,Yes,3.0,3.6,3.6,58003
NY,2020-02-24,0,0,0,0,-23,-12,-27,-27,-0.004276359661350594,-0.0473399566902654,5.32838911429088,New York,N.Y.,Verizon Communications Inc.,Telecommunications,Government,"1,488.10",1643466,1668085,1683970,1679944,1707520,1727703,1740745,1751674,8.2,8.1,8.1,8.0,8.1,8.1,8.1,8.1,Yes,Yes,Yes,6.0,3.8,3.6,64894
OH,2020-02-24,0,0,0,0,-23,-14,-29,-29,0.002428519221320957,-0.06983032231070528,1.6491067120573353,Ohio,Ohio,"Cardinal Health, Inc.",Health care,"Trade, Transportation, and Utilities","1,028.40",662321,673078,682922,685299,689542,696088,701438,706764,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,No,No,No,,4.1,3.2,54021
OK,2020-02-24,0,0,0,0,-23,-38,-37,nan,-0.010351978987985259,-0.07223324190938307,-0.1819344931499076,Oklahoma,Okla.,NGL Energy Partners LP,Energy,Government,356.6,198108,201871,204384,205854,204458,206139,206254,207381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,No,No,,3.3,3.3,50051
OR,2020-02-24,0,0,0,0,-23,-13,nan,-28,0.014338637976422496,-0.04445854294244442,-0.7865441349041155,Oregon,Ore.,"Nike, Inc.",Apparel,"Trade, Transportation, and Utilities",359.3,234832,238125,241630,244544,247562,250402,253036,255418,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Yes,Yes,Yes,,3.3,4.7,60212
PA,2020-02-24,0,0,0,0,-23,-11,-28,-37,0.009529301466162036,-0.060639861020354686,1.1678582786326643,Pennsylvania,Pa.,AmerisourceBergen Corporation,Pharmaceuticals,Education & Health Services,1307,766322,781035,790711,794604,801909,810326,817216,824603,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No,No,No,7.0,4.7,3.4,59195
