state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
HI,2020-03-24,90,0,76,0,6,20,-1,-1,-0.3649548998697992,-0.5730174534416118,-0.3928762165287533,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-24,124,1,95,1,6,7,nan,nan,-0.22031765512994075,-0.5187553565503696,-0.8572712910871114,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-24,73,0,64,0,6,11,-1,-1,-0.2223987424616007,-0.4298737450988359,-0.9604544047457728,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-24,1535,16,1376,15,6,15,3,3,-0.3125174636994109,-0.6142608704285446,-0.5383451895627256,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-24,366,12,336,10,6,18,-1,-1,-0.21561355538717686,-0.4990858128388674,-0.5102938199108733,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-24,99,3,82,2,6,12,nan,-6,-0.267043751394024,-0.5084077088340562,-0.901594119264735,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-24,157,3,131,2,6,18,-2,-2,-0.24738889791943666,-0.531686868190872,-0.7012247102307705,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-24,1388,46,1192,41,6,13,1,1,-0.31439408607605657,-0.5856594502725252,-0.7116769922476678,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-24,1159,11,941,11,6,14,0,0,-0.4621185473189045,-0.6381225513724318,-0.11974224762826526,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-24,349,4,292,4,6,19,1,-6,-0.3656834848480085,-0.5756410829337301,0.005395037446550789,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-24,118,0,86,0,6,9,-1,-8,-0.35992594861483485,-0.5269639778131543,-0.9616578535947232,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-24,1791,24,1726,24,6,-8,1,0,-0.4513937615667764,-0.6984884545395896,-0.7820101152178323,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-24,262,1,202,1,6,11,nan,-4,-0.34274257295291066,-0.5550075990229699,-0.8691062417050258,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-24,255,5,239,5,6,11,nan,-13,-0.2566997780640761,-0.5755949923327924,-0.7521021304784526,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-24,320,1,299,1,6,10,-10,-10,-0.23257188165785406,-0.4654424190740046,-0.764712700707207,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-24,51,0,43,0,6,12,-4,-4,-0.2142626782629565,-0.4881406060906682,-0.99115956239291,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-24,397,0,355,0,6,14,-6,-6,-0.246898244544257,-0.4655694259980589,-0.382047999342816,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-24,36,0,31,0,6,11,nan,nan,-0.27832537145224245,-0.5149200419441938,-0.977041102178198,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-24,77,0,41,0,6,11,nan,nan,-0.2462640977742201,-0.4635702996079812,-0.9212801308729168,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-24,108,1,82,1,6,11,-4,-4,-0.3752340346058651,-0.5355679640273175,-0.8231559731124715,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-24,3675,44,3407,41,6,15,3,3,-0.4432262997362392,-0.6582813820264838,0.981263926901018,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-24,100,0,77,0,6,13,0,0,-0.2008460367944032,-0.5201127173642558,-0.9762536501795006,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-24,315,6,260,5,6,12,nan,-7,-0.43802450753185895,-0.6741010225158552,-0.937279141034812,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-24,25703,256,24328,238,6,17,2,2,-0.4758502630302071,-0.6533370066093154,-0.10989680337056296,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-24,564,8,497,8,6,15,0,0,-0.3281726504429944,-0.6236839859400753,-0.4790770611180624,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-24,106,3,88,3,6,-9,-8,nan,-0.18464068723723934,-0.403280783062264,-0.7252187346030443,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-24,209,8,143,6,6,16,nan,1,-0.2784318025833161,-0.5939038186053897,-0.9426953928025003,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-24,851,7,750,7,6,18,1,-8,-0.34437991734238915,-0.6124101382021255,-0.5950762803287938,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-24,124,0,101,0,6,15,nan,-4,-0.3709039950863771,-0.5784595631354226,0.12581111951866866,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-24,342,7,295,6,6,11,nan,-14,-0.2380795068624739,-0.4895054189710242,-0.4563984305175561,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-24,30,1,19,0,6,-9,nan,nan,-0.2276386503357868,-0.4167932280960592,-0.9761594465173082,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-24,678,2,605,2,6,12,-8,-9,-0.2689352707127357,-0.5280607579143259,-0.483570914694157,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-24,857,11,751,10,6,11,nan,-9,-0.2249474890025872,-0.4653480606799486,-0.5097710895300382,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-24,298,1,247,1,6,18,nan,-3,-0.28909151241830755,-0.4749729930375486,-0.9031761448542448,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-24,290,7,223,5,6,12,nan,-6,-0.3022747828072178,-0.4766609981488449,-0.533490186834988,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-24,95,7,81,7,6,11,-1,0,-0.4251639888464696,-0.5151905305356435,-0.9536041490113724,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-24,2469,123,1561,69,6,24,-1,1,-0.3408812364237753,-0.55614662349947,-0.8308178245459245,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-24,481,5,409,5,6,12,-1,-1,-0.2765471264740567,-0.587102714406681,-0.851589787279781,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-24,39,0,38,0,6,8,0,0,-0.24846619839747955,-0.5416368281836006,-0.8718764859043174,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-24,37,0,22,0,6,11,nan,nan,-0.04912275771912839,-0.4342090307986932,-0.990146959729666,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
