state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-31,133,2,91,2,13,20,3,3,-0.4565264314507654,-0.3814748149829679,-0.9993912354630244,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-31,999,13,757,13,13,18,nan,-4,-0.2623561352486689,-0.5058688065216146,-0.5654722683092067,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-31,564,8,333,6,13,20,nan,nan,-0.22056336110050176,-0.41986111820200217,-0.7733466883301129,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-31,1298,24,972,18,13,20,nan,0,-0.3010681289417645,-0.5264557702977162,-0.8955522323325265,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-31,8582,183,5938,131,13,27,12,12,-0.3678597078085602,-0.5865985432874318,-0.8230413165173202,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-31,2990,69,2078,58,13,20,5,5,-0.3919779409009567,-0.5654095300507896,-0.939053542459906,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-31,3128,69,2510,57,13,21,8,8,-0.4306220093636412,-0.5886194532912022,-0.526462923041572,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-31,495,9,358,7,13,20,6,-1,-0.6265145032000642,-0.7703262670072873,6.453424242276559,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-31,319,10,215,10,13,18,7,7,-0.3756329611816544,-0.605948594728353,-0.4513428726147444,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-31,6741,85,5274,66,13,22,nan,-3,-0.4175434156036555,-0.584901420954052,0.013680312694057006,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
