state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-21,327,7,44,0,34,41,24,24,-0.44582375286888265,-0.5838798284643278,-0.9988254886914452,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-21,5327,186,1374,72,34,39,nan,17,-0.19054108697007568,-0.535143536821562,-0.3421837884770925,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-21,2262,43,764,11,34,41,nan,nan,-0.18028296921747824,-0.4627210011043287,-0.6610873166862431,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-21,5251,213,1445,82,34,41,nan,21,-0.3317832989221089,-0.6748781281976801,-0.8588345896454147,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-21,35844,1316,10086,538,34,48,33,33,-0.3498570226792833,-0.7258656159206037,-0.7083017808191142,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-21,10447,484,2506,155,34,41,26,26,-0.389744114818435,-0.6578987625518873,-0.8995728367202758,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-21,20360,1423,6371,752,34,42,29,29,-0.4562491402436761,-0.6568932502115696,-0.2883989168067087,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-21,3098,112,1040,45,34,41,27,20,-0.5748237526386314,-0.8310921800591768,15.161083290476466,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-21,2931,82,1005,39,34,39,28,28,-0.3988663181827857,-0.6406472885705374,-0.1275192914076504,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-21,27861,866,6241,296,34,43,nan,18,-0.3847104958651015,-0.6563114807624925,0.4349736444962533,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-04-21,19189,810,5276,293,34,38,nan,18,-0.27400325598066033,-0.554816822362085,-0.2523262946086541,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-21,580,12,69,3,34,48,27,27,-0.5858426286959267,-0.7728538465309136,-0.6951487179852107,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-21,3641,83,1742,39,34,35,nan,nan,-0.2633485002670779,-0.5488840028022506,-0.833566828583381,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-21,1659,51,195,12,34,39,27,27,-0.29593546435699997,-0.5704622896488559,-0.9564455850939428,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-21,33059,1479,9812,601,34,43,31,31,-0.3478351901436749,-0.6267683067816338,-0.4467848777703428,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-21,12097,630,3570,243,34,46,27,27,-0.30680152301726865,-0.5285769275453549,-0.4441656499256232,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-21,2114,107,676,38,34,40,nan,22,-0.2995179786112901,-0.522120691592252,-0.8767848973276806,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-21,3193,172,983,57,34,46,26,26,-0.28447167955774394,-0.5129134622983581,-0.6537239959472698,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-21,24854,1405,3336,392,34,41,29,29,-0.28870704591059004,-0.5554198362453665,-0.545657421004828,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
