state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-12,1,0,1,0,-6,1,-16,-16,-0.17719963726472593,-0.15333937604403686,-0.9979562146317822,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-12,0,0,0,0,-6,-1,nan,-23,0.03895668874846711,0.11427827040797528,0.784298491069562,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-12,6,0,6,0,-6,1,nan,nan,-0.0841977017575206,0.06399052374154307,-0.2195448263258404,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-12,9,0,7,0,-6,1,nan,-19,-0.08621658417700305,-0.010699623021344177,-0.6614983883086594,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-12,252,4,185,3,-6,8,-7,-7,-0.17655380247848604,-0.2399376710608462,0.07328230384700296,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-12,49,1,47,1,-6,1,-14,-14,-0.06225355122944355,-0.02893638535898335,-0.6741595734176938,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-12,6,0,6,0,-6,2,-11,-11,-0.16005657769620915,-0.11522544824575025,1.6690484436447774,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-12,10,0,10,0,-6,1,-13,-20,0.02250620802719698,-0.1564980264836232,144.1324915578542,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-12,4,0,4,0,-6,-1,-12,-12,-0.08209718944686928,-0.08379721457013556,1.264848485266851,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-12,46,2,42,2,-6,3,nan,-22,-0.013892428896451984,-0.018210988538648325,3.8536275141983607,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-12,31,1,29,1,-6,-2,nan,-22,-0.027724606269747338,0.02228278708800189,1.3306090783281213,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-12,2,0,2,0,-6,8,-13,-13,0.23909759275657966,-0.011932451290264464,0.8063789541894133,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-12,16,0,16,0,-6,-5,nan,nan,-0.01434883269414841,-0.02380102304977581,-0.5770660535334265,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-12,0,0,0,0,-6,-1,-13,-13,-0.1399899153787843,-0.07201475949518732,-0.9150944925742952,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-12,32,0,27,0,-6,3,-9,-9,-0.09278059906778964,-0.0342641736625268,0.8615527323700165,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-12,12,0,12,0,-6,6,-13,-13,-0.08567694462570097,-0.05830557345359182,0.17672179274284616,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-12,5,1,5,1,-6,0,nan,-18,0.022520003852371448,0.056240717257727016,-0.7256750249657978,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-12,11,0,11,0,-6,6,-14,-14,-0.12869607898099922,-0.0956218151153428,-0.1761106846588445,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-12,14,0,14,0,-6,1,-11,-11,-0.027629872701101562,0.050289649404850804,0.277294748923711,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-12,108,0,105,0,-6,2,-12,-12,-0.16723713715577654,-0.14626892061090185,2.257807006130684,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-12,13,0,10,0,-6,7,-11,-18,-0.10654752529608376,-0.06809587785732137,2.2983127436784505,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-12,1,0,1,0,-6,-3,-13,-20,-0.10008098094728242,-0.01329433468162302,-0.8989151115613205,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-12,12,0,12,0,-6,-20,-11,-12,-0.11246743388847076,-0.10235913910718994,-0.07767933164932515,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-12,9,0,9,0,-6,-1,nan,-16,-0.10575768346156213,-0.11217328509737047,-0.6578678279380321,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-12,2,0,2,0,-6,-1,nan,-25,-0.026841081242762386,0.018105208338052462,-0.14402555327157818,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-12,1,0,1,0,-6,-2,-22,-22,0.059078900641249814,0.045385032980041276,-0.4127603596745001,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-12,0,0,0,0,-6,0,-16,-16,-0.15255870612521824,-0.031467714022293675,-0.9791657650918097,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-12,16,0,15,0,-6,2,-18,-18,0.007484427703123963,-0.020259512028510448,0.580444362224058,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-12,1,0,1,0,-6,-1,nan,nan,-0.1397486455445381,-0.05440665695558291,-0.9447040625089836,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-12,24,0,11,0,-6,-1,nan,nan,-0.1111023728816684,0.02191663313552332,-0.821890332473525,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-12,6,0,4,0,-6,-1,-16,-16,-0.12002328421010774,-0.06977352557203598,-0.4374534474013472,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-12,29,1,27,1,-6,3,-9,-9,-0.13760665880664075,-0.10430012529981632,7.386369777142096,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-12,6,0,6,0,-6,1,-12,-12,-0.09434649500515377,-0.06796752162657883,-0.9482479589304752,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-12,11,0,9,0,-6,0,nan,-19,-0.08148432314609062,-0.11583799101123805,-0.7125584619871224,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-12,326,0,304,0,-6,5,-10,-10,-0.12908765896403207,-0.1279947546660653,2.9103387360688826,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-12,5,0,5,0,-6,3,-12,-12,-0.09414059588462696,-0.051745544077914506,0.8589582377045891,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-12,2,0,2,0,-6,-21,-20,nan,-0.0006958442089403365,0.10786191340512992,-0.27618399012437145,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-12,30,0,28,0,-6,4,nan,-11,-0.1412163076287372,-0.0912014736878305,-0.8430355470512632,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-12,22,0,22,0,-6,6,-11,-20,-0.10925933841437244,-0.07324877758272857,0.4055387705522751,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-12,5,0,3,0,-6,3,nan,-16,-0.14612808281074416,-0.1477531862999296,2.3738092617627897,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-12,12,0,12,0,-6,-1,nan,-26,0.024410053242879547,0.03451053254452464,0.588156590696048,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-12,8,1,8,1,-6,-21,nan,nan,-0.16085420183826146,-0.0997258463731064,-0.9560972324833998,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-12,18,0,17,0,-6,0,-20,-21,-0.07139272515388843,0.01148879235206606,0.6916450993678143,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-12,41,0,25,0,-6,-1,nan,-21,0.028624681479586505,0.0032086672052361225,0.0976510111124533,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-12,7,0,6,0,-6,6,nan,-15,-0.1171893486701658,-0.033550178930935724,-0.7833866602412342,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-12,17,0,17,0,-6,0,nan,-18,-0.06906675055946575,-0.023483852160756904,0.2530464277215907,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-12,2,0,2,0,-6,-1,-13,-12,-0.18650325588356154,-0.09079524803202332,-0.8923418651149932,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-12,419,32,344,21,-6,12,-13,-11,-0.18754318646188525,-0.16557365069065202,-0.608284929222823,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-12,8,0,7,0,-6,0,-13,-13,-0.09764494085771427,-0.07938323735915613,-0.5470010838000452,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-12,0,0,0,0,-6,-4,-12,-12,-0.04503654487507946,0.0013737472405629064,-0.5808795088872929,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-12,1,0,1,0,-6,-1,nan,nan,-0.16536903009106302,-0.05839282706284375,-0.982890212613449,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
