state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
ID,2020-04-13,1453,33,283,20,26,31,19,19,-0.3709566509755951,-0.4900432784486504,-0.9782149745760822,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-13,22025,800,9763,491,26,35,23,23,-0.4061248180710654,-0.6049746282839122,-0.6903234709785244,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-13,8236,350,3280,209,26,38,19,19,-0.3557884812928374,-0.5195099554679629,-0.7064779549884974,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-13,1382,63,529,38,26,32,nan,14,-0.35625733490229045,-0.5102718654826379,-0.9329129261720058,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-13,2048,106,991,54,26,38,18,18,-0.3586065115689595,-0.4883042711362766,-0.8038480951886815,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-13,21016,884,6149,372,26,33,21,21,-0.3382048611345536,-0.5058676454870136,-0.6999245121089668,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-13,26867,844,13030,584,26,34,20,20,-0.5526468319184034,-0.7115309898157279,-0.6748336429895021,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-13,8936,262,4891,170,26,39,21,14,-0.5024770431912987,-0.6538657412052508,-0.4981138876835816,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-13,698,19,199,9,26,29,19,12,-0.4500206789678211,-0.5389731177110171,-0.9826728358753246,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-13,25487,1601,8358,874,26,12,21,20,-0.5167210864183466,-0.6599674580263689,-0.8663345644390299,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-13,1650,70,664,40,26,31,nan,16,-0.4216842635739093,-0.5607537266752267,-0.9317994517901316,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-13,4388,136,1666,80,26,31,nan,7,-0.3421491689042265,-0.5249521470790229,-0.804478260451354,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-13,2942,98,1204,47,26,30,10,10,-0.25374713746205235,-0.44137709528839814,-0.7946532481386854,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-13,394,7,75,1,26,32,16,16,-0.38315950073309624,-0.5121725932090287,-0.995704519022641,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-13,4788,91,1918,51,26,34,14,14,-0.41409410404185854,-0.5019159466424926,-0.6122387064832293,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-13,331,9,106,6,26,31,nan,nan,-0.4043796413827167,-0.5420296364147617,-0.9892599360769101,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-13,870,19,433,9,26,31,nan,nan,-0.35554594343619195,-0.5024107799434914,-0.9509776940931476,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-13,1020,23,305,14,26,31,16,16,-0.4893712504461766,-0.5837424629089438,-0.9181234701953398,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-13,64584,2443,23494,1438,26,35,23,23,-0.5724155926126926,-0.7655283708592698,-0.2624673685683504,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-13,1345,31,659,19,26,33,20,20,-0.4374354372034213,-0.6086098371017583,-0.9884229494172306,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-13,3036,114,1065,56,26,32,nan,13,-0.5395900815369158,-0.7040550873477928,-0.96462007948044,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-13,197973,12998,65912,6868,26,37,22,22,-0.5799040363500702,-0.7289343040126482,-0.7322251538605361,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-13,6975,274,2525,132,26,35,20,20,-0.39179773267849743,-0.5324159566056565,-0.5860807409721674,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-13,2069,98,743,47,26,11,12,nan,-0.3050243165643661,-0.4750370647876908,-0.824462631957325,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-13,1584,53,452,24,26,36,nan,21,-0.3393771057046811,-0.5213611360050237,-0.961557119603737,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-13,24295,563,11221,394,26,38,21,12,-0.46379310260795503,-0.6484737633888101,-0.798561896500243,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-13,2976,73,1894,46,26,35,nan,16,-0.527248954247525,-0.6905856247252617,-0.620361527691273,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-13,3439,87,1207,39,26,31,nan,6,-0.3706400332753255,-0.4928042211182082,-0.5561431227120348,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-13,867,6,579,2,26,11,nan,nan,-0.416044907055796,-0.5339752906792699,-0.9888498827753044,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-13,5483,114,1730,49,26,32,12,11,-0.319947685829223,-0.4597422890097892,-0.540919336113634,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-13,14487,320,6383,161,26,31,nan,11,-0.3464109031608763,-0.5419991006462426,-0.7147640502444135,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-13,2368,18,706,5,26,38,nan,17,-0.3832367684470693,-0.5334836688223501,-0.9514636093632652,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-13,5746,149,2869,95,26,32,nan,14,-0.4607974272978208,-0.5518533241366153,-0.7465405159460361,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-13,748,28,205,5,26,31,19,20,-0.5480820253963098,-0.5902822316151641,-0.9845613709335209,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-13,10538,525,2154,142,26,44,19,21,-0.4001234555964668,-0.5315630471416245,-0.9048184535755832,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-13,3428,155,988,72,26,32,19,19,-0.36589856999867426,-0.5495213536254916,-0.9104409301960764,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-13,638,9,293,5,26,28,20,20,-0.3582588976801685,-0.4936693603206789,-0.918438483529548,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-13,275,1,63,1,26,31,nan,nan,-0.32420106146573385,-0.4353429651446684,-0.9956038984159838,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
