state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
ND,2020-03-04,0,0,0,0,-14,-9,nan,nan,-0.013989105041790696,0.04717687341828596,-0.9301729865752052,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-04,13,0,0,0,-14,-9,nan,nan,-0.0064325996053480545,-0.0067504153408015025,-0.7326397671496699,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-04,2,0,2,0,-14,-9,-24,-24,-0.0790508014765674,-0.07127491442656236,-0.3191857779248226,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-04,1,0,1,0,-14,-5,-17,-17,-0.0049770806861908655,-0.02916858734167992,10.078270647190347,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-04,0,0,0,0,-14,-7,-20,-20,-0.02505716384430241,-0.014636571771702769,-0.9325791962144852,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-04,0,0,0,0,-14,-8,nan,-27,-0.016070008587331694,-0.010412584718772471,-0.6653087947382713,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-04,11,0,11,0,-14,-3,-18,-18,-0.027623901048400304,-0.03402479201334964,5.120462353132625,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-04,0,0,0,0,-14,-5,-20,-20,0.008091468261501958,-0.0020562838466549127,1.6173496484161598,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-04,0,0,0,0,-14,-29,-28,nan,0.013977419312566138,-0.030806587000014537,-0.16930335567073762,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-04,2,0,2,0,-14,-4,nan,-19,-0.04446367567112972,0.0024394598909276907,-0.7766438983170328,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-04,0,0,0,0,-14,-2,-19,-28,-0.00915803080515585,-0.028918589410695875,0.9824972989756909,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-04,2,0,2,0,-14,-5,nan,-24,-0.019371846837601785,-0.037734969044836766,4.355330476660521,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-04,0,0,0,0,-14,-9,nan,-34,-0.016597596123483414,-0.04922210353951798,0.9585279285628704,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-04,0,0,0,0,-14,-29,nan,nan,0.0044501146256822055,0.03516161708528381,-0.9368247429843322,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-03-04,0,0,0,0,-14,-8,-28,-29,0.014996954122721297,-0.016740496148246294,1.3480824947881742,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-03-04,12,0,2,0,-14,-9,nan,-29,-0.008357886675915721,-0.03785557061173923,0.7382884135173648,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-03-04,1,0,0,0,-14,-2,nan,-23,-0.006922597161311724,-0.03129752922714885,-0.7629874634499751,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-03-04,0,0,0,0,-14,-8,nan,-26,-0.001994499019455521,-0.036584004556674175,0.7038664691554162,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-03-04,0,0,0,0,-14,-9,-21,-20,-0.10711261874655656,-0.048288085075733116,-0.8593482050143642,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-03-04,47,11,42,11,-14,4,-21,-19,-0.06820733749165188,-0.03327559477420845,-0.3878444449514552,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-03-04,1,0,0,0,-14,-8,-21,-21,-0.0068483644085373776,0.0154148987764414,-0.3552341850519163,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-03-04,0,0,0,0,-14,-12,-20,-20,-0.01365756860715267,-0.014965248299020581,-0.4559265607373022,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-03-04,0,0,0,0,-14,-9,nan,nan,-0.02559072776663141,-0.0049199183646243825,-0.9772359190975344,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
