state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-06,189,4,70,2,19,26,9,9,-0.5030140794684431,-0.4843883749594953,-0.9994675913684642,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-06,2005,53,1058,42,19,24,nan,2,-0.2781226316206909,-0.5686089107514898,-0.6125544219224921,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-06,927,16,419,9,19,26,nan,nan,-0.2456159791322648,-0.4996037859664273,-0.7982902465988858,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-06,2465,67,1296,47,19,26,nan,6,-0.3725554915335676,-0.6265610958672277,-0.9165870488856944,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-06,16284,386,8863,240,19,33,18,18,-0.4532411552350019,-0.7063821586937549,-0.856019873032755,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-06,5172,150,2544,99,19,26,11,11,-0.4300961373335441,-0.6378178239703048,-0.9432693005787196,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-06,6906,206,4335,170,19,27,14,14,-0.4367811266760032,-0.6306122469814179,-0.5311060374894463,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-06,1097,24,696,15,19,26,12,5,-0.6337617429290409,-0.8025710814842152,5.874577079662873,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-06,783,15,519,8,19,24,13,13,-0.38949704502427535,-0.6220165710998045,-0.4593013427840674,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-06,13621,253,7927,182,19,28,nan,3,-0.4667731884953487,-0.6765168477508798,-0.15443161894486998,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-06,7558,294,4526,192,19,23,nan,3,-0.35713803208635736,-0.593803411931938,-0.5732196181995961,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-06,385,5,181,5,19,33,12,12,-0.6241626859088402,-0.6927080348645352,-0.6805388857763113,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-06,946,25,522,19,19,20,nan,nan,-0.2845278068651164,-0.5739943436566186,-0.8975566602655497,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-06,1170,13,755,6,19,24,12,12,-0.3704448095424404,-0.5661797835833119,-0.9785125993703127,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-06,12262,309,7192,225,19,28,16,16,-0.3853685720064858,-0.6446672218626092,-0.6785618517047411,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-06,4956,141,3168,106,19,31,12,12,-0.32130570671577,-0.5659115652908555,-0.694794658075856,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-06,853,25,480,16,19,25,nan,7,-0.3438753434923313,-0.5896841648664958,-0.9334441645088798,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-06,1057,52,577,41,19,31,11,11,-0.3012463558386839,-0.5103493554580336,-0.7758766768515475,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-06,14867,512,10843,326,19,26,14,14,-0.3587997704995496,-0.5961485902946823,-0.7433366049771124,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-06,13837,260,8085,204,19,27,13,13,-0.4916045338601085,-0.6664926558703753,-0.5330644651948107,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-06,4045,92,2631,77,19,32,14,7,-0.4465968641934132,-0.6457896761337281,-0.39972119681565427,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-06,499,10,224,7,19,22,12,5,-0.41357609483918617,-0.5826153544400882,-0.9824896859674092,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-06,17129,727,10621,530,19,5,14,13,-0.4890022584375227,-0.6766066841127572,-0.84572589135617,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-06,986,30,410,20,19,24,nan,9,-0.4198144033858261,-0.6330371283507376,-0.931232141707886,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-06,2722,56,1673,43,19,24,nan,0,-0.3355513285636933,-0.6182082741568797,-0.8250291910059586,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-06,1738,51,890,35,19,23,3,3,-0.2943838278140174,-0.5467407194223759,-0.8260243215920042,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-06,319,6,142,2,19,25,9,9,-0.3805827491381029,-0.5898133635688277,-0.9956445375150168,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-06,2870,40,1568,34,19,27,7,7,-0.33880077987733803,-0.5464933451839942,-0.6088164658313242,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-06,225,3,117,0,19,24,nan,nan,-0.3621726137779602,-0.5885493964897571,-0.9877770287010442,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-06,437,10,252,7,19,24,nan,nan,-0.3304922309184767,-0.543256923454742,-0.9457452468447886,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-06,715,9,401,6,19,24,9,9,-0.4320778887984225,-0.5778403744363597,-0.8929014513989479,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
