state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-09,233,5,87,3,22,29,12,12,-0.5028513465384074,-0.4850191583006617,-0.9994333080752928,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-09,2838,78,1568,46,22,27,nan,5,-0.2880406945215222,-0.5988484772170471,-0.5169214312177056,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-09,1146,21,463,9,22,29,nan,nan,-0.259530832917054,-0.5330398985569653,-0.758835214185889,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-09,3018,89,1418,54,22,29,nan,9,-0.38565841065590495,-0.6457649010297805,-0.9031644632789956,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-09,20191,548,9001,301,22,36,21,21,-0.4547484520552145,-0.7156504812283363,-0.8495742296241424,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-09,6202,227,2474,131,22,29,14,14,-0.4709301994000493,-0.6749849620635671,-0.9400415126153898,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-09,9784,380,5960,268,22,30,17,17,-0.4981681173724849,-0.6840132980237196,-0.5661913041196597,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-09,1523,32,870,20,22,29,15,8,-0.6529955398081432,-0.8253988626334362,6.366153998678736,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-09,1209,23,816,11,22,27,16,16,-0.4208363575019617,-0.6551849761258153,-0.4416970455544401,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-09,16819,370,7819,226,22,31,nan,6,-0.4592322258983436,-0.6947869022487966,-0.03246758774673142,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-09,10885,412,5441,236,22,26,nan,6,-0.3542237850292164,-0.6029832201919717,-0.4681622831518201,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-09,440,6,157,4,22,36,15,15,-0.6247508361946981,-0.7013609073085592,-0.6481563595002751,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-09,1270,27,656,16,22,23,nan,nan,-0.2812375391360792,-0.5778486473665411,-0.8881972958724618,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-09,1353,24,463,15,22,27,15,15,-0.3348446101780857,-0.5714469204585876,-0.9750306689197719,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-09,16422,534,8727,369,22,31,19,19,-0.3773817852169767,-0.64982301231932,-0.6366814404693717,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-09,6351,246,3311,168,22,34,15,15,-0.31813069495789514,-0.5902929534156522,-0.6615893190085178,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-09,1116,42,562,28,22,28,nan,10,-0.3429448103406186,-0.5829360390041453,-0.9209630851992596,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
