state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-18,312,7,57,1,31,38,21,21,-0.3398065474902193,-0.5545777796580094,-0.9991875586026908,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-18,4723,147,1461,54,31,36,nan,14,-0.29898214168739423,-0.5653411556381082,-0.279418542492186,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-18,1777,38,549,13,31,38,nan,nan,-0.2405636861602383,-0.4687337322095949,-0.6312228600547377,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-18,4719,181,1326,69,31,38,nan,18,-0.3309330750407423,-0.642634629752265,-0.8647483086080427,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-18,30829,1146,8408,514,31,45,30,30,-0.4333410192914959,-0.7282947123309955,-0.7903481261918595,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-18,9433,409,2540,135,31,38,23,23,-0.45299359892483004,-0.6826018244550581,-0.9206924363950124,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-18,17550,1086,6040,592,31,39,26,26,-0.5387695690364906,-0.6863246066591466,-0.43334506350646174,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-18,2666,91,888,44,31,38,24,17,-0.6512161621172472,-0.8418261199763962,4.0484926856303085,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-18,2538,67,1059,34,31,36,25,25,-0.4568494306006601,-0.7008525781082948,-0.23741394982371045,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-18,25484,747,6506,302,31,40,nan,15,-0.5078385446812653,-0.6835604580005462,0.21202810697610874,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
