state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-23,335,7,37,0,36,43,26,26,-0.5156138311553431,-0.4053736559801668,-0.9987477472026643,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-23,5832,197,1428,60,36,41,nan,19,-0.3628547682357588,-0.5732207487476639,-0.3950317288302421,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-23,2599,45,979,8,36,43,nan,nan,-0.2612755780628637,-0.4513860432486101,-0.6409401844282879,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-23,5769,257,1535,105,36,43,nan,23,-0.40014443229990987,-0.6013063941668322,-0.8375158084105373,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-23,39534,1548,11392,577,36,50,35,35,-0.4598674787361965,-0.6348059011227106,-0.6382301304018114,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-23,11262,557,2587,183,36,43,28,28,-0.4778836423620563,-0.6170366191036951,-0.8746323871146835,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-23,23100,1639,7216,668,36,44,31,31,-0.4564115116632652,-0.6246060230071482,-0.08977417768438943,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-23,3361,139,1011,58,36,43,29,22,-0.6060601544132573,-0.8003317979360077,20.570371499272305,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-23,3308,92,1233,40,36,41,30,30,-0.4146263872767159,-0.6184671144777085,-0.0021366012497102678,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-23,29640,986,6308,319,36,45,nan,20,-0.4693411038462829,-0.6544498156433546,0.596195704660996,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-23,20905,871,5261,260,36,40,nan,20,-0.4167684125505903,-0.5929790377867793,-0.3110247243319347,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-23,590,12,55,3,36,50,29,29,-0.6602883309027674,-0.6892194581107335,-0.6513003552744621,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-23,3939,96,1798,36,36,37,nan,nan,-0.30904226169152865,-0.4789573607740245,-0.8045061086718472,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-23,1721,54,193,13,36,41,29,29,-0.39198170611016103,-0.5096857245324338,-0.9423366309379608,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-23,36935,1696,11201,615,36,45,33,33,-0.4144896664676865,-0.6024495194052135,-0.36937524712014397,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
