state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
KY,2020-04-25,3905,208,1198,63,38,50,30,30,-0.4679313985648468,-0.5020366576953758,-0.5777749902428067,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-25,26512,1644,2932,377,38,45,33,33,-0.4111864183216095,-0.5200495371909503,-0.424161363648785,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-25,53348,2730,16976,1170,38,46,32,32,-0.5130662068192886,-0.6185673269715349,0.3354909403152575,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-25,17766,875,5458,412,38,51,33,26,-0.5060956203112128,-0.624363933549964,0.4841177877575524,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-25,990,50,143,18,38,41,31,24,-0.3908530327113149,-0.4709977933983946,-0.9560516304231794,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-25,37184,3273,6467,966,38,24,33,32,-0.539398232489517,-0.6362985149469687,-0.6199806084966688,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-25,3446,244,1233,123,38,43,nan,28,-0.4492854149253772,-0.5291359113519588,-0.7814261222323227,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-25,6826,280,1309,86,38,43,nan,19,-0.424859852825258,-0.5362306103423228,-0.5052258123049318,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-25,5718,221,1744,69,38,42,22,22,-0.3645715183882289,-0.4516737989296189,-0.6003395656210913,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-25,445,14,19,4,38,44,28,28,-0.32931393196142944,-0.4858318375022495,-0.9887122954110934,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-25,8542,300,2402,125,38,46,26,26,-0.4429557641927416,-0.4989105084081167,-0.05653929330360141,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-25,803,16,275,7,38,43,nan,nan,-0.4412200754932129,-0.5380943491552151,-0.9675583229214628,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-25,2898,53,1550,25,38,43,nan,nan,-0.4385602046506941,-0.44593574423551136,-0.8653404531417126,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-25,1793,60,451,22,38,43,28,28,-0.442150947981923,-0.5002903146729824,-0.6631292634987959,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-25,105523,5863,24103,1793,38,47,35,35,-0.5232674367548825,-0.6877968754688434,2.142641873050452,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-25,2662,93,864,40,38,45,32,32,-0.4140436920052322,-0.5560628087903442,-0.966804621184478,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-25,4539,206,913,51,38,44,nan,25,-0.5297351787863506,-0.732084108657015,-0.9132872555805841,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-25,286901,21326,46359,4185,38,49,34,34,-0.5200803518795191,-0.6581838688319162,0.06500784115897718,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-25,15587,711,5365,260,38,47,32,32,-0.4404597993940368,-0.513871961268273,0.23046390879131934,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-25,3193,194,623,55,38,23,24,nan,-0.32000168998178014,-0.4038137679423265,-0.5492600190690748,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-25,2253,87,409,15,38,48,nan,33,-0.42363797168145934,-0.5473482113713599,-0.9110391249261579,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-25,41626,1842,9884,692,38,50,33,24,-0.4747906516254613,-0.6172823364648751,-0.3567330147264959,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-25,7129,215,2638,78,38,47,nan,28,-0.4653928959103633,-0.5743207817079252,0.6126594084880166,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-25,5253,166,1007,47,38,43,nan,18,-0.3987354313236238,-0.4775326824910986,0.01459293677657758,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-25,2147,10,606,3,38,23,nan,nan,-0.4631246761678421,-0.5085348479060356,-0.9656713884410056,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-25,8977,187,2340,35,38,44,24,23,-0.4536134961659405,-0.5017861293709526,-0.060311761998895534,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-25,24494,662,5567,175,38,43,nan,23,-0.4155091837697625,-0.5442598702981507,-0.3206892624176195,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-25,3950,41,1008,16,38,50,nan,29,-0.32608365622770324,-0.4739261649510925,-0.8639347801354494,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-25,12365,436,4313,178,38,44,nan,26,-0.4829101840064297,-0.5363467521606418,-0.3587337062805685,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-25,843,46,40,9,38,43,31,32,-0.44791896700433703,-0.5353908754650099,-0.9536019454674703,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-25,13484,743,1682,114,38,56,31,33,-0.5080473720727405,-0.5616178092313258,-0.7515486117982982,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-25,5687,266,1488,54,38,44,31,31,-0.4371264951352869,-0.5623493688346071,-0.7175022178760697,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-25,1025,33,200,15,38,40,32,32,-0.40688232677613495,-0.4667607017194023,-0.8103597839563362,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-25,473,7,164,5,38,43,nan,nan,-0.2912873454305765,-0.35415275083202913,-0.9856237646485566,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
