state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-02,0,0,0,0,-16,-9,-26,-26,0.014958118336109518,-0.022580471370385463,-0.996831521794231,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-02,0,0,0,0,-16,-11,nan,-33,-0.025447144985304627,-0.04889359432291488,0.9267623939509192,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-02,0,0,0,0,-16,-9,nan,nan,0.00990858501485628,-0.026032939692599285,-0.1363695026014934,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-02,1,0,0,0,-16,-9,nan,-29,-0.02248910964971388,-0.05894340993611427,-0.4644761537354347,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-02,38,0,27,0,-16,-2,-17,-17,-0.045965830714178875,-0.10270806515816844,0.5015541480491384,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-02,0,0,0,0,-16,-9,-24,-24,-0.008260997792698769,-0.06006021939041626,-0.625169723616471,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-02,0,0,0,0,-16,-8,-21,-21,-0.025597444504820988,-0.07564940375743918,2.681217203372728,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-02,0,0,0,0,-16,-9,-23,-30,-0.032833146988039096,-0.006320062739308945,236.3112361959508,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-02,0,0,0,0,-16,-11,-22,-22,0.0018055454784271087,-0.07179676422522105,2.1312477189387007,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-02,2,0,2,0,-16,-7,nan,-32,-0.020599137750796498,-0.06931074271610684,5.225205765924446,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-02,2,0,2,0,-16,-12,nan,-32,-0.028096642466956052,-0.06074951138458111,1.6563358243809323,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-02,0,0,0,0,-16,-2,-23,-23,-0.05069088521878637,-0.07466973116949177,1.2036894269374243,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-02,0,0,0,0,-16,-15,nan,nan,0.020534920294858924,-0.02265783423948696,-0.4553916048442147,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-02,0,0,0,0,-16,-11,-23,-23,-0.007692343671596248,-0.03350862922549445,-0.9016142919250288,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-02,4,0,2,0,-16,-7,-19,-19,-0.012477382181851208,-0.0400005042583324,1.3712936141603724,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-02,0,0,0,0,-16,-4,-23,-23,-0.0030974081937866628,-0.044338743378567004,0.5825131206053189,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-02,0,0,0,0,-16,-10,nan,-28,-0.00013841927472189118,-0.05676131936137763,-0.6640199800318247,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-02,0,0,0,0,-16,-4,-24,-24,-0.019406191396184276,-0.035845713529004425,0.14092048250155131,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-02,0,0,0,0,-16,-9,-21,-21,-0.002316568263453139,-0.04276010817015943,0.4505618383250949,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-02,2,0,1,0,-16,-8,-22,-22,-0.024299669449291853,-0.07715786935981096,3.6625389752148663,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-02,0,0,0,0,-16,-3,-21,-28,-0.028254545176005886,-0.07537433770528608,3.1416088435752303,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-02,0,0,0,0,-16,-13,-23,-30,-0.012336494626062742,-0.07772980261648006,-0.8828002642787447,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-02,0,0,0,0,-16,-30,-21,-22,0.013993841630677885,-0.036891281029018716,0.22236527629203384,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-02,0,0,0,0,-16,-11,nan,-26,0.0026623982370530797,-0.06251516314684119,-0.4719780719106136,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-02,0,0,0,0,-16,-11,nan,-35,-0.019420808970064003,-0.06174316646087635,0.030749830669930762,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
