state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
MD,2020-03-23,290,3,251,3,5,18,0,-7,-0.37304663780535136,-0.5576424152883531,0.157729453816841,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-23,107,0,90,0,5,8,-2,-9,-0.3571280161502169,-0.5127683056127871,-0.9555600322696284,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-23,1324,16,1270,16,5,-9,0,-1,-0.3062130980915849,-0.4768003181720152,-0.5256948634026521,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-23,235,1,181,1,5,10,nan,-5,-0.3457053347620287,-0.5466737725312174,-0.8575863571862824,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-23,183,4,174,4,5,10,nan,-14,-0.24679406284872335,-0.507159550048871,-0.692800263330415,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-23,249,1,237,1,5,9,-11,-11,-0.22959724877340604,-0.4397855431003609,-0.7431568070148915,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-23,45,0,37,0,5,11,-5,-5,-0.2608355657324595,-0.4898646269259595,-0.9911107990986731,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-23,302,0,268,0,5,13,-7,-7,-0.27791781799905296,-0.4686849363418893,-0.3837659702582356,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-23,32,0,31,0,5,10,nan,nan,-0.2922019382483585,-0.483406878841844,-0.976561086549076,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-23,73,0,40,0,5,10,nan,nan,-0.2819198551448031,-0.4692141575199986,-0.9227203021556803,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-23,101,1,84,1,5,10,-5,-5,-0.41780766770819616,-0.5446441508769317,-0.7864693829734355,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-23,2844,27,2668,24,5,14,2,2,-0.4618575450143546,-0.7373328164568594,0.5643157401868155,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-23,83,0,62,0,5,12,-1,-1,-0.24577718409825344,-0.4590883854903852,-0.9656593485921732,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-23,265,4,220,3,5,11,nan,-8,-0.5105357521613366,-0.6967826684429163,-0.9360078126720348,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-23,20899,183,19949,173,5,16,1,1,-0.5165343828058242,-0.7124248811891049,-0.2589964735333861,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-23,444,6,394,6,5,14,-1,-1,-0.26578392650415633,-0.4728095496222982,-0.15704189494581922,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-23,81,2,71,2,5,-10,-9,nan,-0.21054180932156308,-0.4282203966618921,-0.7416880553190581,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-23,191,5,145,4,5,15,nan,0,-0.26072159852590565,-0.522117679136805,-0.9293246882009506,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-23,644,6,563,6,5,17,0,-9,-0.3724962844636548,-0.6495284866583532,-0.6021718352052892,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-23,106,0,85,0,5,14,nan,-5,-0.39649033506882697,-0.6154063621216725,0.09827327454248436,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-23,299,5,266,4,5,10,nan,-15,-0.2554521797341629,-0.4852103536197522,-0.4245651767557628,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-23,28,1,18,0,5,-10,nan,nan,-0.2654334211086272,-0.41973932744466336,-0.9746261759494356,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-23,522,2,470,2,5,11,-9,-10,-0.24408295790921175,-0.4785015185245961,-0.3979835668378745,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-23,728,7,641,6,5,10,nan,-10,-0.2583077024096761,-0.4788300668911751,-0.5030303677495529,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-23,257,1,217,1,5,17,nan,-4,-0.3271193591412709,-0.4845465631487301,-0.902778685521757,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-23,254,6,203,5,5,11,nan,-7,-0.3352805858280109,-0.4959960675614325,-0.5255419124428974,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-23,75,2,63,2,5,10,-2,-1,-0.4847839972607694,-0.5817402053659253,-0.9502246724956696,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-23,2101,110,1307,62,5,23,-2,0,-0.3281795816728315,-0.5131179661665565,-0.800738180973643,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-23,418,5,371,5,5,11,-2,-2,-0.24237470671498595,-0.4871972862989594,-0.8076905588564712,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-23,16,0,16,0,5,7,-1,-1,-0.25267528963763924,-0.4914551292753208,-0.8487616153741606,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-23,28,0,18,0,5,10,nan,nan,-0.10082584987077084,-0.41763504012472413,-0.9897827209136002,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
