state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-23,36,0,33,0,5,12,-5,-5,-0.4434769395475193,-0.4152348522593428,-0.9986779437907072,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-23,196,0,167,0,5,10,nan,-12,-0.2212855678688487,-0.4780023744547107,-0.4984711918603629,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-23,201,0,179,0,5,12,nan,nan,-0.20298322267386573,-0.4426895021018105,-0.756281768341587,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-23,234,2,216,2,5,12,nan,-8,-0.29632633910780504,-0.5133551430492294,-0.8334113964850951,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-23,2240,39,1652,28,5,19,4,4,-0.4094169962919712,-0.6342085786581199,-0.6768903438803902,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-23,721,10,560,8,5,12,-3,-3,-0.3354895819705965,-0.5114181126967802,-0.8806138947123533,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-23,415,10,374,10,5,13,0,0,-0.41437386997660497,-0.6480353702102106,-0.2175816914258808,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-23,116,2,94,2,5,12,-2,-9,-0.5731251877554429,-0.702126678045855,21.897055579607954,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-23,87,0,79,0,5,10,-1,-1,-0.3411178715457641,-0.5394867481094374,-0.014317679196408252,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-23,1222,18,1081,14,5,14,nan,-11,-0.3535245175493937,-0.5483246584844964,0.6175255217768862,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-23,800,25,682,24,5,9,nan,-11,-0.278298083764439,-0.5047043231591976,-0.3286538884414745,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-23,77,0,67,0,5,19,-2,-2,-0.2601290060572697,-0.5138884880457204,-0.20567178809078468,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-23,105,0,83,0,5,6,nan,nan,-0.22171873734628775,-0.5319591728106481,-0.8548234401473209,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-23,50,0,45,0,5,10,-2,-2,-0.25755075922227866,-0.4180617730373812,-0.958982582867548,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-23,1285,12,1181,12,5,14,2,2,-0.36134044907140933,-0.6477450592969257,-0.5554873085409887,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-23,259,7,235,6,5,17,-2,-2,-0.20946767928664115,-0.472770114635701,-0.4160199152032249,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-23,82,2,71,1,5,11,nan,-7,-0.2634242236972951,-0.4561175155509529,-0.880184956030107,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-23,124,3,102,2,5,17,-3,-3,-0.23529866579612765,-0.45334155682964,-0.637767018626489,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-23,1172,34,1035,31,5,12,0,0,-0.3025742366944018,-0.521994721738123,-0.6128171676794043,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-23,777,9,580,9,5,13,-1,-1,-0.44454097416907223,-0.5862058050333822,0.0844994414100062,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
