state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-15,1,0,1,0,-3,4,-13,-13,-0.13016954946485462,-0.13294086680657186,-0.9983102414822672,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-15,23,0,23,0,-3,2,nan,-20,-0.07048323183648043,-0.15798524344252127,-0.051520394044121454,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-15,16,0,16,0,-3,4,nan,nan,-0.14424956527621766,-0.15033925891867367,-0.6057336177033613,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-15,13,0,8,0,-3,4,nan,-16,-0.06135457122494025,-0.13965240400824006,-0.7118035205368886,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-15,478,6,366,5,-3,11,-4,-4,-0.2512143333073075,-0.28127690326701515,-0.3848770426655385,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-15,136,2,128,2,-3,4,-11,-11,-0.07540306855676547,-0.2364876145388348,-0.8289813797747946,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-15,26,0,25,0,-3,5,-8,-8,-0.2387744250882925,-0.2824491712677594,0.4308651731628987,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-15,17,0,16,0,-3,4,-10,-17,-0.3320070354221894,-0.4846714060619595,23.480281707860712,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-15,7,0,7,0,-3,2,-9,-9,-0.176853648918048,-0.21341497715028968,0.5002827827299492,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-15,109,3,96,1,-3,6,nan,-19,-0.0732805794019301,-0.17965264440953493,2.800658571360222,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-15,97,1,86,1,-3,1,nan,-19,-0.1577243569233612,-0.22318969851796416,0.058423973453968873,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-15,7,0,5,0,-3,11,-10,-10,0.0794297398853984,-0.0842493734218405,0.6232234113567057,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-15,22,0,19,0,-3,-2,nan,nan,-0.12572469288746607,-0.19147028204681724,-0.7425146287855546,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-15,5,0,5,0,-3,2,-10,-10,-0.21591944290569567,-0.15733002786983233,-0.9511075498545792,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-15,94,0,87,0,-3,6,-6,-6,-0.18074964324539505,-0.2398445327305219,0.015848587176250373,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-15,19,0,17,0,-3,9,-10,-10,-0.16516892587954288,-0.19417891472890672,-0.2181844951549812,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-15,9,1,8,1,-3,3,nan,-15,-0.10222778802134773,-0.22742729093377415,-0.8438907375384288,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-15,21,0,17,0,-3,9,-11,-11,-0.16493123406604887,-0.24456027146039802,-0.5122097710261158,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-15,103,2,103,2,-3,4,-8,-8,-0.10824764030556268,-0.16001136782132475,-0.32892293016310004,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-15,164,0,136,0,-3,5,-9,-9,-0.2611138687442725,-0.30526119434001475,0.577100280172981,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-15,32,0,27,0,-3,10,-8,-15,-0.21902835391967712,-0.2770573357292517,0.6581731340417378,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-15,12,0,12,0,-3,0,-10,-17,-0.20504500051093288,-0.1464976535617358,-0.9264204798184736,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-15,53,0,53,0,-3,-17,-8,-9,-0.21438725261359284,-0.25526963962643257,-0.5017233592090661,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-15,35,0,33,0,-3,2,nan,-13,-0.2081825872086688,-0.205005532107756,-0.7482705068285141,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-15,5,0,4,0,-3,2,nan,-22,-0.09482611098743612,-0.1929767430435696,-0.4559106701557254,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-15,10,0,10,0,-3,1,-19,-19,-0.03367124685250099,-0.11713599546513448,-0.5711975043005044,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-15,6,0,6,0,-3,3,-13,-13,-0.2252199255751785,-0.2532005623470205,-0.9880877567247146,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-15,32,0,30,0,-3,5,-15,-15,-0.1413787505558743,-0.17028026717521355,-0.02220509658238301,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-15,1,0,1,0,-3,2,nan,nan,-0.25015311224378023,-0.20565430467013368,-0.9649883893501892,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-15,31,0,15,0,-3,2,nan,nan,-0.1768985838122335,-0.2506387664176257,-0.8821596314608362,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-15,13,0,9,0,-3,2,-13,-13,-0.2315798469202047,-0.1688588062992094,-0.576912891989409,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-15,98,2,92,2,-3,6,-6,-6,-0.25566286573735625,-0.3140881939974949,3.2400154393614717,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-15,17,0,17,0,-3,4,-9,-9,-0.0745020480816055,-0.14518190243791193,-0.9533838555779562,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-15,26,0,22,0,-3,3,nan,-16,-0.18416946778965376,-0.2466880670762803,-0.7979654194658312,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-15,732,6,626,6,-3,8,-7,-7,-0.2570436435555144,-0.26742923855057416,0.6642498497490461,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-15,37,0,37,0,-3,6,-9,-9,-0.19836530568156474,-0.2370038207578349,0.24933071497788584,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-15,8,0,7,0,-3,-18,-17,nan,-0.05868987414502647,-0.1375323601517628,-0.540426150187145,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-15,39,1,26,1,-3,7,nan,-8,-0.20349502509615533,-0.23064728857438946,-0.9023865336641902,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-15,68,0,62,0,-3,9,-8,-17,-0.1989305342975384,-0.26143024614591653,-0.2553582526904793,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-15,20,0,17,0,-3,6,nan,-13,-0.2307644024881517,-0.31739492417239,0.7253610594444379,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-15,28,0,22,0,-3,2,nan,-23,-0.07310927759993958,-0.08312514898472279,0.2306779389378271,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-15,9,1,9,1,-3,-18,nan,nan,-0.2434921633358831,-0.26931777652016553,-0.9706593344131902,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-15,39,0,36,0,-3,3,-17,-18,-0.09602858606813007,-0.20797113568318715,0.057107941279019185,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-15,80,0,57,0,-3,2,nan,-18,-0.0943886365335529,-0.20328680293931187,-0.2673513788909884,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-15,29,0,26,0,-3,9,nan,-12,-0.06467761120399744,-0.17070843325188442,-0.9251452145050072,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-15,45,1,43,1,-3,3,nan,-15,-0.19910526481893456,-0.23446674901034195,-0.3126394789104872,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-15,8,0,7,0,-3,2,-10,-9,-0.2557214868123616,-0.26685094259749786,-0.9201194411817278,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-15,675,42,534,23,-3,15,-10,-8,-0.2364883377582575,-0.2360842075258597,-0.7494199890312467,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-15,33,0,32,0,-3,3,-10,-10,-0.17438192565702024,-0.2240445538652146,-0.7134843455940117,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-15,0,0,0,0,-3,-1,-9,-9,-0.11929351153544215,-0.1528793989544211,-0.782820783227361,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-15,3,0,3,0,-3,2,nan,nan,-0.061973426140530564,-0.17072218934575764,-0.9866875360787004,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
