state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
GA,2020-03-13,41,1,38,1,-5,-1,nan,-21,-0.12459636464423075,-0.09125464338259184,0.9995490906008212,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-13,2,0,1,0,-5,9,-12,-12,0.29164567688828413,0.049784724231004135,1.0038101252994682,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-13,17,0,17,0,-5,-4,nan,nan,-0.020873354762727732,-0.08715782779094035,-0.6249920760992396,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-13,1,0,1,0,-5,0,-12,-12,-0.19249977258046513,-0.09841592493036921,-0.9061770224806276,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-13,46,0,40,0,-5,4,-8,-8,-0.11566059954632567,-0.08489959799854287,0.7833752697334294,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-13,12,0,11,0,-5,7,-12,-12,-0.12930219406838214,-0.1128566279455451,0.20370288945501455,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-13,6,1,6,1,-5,1,nan,-17,-0.08949777509565582,-0.05385233491159402,-0.7533403471193946,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-13,11,0,10,0,-5,7,-13,-13,-0.14162726385778782,-0.09300873243238113,-0.15866511765094327,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-13,36,0,36,0,-5,2,-10,-10,-0.10794432959310732,-0.0026920540807333785,0.4208211522082114,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-13,123,0,115,0,-5,3,-11,-11,-0.20927821679504066,-0.2512749610535828,1.4495224718872801,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-13,18,0,15,0,-5,8,-10,-17,-0.1617184022112792,-0.14481959325740498,2.011849236840428,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-13,2,0,2,0,-5,-2,-12,-19,-0.21678015581301105,-0.1941348745743316,-0.908947211382772,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-13,25,0,25,0,-5,-19,-10,-11,-0.20922418357592248,-0.21576898856432328,-0.2303586935620047,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-13,14,0,13,0,-5,0,nan,-15,-0.14540271475676989,-0.17989599098671946,-0.6733362144018601,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-13,4,0,4,0,-5,0,nan,-24,-0.0598497356517059,-0.04224455977148335,-0.15047536086591295,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-13,6,0,6,0,-5,-1,-21,-21,-0.04181104568030848,-0.03697445889046891,-0.3480690731060626,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-13,4,0,4,0,-5,1,-15,-15,-0.20314367765113853,-0.11538858803844153,-0.9781195622376054,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-13,18,0,16,0,-5,3,-17,-17,-0.08657514091814772,-0.09648143002807576,0.5934607764388264,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-13,1,0,1,0,-5,0,nan,nan,-0.1827386815840276,-0.13560164996353738,-0.9493561710401088,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-13,27,0,13,0,-5,0,nan,nan,-0.23213752212518785,-0.10076463491028737,-0.8317780251260029,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-13,7,0,5,0,-5,0,-15,-15,-0.2232716282279564,-0.14978868747396226,-0.443565842644329,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-13,50,1,46,1,-5,4,-8,-8,-0.17775046499857314,-0.158107605431531,6.455576902463381,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-13,10,0,10,0,-5,2,-11,-11,-0.08691136912172652,-0.1685883621676475,-0.9497513818928212,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-13,19,0,17,0,-5,1,nan,-18,-0.05798424485218559,-0.14213037816275015,-0.6953627680314858,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-13,421,0,377,0,-5,6,-9,-9,-0.1912997521520533,-0.17645426811443346,2.17031113408291,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-13,13,0,13,0,-5,4,-11,-11,-0.16127672620216527,-0.15750769256760222,0.5415987795746138,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-13,3,0,2,0,-5,-20,-19,nan,-0.07600603889650676,-0.028841260119059263,-0.33558721696513216,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-13,30,0,28,0,-5,5,nan,-10,-0.18357229758407906,-0.1511269248080377,-0.8425144069857082,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-13,41,0,39,0,-5,7,-10,-19,-0.19105036966441935,-0.15089735948470787,0.2271272536271149,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-13,20,0,17,0,-5,4,nan,-15,-0.18228068736648134,-0.2504382985387251,2.2493863474059386,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-13,13,0,11,0,-5,0,nan,-25,-0.044809453154883196,-0.02347506095686893,0.7489558239112365,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-13,9,1,9,1,-5,-20,nan,nan,-0.2458863349591215,-0.17549912304598966,-0.9504338721599966,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-13,26,0,25,0,-5,1,-19,-20,-0.07571302975858502,-0.04100344198040688,0.7876602631370444,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-13,58,0,39,0,-5,0,nan,-20,-0.0606867736706897,-0.09649296766412765,0.08054298804720417,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-13,7,0,4,0,-5,7,nan,-14,-0.150731844948216,-0.10447561427537913,-0.8149742790123171,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-13,30,0,30,0,-5,1,nan,-17,-0.1587276082232834,-0.08751203927194146,0.14919273944603684,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-13,2,0,2,0,-5,0,-12,-11,-0.2225748304881809,-0.21789539939303626,-0.8966722830032008,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-13,511,37,425,25,-5,13,-12,-10,-0.23164174253078895,-0.2133441636175092,-0.6077671768422013,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-13,19,0,18,0,-5,1,-12,-12,-0.11549093550717793,-0.15681426699543394,-0.5497145531652181,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-13,0,0,0,0,-5,-3,-11,-11,-0.093795535883002,-0.047195195113398064,-0.5825176915072414,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-13,2,0,2,0,-5,0,nan,nan,-0.18000652385898314,-0.19637204890884047,-0.9836885519829238,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
