state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
LA,2020-05-01,28711,1927,2571,326,44,51,39,39,-0.3493490848127788,-0.5211857056416817,-0.6706188049296935,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-05-01,64311,3716,13342,1160,44,52,38,38,-0.5498441092767922,-0.6537560334685107,-0.3681585521609169,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-05-01,23566,1192,6948,394,44,57,39,32,-0.4669698902660912,-0.5465667693146493,-0.2085345714065784,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-05-01,1123,55,158,8,44,47,37,30,-0.4738907711835657,-0.5563739633531923,-0.9704352212481808,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-05-01,42348,3866,5721,782,44,30,39,38,-0.4234414656926922,-0.5521807143733353,-0.7632183524938027,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-05-01,5730,371,2545,150,44,49,nan,34,-0.40424136348203416,-0.582333633543431,-0.8787124887800561,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-05-01,7840,355,1215,88,44,49,nan,25,-0.31172606995988583,-0.4855246843575605,-0.7423087346168739,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-05-01,7212,281,1778,72,44,48,28,28,-0.2680321065159614,-0.4353824343011834,-0.7485655609390963,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-05-01,452,16,8,2,44,50,34,34,-0.3234334724313357,-0.4229308798387289,-0.9916778053773004,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-05-01,10922,405,2870,135,44,52,32,32,-0.3275619900949268,-0.40430643629846147,-0.5018160905459259,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-05-01,1107,23,359,8,44,49,nan,nan,-0.42197135489435456,-0.4889706652281513,-0.9792351522174084,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-05-01,4838,73,2364,22,44,49,nan,nan,-0.3644584695858752,-0.4547184696447378,-0.9329042872594459,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-05-01,2310,81,590,28,44,49,34,34,-0.5060498924054663,-0.5318768925329875,-0.8433245896410346,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-05-01,121190,7538,18994,1921,44,53,41,41,-0.5103382948172169,-0.6382011259117133,0.3153881183495684,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-05-01,3513,131,989,47,44,51,38,38,-0.39474495992767733,-0.5118507453331154,-0.9790381619412808,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-05-01,5249,254,851,51,44,50,nan,31,-0.4850035000273642,-0.6964576973985247,-0.9530250962472434,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-05-01,313575,23841,37357,3082,44,55,40,40,-0.5285919587710887,-0.6369735419353949,-0.44871763097695294,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-05-01,18743,1002,3574,312,44,53,38,38,-0.36845521126564906,-0.4708001921079885,-0.4103849066639259,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-05-01,3748,230,628,42,44,29,30,nan,-0.25156926838813387,-0.3856155436966109,-0.7596628488704573,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-05-01,2579,104,402,18,44,54,nan,39,-0.34272619762841244,-0.5325136898552171,-0.9467486374877924,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-05-01,49764,2671,9466,885,44,56,39,30,-0.42822771238033464,-0.5721636474642681,-0.6581747511972158,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-05-01,8962,279,2263,77,44,53,nan,34,-0.5189313375517188,-0.6047292798597087,-0.17858444441875646,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-05-01,6258,256,1188,99,44,49,nan,24,-0.2846826006015892,-0.42290782051133335,-0.4602900885105555,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-05-01,2525,21,485,11,44,29,nan,nan,-0.3741219157125677,-0.4870442380836229,-0.9779338159810598,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-05-01,11853,214,3174,34,44,50,30,29,-0.2855906879985975,-0.39179144719125,-0.4339787867352306,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-05-01,30342,853,6692,228,44,49,nan,29,-0.3321580785023409,-0.5174400092606878,-0.6574674701746346,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-05-01,4829,46,1047,7,44,56,nan,35,-0.32150615692755585,-0.4685579405194527,-0.9378419021171625,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-05-01,16901,581,5306,168,44,50,nan,32,-0.4249716350816372,-0.4482887376107079,-0.6604754877565391,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-05-01,879,50,52,6,44,49,37,38,-0.5638437732174281,-0.6314685782386597,-0.9602328798661058,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-05-01,15010,829,1890,98,44,62,37,39,-0.3961940054183663,-0.5260762755521206,-0.8671001867535072,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-05-01,7314,327,1958,65,44,50,37,37,-0.3433474511739989,-0.5807739466939946,-0.8452386837206627,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-05-01,1151,47,141,15,44,46,38,38,-0.3468979078336486,-0.4335397133624992,-0.8776625708900726,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-05-01,566,7,93,0,44,49,nan,nan,-0.26903340926062336,-0.4609695397166976,-0.9916261852736143,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
