state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-06,0,0,0,0,-12,-5,-22,-22,-0.0184335683527683,0.08254505965853719,-0.9962720603816054,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-06,0,0,0,0,-12,-7,nan,-29,0.018751505074599027,-0.0952396695838549,1.5993300218963713,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-06,0,0,0,0,-12,-5,nan,nan,0.0234238027794444,-0.07247021877576244,0.103756703006604,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-06,3,0,2,0,-12,-5,nan,-25,0.05282714599079722,-0.08990464307363571,-0.3680252982611793,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-06,81,1,54,1,-12,2,-13,-13,-0.009713044152671477,-0.04803375700410742,0.6682379975761034,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-06,8,0,8,0,-12,-5,-20,-20,0.031159500462864656,-0.05189230540193483,-0.5191829914362207,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-06,0,0,0,0,-12,-4,-17,-17,-0.0012985821559134095,-0.09036427846743857,2.9129217518483523,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-06,0,0,0,0,-12,-5,-19,-26,0.024056736559003474,-0.006954409284293734,225.63665053722264,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-06,0,0,0,0,-12,-7,-18,-18,-0.04089785968127278,-0.0982092008062409,2.4579531026357064,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-06,7,2,7,2,-12,-3,nan,-28,0.00883155463163404,-0.10198401323236027,6.813308542891669,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-06,3,0,3,0,-12,-8,nan,-28,-0.008631928843545626,-0.111721330967092,2.2452428474852764,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-06,1,0,1,0,-12,2,-19,-19,-0.019008150060159674,-0.06716754282167413,1.798671646693044,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-06,0,0,0,0,-12,-11,nan,nan,-0.023374402785105698,-0.030793726971975906,-0.3019670751516025,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-06,0,0,0,0,-12,-7,-19,-19,-0.07751616668642992,-0.03737858703686301,-0.8686143742065744,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-06,6,0,4,0,-12,-3,-15,-15,0.020687404028995347,-0.05371653691933628,1.7934483159252668,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-06,1,0,1,0,-12,0,-19,-19,0.005314344603885184,-0.07323993775966475,1.0518989308253204,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-06,0,0,0,0,-12,-6,nan,-24,0.018214186704821347,-0.05615840771463877,-0.5852608535233498,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-06,1,0,1,0,-12,0,-20,-20,0.013085185511506892,-0.08078691287269747,0.4326076341361457,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-06,0,0,0,0,-12,-5,-17,-17,0.00607102983169316,-0.08862774187087015,0.9444814517672556,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-06,8,0,7,0,-12,-4,-18,-18,-0.03328352043624795,-0.06750257168447305,4.888660478512013,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-06,3,0,3,0,-12,1,-17,-24,-0.022241854932986832,-0.09317958101813215,3.7302472450216073,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-06,0,0,0,0,-12,-9,-19,-26,-0.07147111410673623,-0.060449915551794006,-0.8442648177354906,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-06,0,0,0,0,-12,-26,-17,-18,-0.021927039553095145,-0.05614355468973544,0.5099713837656852,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-06,1,0,1,0,-12,-7,nan,-22,-0.005357299491318133,-0.028010601506087102,-0.28920644912293925,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-06,0,0,0,0,-12,-7,nan,-31,0.013518715509139427,-0.07154766969879921,0.29786006655231123,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-06,0,0,0,0,-12,-8,-28,-28,0.04413015428785778,-0.08305269318106656,0.2652968920604619,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-06,0,0,0,0,-12,-6,-22,-22,-0.09755539762616164,0.0005736374089333105,-0.9702187810961552,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-06,2,0,2,0,-12,-4,-24,-24,0.05849823526896044,-0.07269330784728345,1.4195620544538867,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-06,0,0,0,0,-12,-7,nan,nan,-0.0857695225298579,-0.04267843017265133,-0.8915459980944912,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-06,14,0,1,0,-12,-7,nan,nan,-0.021701405980872803,-0.07085847714658812,-0.6622096948241267,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-06,2,0,2,0,-12,-7,-22,-22,-0.08603190195055001,-0.061517202621460876,-0.19994672329723934,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-06,4,0,4,0,-12,-3,-15,-15,-0.02292657788116371,-0.11965235502690635,10.826051466083133,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-06,0,0,0,0,-12,-5,-18,-18,-0.008469481061820518,-0.04240716835923503,-0.9209137748109913,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-06,2,0,2,0,-12,-6,nan,-25,-0.040440790947892304,-0.04295081327269629,-0.5012212357413905,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-06,44,0,44,0,-12,-1,-16,-16,-0.042046871694992057,-0.07088369569385919,5.031887992835505,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-06,0,0,0,0,-12,-3,-18,-18,-0.00489476219255575,-0.09200070199503105,2.023554252797152,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-06,1,0,1,0,-12,-27,-26,nan,0.022554964805046925,-0.06098496373807091,0.13794667124917992,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-06,2,0,1,0,-12,-2,nan,-17,-0.03363214766651648,-0.037616713542617995,-0.7665594533907584,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-06,2,0,2,0,-12,0,-17,-26,-0.00345027959420666,-0.09582159074169284,1.161534750445436,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-06,3,0,3,0,-12,-3,nan,-22,-0.02492188156620264,-0.08288078994145044,4.3982376664312905,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-06,2,0,2,0,-12,-7,nan,-32,0.024529706555830047,-0.08705138095403786,1.5185114515522726,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-06,0,0,0,0,-12,-27,nan,nan,-0.01696931489748629,-0.07883456285534736,-0.9186185078766405,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-06,1,0,1,0,-12,-6,-26,-27,0.02090781260882084,-0.07803386828279149,1.9889131523330337,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-06,19,0,8,0,-12,-7,nan,-27,0.0673836368710446,-0.07916580948562205,0.9912652208843876,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-06,3,0,2,0,-12,0,nan,-21,-0.017807139181031245,-0.05619079202456282,-0.7234385129762826,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-06,0,0,0,0,-12,-6,nan,-24,0.016376580769909495,-0.1003952921086585,0.8033930791679238,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-06,0,0,0,0,-12,-7,-19,-18,-0.06215238509134506,-0.10108025932932437,-0.8149892378080283,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-06,86,12,79,12,-12,6,-19,-17,-0.08481341877805125,-0.07411532129248599,-0.3938144426916049,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-06,1,0,0,0,-12,-6,-19,-19,-0.00025835505579944844,-0.013491035986977715,-0.2656086554665774,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-06,0,0,0,0,-12,-10,-18,-18,-0.02417771019889018,-0.1100683534125818,-0.39418698443457945,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-06,0,0,0,0,-12,-7,nan,nan,-0.058564728151717226,0.01751992836569843,-0.9723268643967032,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
