state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-18,9,0,9,0,0,7,-10,-10,-0.1625110677548169,-0.2761273402201148,-0.9983213109722044,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-18,51,0,51,0,0,5,nan,-17,-0.0534242174215482,-0.3054504242949515,-0.17931207746337066,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-18,33,0,32,0,0,7,nan,nan,-0.1129357025992844,-0.3047755908775721,-0.6467554592490048,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-18,28,0,19,0,0,7,nan,-13,-0.15662011331128448,-0.3765762457505577,-0.7703462087595386,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-18,893,17,691,13,0,14,-1,-1,-0.20707529731497287,-0.4515381025640135,-0.5107870455485329,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-18,216,3,182,3,0,7,-8,-8,-0.15530980684057982,-0.4136079472702561,-0.8498444214180834,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-18,96,1,93,1,0,8,-5,-5,-0.2537719356536668,-0.45386926528548405,0.2330099954912339,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-18,36,0,26,0,0,7,-7,-14,-0.4144392754023565,-0.6442698594557776,35.733172475511104,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-18,26,0,25,0,0,5,-6,-6,-0.1699634771711534,-0.44285238048223496,0.2363494743665413,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-18,326,7,300,5,0,9,nan,-16,-0.12515749074043234,-0.3353282278984009,1.7774903886533109,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-18,193,3,162,3,0,4,nan,-16,-0.13146441947893225,-0.3636737137209605,-0.03561963663563594,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-18,16,0,14,0,0,14,-7,-7,-0.007985942123925248,-0.2331971458832712,0.3520619776640943,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-18,38,0,24,0,0,1,nan,nan,-0.09867738895832959,-0.4569121053444101,-0.8256365269263434,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-18,11,0,11,0,0,5,-7,-7,-0.14165807258590293,-0.291654456842358,-0.9457590202995778,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-18,286,1,261,1,0,9,-3,-3,-0.17266742131691948,-0.4799253064202874,-0.29386954003751553,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-18,39,2,28,2,0,12,-7,-7,-0.0894394488840183,-0.417380655733255,-0.3791805610598084,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-18,22,1,21,1,0,6,nan,-12,-0.07971168238741935,-0.31678915475945457,-0.8499816444786803,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-18,35,1,28,1,0,12,-8,-8,-0.12496851611137308,-0.3895674734657288,-0.5258025545621364,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-18,280,7,267,7,0,7,-5,-5,-0.13904393763161566,-0.3707821638316407,-0.4551833966547831,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-18,256,0,161,0,0,8,-6,-6,-0.2976595488282033,-0.4840094196281509,0.3884122666858105,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-18,85,1,72,1,0,13,-5,-12,-0.2111312067212141,-0.4344102096288369,0.5336015580310487,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-18,43,0,43,0,0,3,-7,-14,-0.2375333514850517,-0.38984734147414535,-0.9453102481184821,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-18,80,1,78,1,0,-14,-5,-6,-0.19711374253458888,-0.4556704277943398,-0.5634210757078817,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
