state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-10,244,5,88,3,23,30,13,13,-0.4948839636749769,-0.4864852021799935,-0.9990584226225891,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-10,3008,80,1473,42,23,28,nan,6,-0.3692864941836338,-0.5937349389707033,-0.3313101966107033,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-10,1202,24,464,12,23,30,nan,nan,-0.3143093315771649,-0.5148497295854313,-0.6737458891912169,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-10,3112,97,1343,56,23,30,nan,10,-0.3988634504556511,-0.6395026240112877,-0.8802511226655035,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-10,21366,594,8797,312,23,37,22,22,-0.4569346331331762,-0.6898313646940093,-0.8080650222789809,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-10,6510,253,2328,143,23,30,15,15,-0.4734654601883257,-0.6671435264280942,-0.92222332975872,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-10,10538,448,5623,316,23,31,18,18,-0.4900673269663558,-0.6481725334900202,-0.3858070563191615,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-10,1660,38,903,23,23,30,16,9,-0.6479564822740616,-0.8282229438864134,6.448651650829804,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-10,1326,32,876,18,23,28,17,17,-0.4512372827733996,-0.6619277157225317,-0.2933455737944549,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-10,17960,418,7700,249,23,32,nan,7,-0.493584283055002,-0.6879459071746864,0.22183337638642087,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-10,11859,425,5892,227,23,27,nan,7,-0.4210275680384745,-0.6083378410532515,-0.2878154504624898,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-10,463,8,146,5,23,37,16,16,-0.6414858049515589,-0.6839107470668385,-0.5957724739544389,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-10,1388,31,689,20,23,24,nan,nan,-0.33693968037357497,-0.5877632026866187,-0.8382757398942818,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-10,1397,25,385,15,23,28,16,16,-0.34628779685662403,-0.5800225829604807,-0.9683567951591155,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-10,17887,607,8983,396,23,32,20,20,-0.4149775993210859,-0.6485554434203821,-0.5127471935810873,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
