state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-02-28,0,0,0,0,-19,-12,-29,-29,0.06396519239140036,0.0649908846267193,-0.9956084790117468,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-02-28,0,0,0,0,-19,-14,nan,-36,0.035971323701495195,-0.035985838165681044,1.911405213772056,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-02-28,0,0,0,0,-19,-12,nan,nan,0.052119714150874366,0.0060974189457311005,0.2562448841030849,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-02-28,1,0,0,0,-19,-12,nan,-32,0.03702060111834835,0.019552386259098338,-0.28395178450264713,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-02-28,27,0,18,0,-19,-5,-20,-20,0.033596700777701334,0.040732499608805886,0.8777975804900231,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-02-28,0,0,0,0,-19,-12,-27,-27,0.044789047913727134,0.0034546570468715785,-0.4998514763676002,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-02-28,0,0,0,0,-19,-11,-24,-24,0.040535836029051725,0.0250105920206726,3.5812004451812887,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-02-28,0,0,0,0,-19,-12,-26,-33,-0.02347736934444104,0.04360823704151248,253.50080408291998,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-02-28,0,0,0,0,-19,-14,-25,-25,0.08282445869595582,0.0046007673552070204,2.969247554556236,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-02-28,0,0,0,0,-19,-10,nan,-35,0.03812216047536296,-0.010467633101937584,7.730186362187458,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
