state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
GA,2020-04-24,21575,889,4917,228,37,41,nan,21,-0.3904871848040997,-0.5285282385985868,0.14737940738344002,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-24,595,13,48,4,37,51,30,30,-0.6582601948885176,-0.662285250319421,-0.586387271473942,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-24,4459,107,2127,43,37,38,nan,nan,-0.3840784802008301,-0.5143128433196658,-0.765140213058611,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-24,1870,54,304,11,37,42,30,30,-0.3812838478362348,-0.4818399340434278,-0.9420694894415897,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-24,39658,1804,12083,662,37,46,34,34,-0.4567925387327351,-0.6094915155061492,-0.2362907725973797,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-24,13680,741,3526,222,37,49,30,30,-0.40024729657687214,-0.5203151321977999,-0.22285251104242945,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-24,2841,117,1111,33,37,43,nan,25,-0.4554790103120683,-0.5470479241089977,-0.8501287989885418,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-24,3779,203,1257,63,37,49,29,29,-0.3857947365593977,-0.4922729613174568,-0.5256957459733316,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-24,26140,1601,3022,388,37,44,32,32,-0.4093243211542689,-0.5334846658489655,-0.3684088667907685,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-24,50969,2556,16567,1152,37,45,31,31,-0.562680551548385,-0.6755601754889659,0.09422754571741952,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-24,16618,798,5046,373,37,50,32,25,-0.5094655217704147,-0.64271902067709,0.4579329282286282,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-24,965,47,138,18,37,40,30,23,-0.4227675490913816,-0.4942364942674306,-0.9538723031483192,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-04-24,36627,3084,6675,858,37,23,32,31,-0.5323844993875965,-0.644233092807832,-0.5864068194781529,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-04-24,3185,221,1114,110,37,42,nan,27,-0.4639072145552901,-0.5580123669531866,-0.7938626997307651,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-04-24,6625,267,1342,83,37,42,nan,18,-0.4014681933656494,-0.5240332805565152,-0.5315383987606872,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-04-24,5434,209,1641,69,37,41,21,21,-0.33241977730358097,-0.4757563875322649,-0.5575109049185618,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-04-24,444,14,22,6,37,43,27,27,-0.39905111578304975,-0.5254971775109754,-0.9879459712949789,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-04-24,8052,270,2193,111,37,45,25,25,-0.3736355598702432,-0.4987615327986475,-0.020017508489112767,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-04-24,748,15,309,6,37,42,nan,nan,-0.4599931344233741,-0.5190558462962839,-0.9672317850701736,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-04-24,2474,51,1258,27,37,42,nan,nan,-0.4297651461899432,-0.4970954576722606,-0.8865227441222269,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-04-24,1720,53,433,16,37,42,27,27,-0.5005180584922608,-0.5359162707303662,-0.7273402184423926,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-04-24,102196,5617,23729,1777,37,46,34,34,-0.5484487253379653,-0.7134253486523785,1.4738395315471315,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-04-24,2524,84,813,33,37,44,31,31,-0.43021137579704666,-0.5554938328532826,-0.9651566742949544,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-04-24,4398,203,874,52,37,43,nan,24,-0.5549129786163036,-0.7192355063389764,-0.9106008475949104,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-04-24,276218,20759,42925,4286,37,48,33,33,-0.5655114072205591,-0.695671554982755,-0.009323407386308656,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-04-24,15169,690,6062,272,37,46,31,31,-0.4102042693954703,-0.5320920480190414,0.12780192720137906,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-04-24,3120,188,655,52,37,22,23,nan,-0.3586799300195994,-0.46828942222284897,-0.5920192620374464,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-04-24,2177,86,392,16,37,47,nan,32,-0.4048255631596315,-0.5658738455587633,-0.9112029480465409,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-04-24,40298,1786,10177,759,37,49,32,23,-0.4813961071405377,-0.6404049615404346,-0.4137213104870856,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-04-24,6699,202,2522,84,37,46,nan,27,-0.5289570906239264,-0.6695444560854436,0.2745849920101984,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-04-24,5070,157,984,41,37,42,nan,17,-0.3562284404675433,-0.5087811619531429,0.010415581570101915,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-04-24,2040,10,630,3,37,22,nan,nan,-0.4386779549236385,-0.5051608194665029,-0.9673513030196884,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-04-24,8679,180,2241,30,37,43,23,22,-0.3745336943248821,-0.4934968370361306,0.012801860449548784,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-04-24,23650,625,5519,164,37,42,nan,22,-0.3970816803449296,-0.5643380522808934,-0.3478961858687587,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-04-24,3782,39,969,16,37,49,nan,28,-0.3540409395644173,-0.508282174075609,-0.8779709599272687,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-04-24,11595,413,4105,175,37,43,nan,25,-0.470647160882715,-0.540632561657169,-0.34954409831162736,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-04-24,827,44,48,9,37,42,30,31,-0.5434666600321771,-0.5975589968948977,-0.9438161272766242,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-04-24,13120,731,1675,121,37,55,30,32,-0.4682582320286786,-0.5610535272859432,-0.7449024808032217,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-04-24,5356,262,1311,57,37,43,30,30,-0.40427484281001136,-0.5741733873503058,-0.751893298170812,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-04-24,1010,32,234,16,37,39,31,31,-0.39646313327974336,-0.506073635273597,-0.8004180829270294,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-04-24,473,7,168,5,37,42,nan,nan,-0.3092907004851032,-0.4405673819436348,-0.9870524080757364,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
