state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-24,337,7,30,0,37,44,27,27,-0.4568565989542007,-0.3892971901733209,-0.9983700464777192,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-24,6026,209,1454,58,37,42,nan,20,-0.3186797025889243,-0.5212813980042825,-0.047271826032299964,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-24,2810,47,1115,10,37,44,nan,nan,-0.35625497345716783,-0.44961793721858,-0.5397787610865094,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-24,6045,268,1538,94,37,44,nan,24,-0.4130358177400163,-0.5936719787012413,-0.800955494478156,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-24,41368,1619,11970,569,37,51,36,36,-0.4625588252091051,-0.6252801404018191,-0.5773145946102298,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-24,12255,672,3208,283,37,44,29,29,-0.4917447587822713,-0.6168022202549912,-0.8552420045421941,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-24,23921,1764,7112,728,37,45,32,32,-0.5103443280281443,-0.6349740623229077,0.11035017360081699,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-24,3528,153,1052,67,37,44,30,23,-0.637856838241265,-0.7909523449890491,26.558300342168103,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-24,3442,100,1119,39,37,42,31,31,-0.4727505189446831,-0.6541385941808022,0.18938526875686604,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-24,30525,1045,5780,320,37,46,nan,21,-0.5132688131121114,-0.6710115246189567,0.7836861832280224,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
