state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
NC,2020-02-25,0,0,0,0,-22,-14,-34,-34,0.013525250672534728,-0.0006584710826244986,1.2761795493165105,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-02-25,0,0,0,0,-22,-17,nan,nan,0.08474613800795504,-0.012759862923755316,-0.922472322962677,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-02-25,13,0,3,0,-22,-17,nan,nan,0.023851881971226452,-0.02239354858356114,-0.7082116851022784,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-02-25,0,0,0,0,-22,-17,-32,-32,0.07524020023097383,0.025846740912642517,-0.4713694515906659,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-02-25,0,0,0,0,-22,-13,-25,-25,-0.0018713308932239046,-0.0371846176110596,10.590694734380458,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-02-25,0,0,0,0,-22,-15,-28,-28,0.08080265923001133,0.0424967628285533,-0.929651596472782,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-02-25,0,0,0,0,-22,-16,nan,-35,0.03873179929175426,0.033512001935619734,-0.6641731195782243,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-02-25,0,0,0,0,-22,-11,-26,-26,0.0006034188360078117,-0.03219854573524038,5.688868861496479,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-02-25,0,0,0,0,-22,-13,-28,-28,0.0173950493308938,-0.0024146594136002205,1.688884869009586,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-02-25,0,0,0,0,-22,-37,-36,nan,-0.0009555441445367773,-0.02515463461207375,-0.1417668380299113,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-02-25,0,0,0,0,-22,-12,nan,-27,0.035731477802990325,0.012457616866057777,-0.7603539260601283,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-02-25,0,0,0,0,-22,-10,-27,-36,0.016956542138393146,-0.018110236221030463,1.227943104799098,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-02-25,0,0,0,0,-22,-13,nan,-32,0.019756269354485118,-0.03117109133871697,4.271367825407489,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-02-25,0,0,0,0,-22,-17,nan,-42,0.0073824687784956235,-0.011642523489803646,1.1177665208650378,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-02-25,0,0,0,0,-22,-37,nan,nan,-0.018780125860646896,-0.08719312214878913,-0.9394219229415356,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-02-25,0,0,0,0,-22,-16,-36,-37,0.0424307987274648,-0.010091902260353756,1.4775310039131542,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-02-25,10,0,8,0,-22,-17,nan,-37,0.03535396365438374,0.019387812759053075,0.8479419718571066,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-02-25,1,0,1,0,-22,-10,nan,-31,0.05064079012819657,-0.005705657999689325,-0.7329046666388552,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-02-25,0,0,0,0,-22,-16,nan,-34,0.015664822084399038,-0.024105553144951046,0.8189664738642605,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-02-25,0,0,0,0,-22,-17,-29,-28,0.04846219914828336,-0.06511786673829581,-0.8596196906168109,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-02-25,5,0,4,0,-22,-4,-29,-27,0.027652033228293696,0.013821158222912813,-0.30158619867449393,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-02-25,1,0,0,0,-22,-16,-29,-29,0.0055550125995751706,-0.02174253157731047,-0.3680865574414053,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-02-25,0,0,0,0,-22,-20,-28,-28,0.013912216572718536,-0.017864573408911233,-0.4287532065289049,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-02-25,0,0,0,0,-22,-17,nan,nan,-0.010170371345788784,-0.026309398354639284,-0.97725338453187,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
