state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
GA,2020-03-30,3032,102,2232,77,12,16,nan,-4,-0.3111006738389561,-0.4932157341064254,-0.4884708807593178,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-03-30,204,0,127,0,12,26,5,5,-0.6125375542062224,-0.6347772948485929,-0.6856535514489911,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-03-30,424,6,319,6,12,13,nan,nan,-0.2650896446484356,-0.4865598625387578,-0.8846231997805034,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-03-30,415,7,365,7,12,17,5,5,-0.35100035030203663,-0.5261134668488783,-0.9791915929085914,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-03-30,5070,84,3785,72,12,21,9,9,-0.3701682618444719,-0.595046484949626,-0.6571794128808406,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-03-30,1788,35,1529,28,12,24,5,5,-0.303237635041319,-0.5311861981564989,-0.7012697723709487,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-03-30,373,9,291,7,12,18,nan,0,-0.3515183850579599,-0.5580109228776564,-0.932470062846912,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-03-30,480,11,356,8,12,24,4,4,-0.2893733797333077,-0.456957864824272,-0.7733433817702406,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-03-30,4024,186,2852,152,12,19,7,7,-0.36703531915710425,-0.5532409215905421,-0.7516728183395229,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-03-30,5752,56,4975,47,12,20,6,6,-0.5010495294051758,-0.650066853684597,-0.561761750393192,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-03-30,1414,15,1124,12,12,25,7,0,-0.38120810581891706,-0.4817016656735245,0.0035978779763403686,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-03-30,275,3,168,3,12,15,5,-2,-0.4148475597849797,-0.5723906365697957,-0.9811151952470949,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-03-30,6508,197,5184,181,12,-2,7,6,-0.4772953642204553,-0.6517674352688959,-0.849993343695131,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-03-30,576,10,341,9,12,17,nan,2,-0.4310733747498056,-0.6034258573650476,-0.9321028630210294,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-03-30,1049,13,866,9,12,17,nan,-7,-0.3021119835578805,-0.5230744186876604,-0.7925181156207532,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-03-30,848,16,599,15,12,16,-4,-4,-0.2673395366043001,-0.4314765073137805,-0.7974459372928846,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-03-30,177,4,132,4,12,18,2,2,-0.33833884745824816,-0.5581260127988039,-0.9959774670938174,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-03-30,1302,6,1000,6,12,20,0,0,-0.3140050314872895,-0.4780770698810173,-0.5612281735571514,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-03-30,108,3,76,3,12,17,nan,nan,-0.3445952157998089,-0.5180142910438045,-0.9863808834441073,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-30,185,3,112,3,12,17,nan,nan,-0.31022800185608984,-0.46033754361410206,-0.9402071169073996,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-30,314,3,213,2,12,17,2,2,-0.4366302059301837,-0.5829635583812878,-0.9042750229376862,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-30,16636,199,13792,172,12,21,9,9,-0.4872749760622109,-0.6888138562472969,0.10389854398737032,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-30,281,4,198,4,12,19,6,6,-0.3217107029284751,-0.552869753904485,-0.9869360763082028,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-30,1044,18,779,14,12,18,nan,-1,-0.5238157965163558,-0.6862577906582059,-0.9626616948196188,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-30,67462,1512,46563,1329,12,23,8,8,-0.5354782053446456,-0.6777812385065384,-0.638384099519184,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-30,1933,40,1489,34,12,21,6,6,-0.3420977968554702,-0.5394523416779536,-0.56225688239142,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-30,481,17,400,15,12,-3,-2,nan,-0.3060302403744658,-0.5037911673465941,-0.83852899935824,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-30,606,16,415,11,12,22,nan,7,-0.3320987907312601,-0.5746060474036337,-0.96708459776793,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-30,4156,48,3512,42,12,24,7,-2,-0.39703890268112135,-0.6141787546229109,-0.7519265323446018,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-30,408,4,302,4,12,21,nan,2,-0.43457059489460864,-0.6235173168855317,-0.4678789638779016,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-30,925,18,626,13,12,17,nan,-8,-0.26753807452727213,-0.44254523376609206,-0.5117095780305759,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-30,100,1,72,0,12,-3,nan,nan,-0.2968208346472271,-0.4820692024875163,-0.9849801215103109,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-03-30,1721,13,1199,11,12,18,-2,-3,-0.27929131351230013,-0.452683810454633,-0.5210784484666439,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-03-30,3036,46,2308,39,12,17,nan,-3,-0.3550627572780656,-0.5716041414717095,-0.7388183708427855,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-03-30,806,4,549,3,12,24,nan,3,-0.36293823526704894,-0.5204668338775956,-0.946902010884485,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-03-30,1020,26,766,20,12,18,nan,0,-0.35369827341125704,-0.4693875074227074,-0.6500741039225629,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-03-30,256,12,181,10,12,17,5,6,-0.5292269057029226,-0.6356185599052658,-0.983231082381102,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-03-30,5179,221,3078,111,12,30,5,7,-0.42723351857088493,-0.5863129339113791,-0.91456928277067,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-03-30,1267,20,849,15,12,18,5,5,-0.3284465987405253,-0.5718482179858919,-0.9068506727746368,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-03-30,145,1,129,1,12,14,6,6,-0.2909506728133803,-0.4995943567872154,-0.9078568380866298,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-03-30,95,0,67,0,12,17,nan,nan,-0.13045423370547174,-0.4215200410064759,-0.9940299419240508,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
