state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
IN,2020-03-01,0,0,0,0,-17,-5,-24,-24,0.006690452732765505,0.01826727420544761,0.4826816122968278,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-01,0,0,0,0,-17,-11,nan,-29,0.042758306118934074,0.01804083729843183,-0.6850407676646493,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-01,0,0,0,0,-17,-5,-25,-25,0.022577882929212048,0.04380919574586986,0.01949166241796529,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-01,0,0,0,0,-17,-10,-22,-22,0.013163987680127134,-0.015343869934065325,0.13993102120349546,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-01,1,0,0,0,-17,-9,-23,-23,-0.0011052416041236754,-0.0001689852016620619,2.6145283549782783,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-01,0,0,0,0,-17,-4,-22,-29,-0.01651694393501557,-0.01081973102800899,2.262062627698899,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-01,0,0,0,0,-17,-14,-24,-31,0.025699220862044292,0.031209048127425438,-0.8780067755360573,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-03-01,0,0,0,0,-17,-31,-22,-23,-0.0027463920613310963,-0.012371329157105045,0.010749624710603369,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-01,0,0,0,0,-17,-12,nan,-27,0.033271331461154484,0.010815216156241092,-0.5143246432473703,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-01,0,0,0,0,-17,-12,nan,-36,0.019551034561776554,0.004434077489717732,-0.06560103303759768,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-01,0,0,0,0,-17,-13,-33,-33,0.04627244789290188,0.06965351959285478,-0.25011823187915805,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-01,0,0,0,0,-17,-11,-27,-27,0.0738049941249826,0.044438057991775325,-0.9808770842464104,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-01,0,0,0,0,-17,-9,-29,-29,0.026228442527020786,0.030125176113136982,0.9513396007934992,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-01,0,0,0,0,-17,-12,nan,nan,0.027344278764611304,-0.01277336185503698,-0.9490858401903473,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-01,13,0,2,0,-17,-12,nan,nan,0.026879844315410076,0.008759780736822638,-0.767688444837319,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-01,0,0,0,0,-17,-12,-27,-27,0.014475323698363268,-0.030749395264257056,-0.323686834591756,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-01,0,0,0,0,-17,-8,-20,-20,-0.01311620484177847,-0.009343506249254301,7.863684199643202,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-01,0,0,0,0,-17,-10,-23,-23,0.02937708469812383,0.04433187081482429,-0.9385355106710654,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-01,0,0,0,0,-17,-11,nan,-30,-0.03262252234166706,-0.058536815705958,-0.6305176720909458,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-01,1,0,1,0,-17,-6,-21,-21,-0.0175300224563835,-0.005153426466873461,2.230148102328609,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-01,0,0,0,0,-17,-8,-23,-23,0.0021247692692417924,0.012383234926115174,1.4626178822686886,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-01,0,0,0,0,-17,-32,-31,nan,0.04027370753954251,0.05082845882210786,-0.2780316129488182,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-01,2,0,2,0,-17,-7,nan,-22,0.012057546251363276,0.018173860160098112,-0.7978235833486718,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-01,0,0,0,0,-17,-5,-22,-31,-0.003390023996688311,-0.004031837361430933,0.6166804292643009,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-01,2,0,2,0,-17,-8,nan,-27,-0.011808316337829873,-0.004668798075552513,3.149246935835196,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-01,0,0,0,0,-17,-12,nan,-37,0.020241182151903233,0.02713918958105501,0.6398114851068142,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-01,0,0,0,0,-17,-32,nan,nan,0.048997985626952144,0.02747366630513612,-0.9420497683100966,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-01,0,0,0,0,-17,-11,-31,-32,0.011746549963797278,0.021070006999668815,0.94248306904673,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-01,11,0,7,0,-17,-12,nan,-32,0.009874943268166238,0.024392556308330104,0.7569832646731363,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-01,1,0,1,0,-17,-5,nan,-26,0.002126924018675956,-0.0863454893906843,-0.8752069199811424,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-01,0,0,0,0,-17,-11,nan,-29,0.01560876756160629,-0.006564715662259959,0.31951468627196555,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-01,0,0,0,0,-17,-12,-24,-23,0.02273010184762117,-0.0703437580851075,-0.8090818297810182,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-01,17,3,16,3,-17,1,-24,-22,0.032285696410838595,0.020747201760833354,-0.4723858358581749,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-01,1,0,0,0,-17,-11,-24,-24,0.007709445437445086,0.010817579914464885,-0.4301454296530369,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-01,0,0,0,0,-17,-15,-23,-23,0.019325731620487303,0.022149863950168863,-0.6381556063640657,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-01,0,0,0,0,-17,-12,nan,nan,-0.009260937841488535,-0.07369021063900846,-0.9817581989379952,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
