state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
GA,2020-02-24,0,0,0,0,-23,-19,nan,-39,-0.02223649359829653,-0.08641019767869512,1.71756088910753,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-02-24,0,0,0,0,-23,-9,-30,-30,0.06439965012308635,-0.07418988547376497,1.2421544173018877,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-02-24,0,0,0,0,-23,-22,nan,nan,0.03061653201677495,-0.049103292204107,-0.4736329665434621,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-02-24,0,0,0,0,-23,-18,-30,-30,0.023805073087656642,-0.044125482102122436,-0.8937040146107603,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-02-24,2,0,0,0,-23,-14,-26,-26,-0.007611857803367878,-0.05806081136792721,1.7274399866236232,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-02-24,0,0,0,0,-23,-11,-30,-30,0.00980168644971433,-0.06921414057413544,0.6240569709287076,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-02-24,0,0,0,0,-23,-17,nan,-35,-0.014744419160139638,-0.0721668920940259,-0.6164926412054775,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-02-24,0,0,0,0,-23,-11,-31,-31,0.0017836885362047434,-0.06476477840666016,0.20192854348565525,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-02-24,0,0,0,0,-23,-16,-28,-28,0.06417584741223932,0.049888419494152965,0.652548831681329,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-02-24,1,0,0,0,-23,-15,-29,-29,-0.007290376564691577,-0.0550474126614935,4.1288705271741915,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-02-24,0,0,0,0,-23,-10,-28,-35,0.012769792751385407,-0.06469421676744481,3.3903816366306128,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-02-24,0,0,0,0,-23,-20,-30,-37,0.03993183746577148,-0.055654941923250434,-0.8690205358648092,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-02-24,0,0,0,0,-23,-37,-28,-29,0.008196425992769343,-0.04214565268653577,0.3039032284985117,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-02-24,0,0,0,0,-23,-18,nan,-33,0.03771670327096215,-0.04128480312701403,-0.4212199600464186,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-02-24,0,0,0,0,-23,-18,nan,-42,-0.028247389319565993,-0.09320399792085776,0.05562149341797106,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-02-24,0,0,0,0,-23,-19,-39,-39,0.01431639042109991,-0.04473664952099951,-0.14460430774902655,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-02-24,0,0,0,0,-23,-17,-33,-33,0.011080581563785944,-0.07239988501992958,-0.9769313914882324,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-02-24,0,0,0,0,-23,-15,-35,-35,-0.017899955198995395,-0.07323924903535121,1.125530263470102,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-02-24,0,0,0,0,-23,-18,nan,nan,0.04658561398192094,-0.05085942387738498,-0.925058501304715,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-02-24,12,0,2,0,-23,-18,nan,nan,0.013037001160988038,-0.04291967890058519,-0.7442656343886626,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-02-24,0,0,0,0,-23,-18,-33,-33,0.09666815583032885,-0.05289428054379528,-0.4815399763090608,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-02-24,0,0,0,0,-23,-14,-26,-26,-0.00392793051008683,-0.08956414660053441,10.29793197164592,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-02-24,0,0,0,0,-23,-16,-29,-29,0.027493613847991292,-0.053861451462951966,-0.9309681201870538,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-02-24,0,0,0,0,-23,-17,nan,-36,0.03252737198950173,-0.05635622888068495,-0.6435273000431402,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-02-24,0,0,0,0,-23,-12,-27,-27,-0.004276359661350594,-0.0473399566902654,5.32838911429088,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-02-24,0,0,0,0,-23,-14,-29,-29,0.002428519221320957,-0.06983032231070528,1.6491067120573353,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-02-24,0,0,0,0,-23,-38,-37,nan,-0.010351978987985259,-0.07223324190938307,-0.1819344931499076,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-02-24,0,0,0,0,-23,-13,nan,-28,0.014338637976422496,-0.04445854294244442,-0.7865441349041155,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-02-24,0,0,0,0,-23,-11,-28,-37,0.009529301466162036,-0.060639861020354686,1.1678582786326643,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-02-24,0,0,0,0,-23,-14,nan,-33,0.0009024300478908066,-0.07056412450865596,4.141574899013974,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-02-24,0,0,0,0,-23,-18,nan,-43,-0.028225811610956605,-0.08450714998526092,0.9652053429036208,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-02-24,0,0,0,0,-23,-38,nan,nan,0.0010205770792029872,-0.09754371365231447,-0.9345026498054826,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-02-24,0,0,0,0,-23,-17,-37,-38,9.276474293719024e-05,-0.08541573522650475,1.1616837515980576,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-02-24,10,0,8,0,-23,-18,nan,-38,-0.0002940077253497481,-0.0451939046452514,0.7553382835938115,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-02-24,0,0,0,0,-23,-11,nan,-32,-0.00592480313611643,-0.06414049355765349,-0.7400338126649882,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-02-24,0,0,0,0,-23,-17,nan,-35,-0.00465825805819689,-0.07356772159963036,0.7058909446574966,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-02-24,0,0,0,0,-23,-18,-30,-29,0.032010185099702694,-0.08279678856158595,-0.8472129469377838,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-02-24,5,0,4,0,-23,-5,-30,-28,-0.0038142569807449547,-0.04991970931910321,-0.35046276422735234,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-02-24,1,0,0,0,-23,-17,-30,-30,0.04250516596641343,-0.014128405261842931,-0.3902341024292317,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-02-24,0,0,0,0,-23,-21,-29,-29,0.026676421340735987,-0.04320610939478836,-0.4621977285792933,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-02-24,0,0,0,0,-23,-18,nan,nan,0.0060739798722401215,-0.07621069068457241,-0.9768040721485558,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
