state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-02-24,0,0,0,0,-23,-16,-33,-33,0.03185145415626392,-0.0214004960436846,-0.996683227937607,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-02-24,0,0,0,0,-23,-18,nan,-40,-0.005182475907141554,-0.04523652399104471,0.9632409768322191,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-02-24,0,0,0,0,-23,-16,nan,nan,-0.0002884918333153274,-0.05899208093503036,-0.13909479599787722,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-02-24,1,0,0,0,-23,-16,nan,-36,0.027054050150535216,-0.0447185926066214,-0.459750920665928,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-02-24,11,0,4,0,-23,-9,-24,-24,-0.000574249507610032,-0.052856127508159705,0.7718254822355499,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-02-24,0,0,0,0,-23,-16,-31,-31,0.008444371943806102,-0.04882943343265912,-0.6033128456536856,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-02-24,0,0,0,0,-23,-15,-28,-28,0.002686302500198677,-0.06098507810101845,2.898706540984323,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-02-24,0,0,0,0,-23,-16,-30,-37,-0.052936510547062124,0.009718441973827865,240.21740713091518,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-02-24,0,0,0,0,-23,-18,-29,-29,0.0073707608682033405,-0.09200260172234596,2.2558021723430057,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-02-24,0,0,0,0,-23,-14,nan,-39,-0.0070050267949225645,-0.057626789655167564,5.95378326935924,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
