state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-02-29,0,0,0,0,-18,-11,-28,-28,0.015341234221026422,0.10013863102224872,-0.9957585648214938,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-02-29,0,0,0,0,-18,-13,nan,-35,0.049252671645988746,0.06711916260880715,1.7744035670504044,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-02-29,0,0,0,0,-18,-11,nan,nan,0.06420975777133985,0.09996819852445296,0.2580903045687939,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-02-29,1,0,0,0,-18,-11,nan,-31,0.05107184550637919,0.07427592297914498,-0.3042374207492211,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-02-29,28,0,19,0,-18,-4,-19,-19,0.018898454606920297,0.021705085564878483,0.6732635310089397,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-02-29,0,0,0,0,-18,-11,-26,-26,0.005438667313389082,0.043247472472676435,-0.5157040365238661,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-02-29,0,0,0,0,-18,-10,-23,-23,0.021156713870024945,0.06743826611169676,3.64898390199102,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-02-29,0,0,0,0,-18,-11,-25,-32,0.009061097356067322,-0.02817300646964756,127.4285388057306,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-02-29,0,0,0,0,-18,-13,-24,-24,0.016958284560085413,0.06679968365993971,3.5406819082388443,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-02-29,0,0,0,0,-18,-9,nan,-34,0.02367341479427247,0.06755217327001822,8.046834477626922,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-02-29,0,0,0,0,-18,-14,nan,-34,0.0410158680106182,0.07417750061185566,3.3016170686745507,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-02-29,0,0,0,0,-18,-4,-25,-25,0.008955064428381454,0.013670337566028676,1.7021267142010434,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-02-29,0,0,0,0,-18,-17,nan,nan,0.0585455287492554,0.06622677758798905,-0.0989543444544656,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-02-29,0,0,0,0,-18,-13,-25,-25,0.06253150676304008,0.06591246257395966,-0.8610800361061706,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-02-29,3,0,1,0,-18,-9,-21,-21,0.04176716861910771,0.07746799940957663,1.8650750252820398,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-02-29,0,0,0,0,-18,-6,-25,-25,0.04540773517807598,0.08344778381644496,1.7291940810271802,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-02-29,0,0,0,0,-18,-12,nan,-30,0.040068123375898976,0.0772720265423206,-0.46537656429112,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-02-29,0,0,0,0,-18,-6,-26,-26,0.03501906897021032,0.0724899600844877,0.6842315167615853,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-02-29,0,0,0,0,-18,-11,-23,-23,0.054427447576255124,0.053126796534673434,0.9502883570524308,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-02-29,1,0,0,0,-18,-10,-24,-24,0.007392124864522244,0.07341585521266536,4.524317425472355,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-02-29,0,0,0,0,-18,-5,-23,-30,0.016687499578748988,0.04522906229669511,4.1013328468578125,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-02-29,0,0,0,0,-18,-15,-25,-32,0.05774005796943279,0.08263416527328607,-0.7866711302949083,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-02-29,0,0,0,0,-18,-32,-23,-24,0.046999508622445126,0.07344004743014744,0.6950925582413374,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-02-29,0,0,0,0,-18,-13,nan,-28,0.03708135778979224,0.0736308546933835,-0.220428563517452,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-02-29,0,0,0,0,-18,-13,nan,-37,0.04694933792225826,0.05803663522440607,0.7145664920916162,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-02-29,0,0,0,0,-18,-14,-34,-34,0.053697792187270776,0.10773333021803304,0.3244391395737065,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-02-29,0,0,0,0,-18,-12,-28,-28,0.11901738624533248,0.07172536860391994,-0.9686677513056564,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-02-29,0,0,0,0,-18,-10,-30,-30,0.0380612615305578,0.08620424754931531,2.0949513243707134,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-02-29,0,0,0,0,-18,-13,nan,nan,0.09072024761581347,0.06691541585626104,-0.8791569572224605,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-02-29,13,0,2,0,-18,-13,nan,nan,0.05032876173057621,0.05344931771279287,-0.5909521915811193,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-02-29,0,0,0,0,-18,-13,-28,-28,0.010183136019546431,0.01857458082757597,-0.06852869823798767,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-02-29,0,0,0,0,-18,-9,-21,-21,0.019014376605347258,0.041975355446980916,12.366025472319958,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-02-29,0,0,0,0,-18,-11,-24,-24,0.02450139160634001,0.093923280521208,-0.9053220037635388,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-02-29,0,0,0,0,-18,-12,nan,-31,0.026084776485958288,0.017045551591414677,-0.3938443140581561,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-02-29,0,0,0,0,-18,-7,-22,-22,-0.012948130617203813,0.06656498373833585,3.9428215662277193,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-02-29,0,0,0,0,-18,-9,-24,-24,0.021684284721415325,0.061519592071708214,2.7451072688815215,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-02-29,0,0,0,0,-18,-33,-32,nan,0.05670346991530657,0.08118664656359006,0.28709915362730204,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-02-29,1,0,1,0,-18,-8,nan,-23,0.025711786895256203,0.053797380571864256,-0.73323597962541,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-02-29,0,0,0,0,-18,-6,-23,-32,0.017563709083789125,0.05054103750699572,1.5326757313710146,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
