state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-05-04,368,7,25,0,47,54,37,37,-0.26872203878828543,-0.15360343977288646,-0.9979390077624682,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-05-04,8112,298,1573,70,47,52,nan,30,-0.1702360081849112,-0.3156683427877376,-0.03163873431003583,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-05-04,3469,80,400,29,47,54,nan,nan,-0.2568638944549133,-0.32482707320120163,-0.6015153205072358,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-05-04,8919,362,2203,85,47,54,nan,34,-0.3389344555527182,-0.5357314611468664,-0.8176718961781843,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-05-04,56333,2297,11125,497,47,61,46,46,-0.3493064001229317,-0.6024673692758398,-0.667849221337212,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-05-04,16799,849,2995,144,47,54,39,39,-0.3488615113691768,-0.4955045932640714,-0.8582523784804323,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-05-04,29973,2556,3976,544,47,55,42,42,-0.44875714640785946,-0.5779848585659674,-0.07347750070940218,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-05-04,5170,258,1278,73,47,54,40,33,-0.5691251734237712,-0.7458750442096846,16.69548269087999,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-05-04,5288,182,1126,57,47,52,41,41,-0.38784646294488573,-0.5545085156779725,0.04281777993567304,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-05-04,36889,1398,4759,311,47,56,nan,31,-0.3976734310171304,-0.5593657203194955,0.7819510528576392,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-05-04,28350,1228,5121,247,47,51,nan,31,-0.3100294654281506,-0.3900431658839659,-0.006414119310279465,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-05-04,612,17,12,1,47,61,40,40,-0.5470409293771377,-0.5371413758352463,-0.4710243500938324,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-05-04,9703,188,3835,61,47,48,nan,nan,-0.3206684970713585,-0.3962560598473959,-0.7767400907676864,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-05-04,2106,64,189,6,47,52,40,40,-0.2845479912607953,-0.3289361213176329,-0.9313265193265862,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-05-04,63840,2673,17957,681,47,56,44,44,-0.38612824574336413,-0.563874794559116,-0.3736523483482741,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-05-04,20855,1264,4718,332,47,59,40,40,-0.32158171168939204,-0.39032074517879983,-0.2748443079581777,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-05-04,5385,154,1979,28,47,53,nan,35,-0.3601468685564142,-0.4344810117762013,-0.8587123987198733,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-05-04,5370,267,1224,51,47,59,39,39,-0.3011957530593882,-0.3503162063041623,-0.5683409111464354,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-05-04,29673,1991,2605,294,47,54,42,42,-0.27444365358148737,-0.4395932853322993,-0.44413447722079863,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-05-04,69087,4090,12625,1087,47,55,41,41,-0.497478140528888,-0.6148087118436194,-0.05796676297752679,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-05-04,26509,1317,7022,373,47,60,42,35,-0.43805995330047054,-0.5661609182610676,0.2302014073976251,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-05-04,1205,57,182,6,47,50,40,33,-0.3828663580206589,-0.426421014838882,-0.9602488827970926,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-05-04,43928,4135,5738,729,47,33,42,41,-0.40783330820511143,-0.5137362786890837,-0.6174153242100895,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-05-04,7234,428,3418,142,47,52,nan,37,-0.3616477783683708,-0.4658983195053303,-0.8097014596029884,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-05-04,8776,387,1605,91,47,52,nan,28,-0.34251187373231,-0.4116135967198856,-0.5909202617690421,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
