state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
MI,2020-03-25,2293,43,2213,42,7,-7,2,1,-0.4346462882075359,-0.6544064796440393,-0.7549278383327398,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-03-25,287,1,210,1,7,12,nan,-3,-0.34716395623124413,-0.5373989074678631,-0.8543775445925736,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-03-25,377,8,356,7,7,12,nan,-12,-0.23094430904964566,-0.5222104977339328,-0.7285920805167186,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-03-25,376,5,342,5,7,11,-9,-9,-0.18993979346965426,-0.43151994582317776,-0.7559314578727422,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-03-25,65,0,53,0,7,13,-3,-3,-0.2274435492302669,-0.5060894925740398,-0.9915704330782658,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-03-25,561,1,495,1,7,15,-5,-5,-0.2406172253677793,-0.4491695490160199,-0.3372527796469229,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-03-25,45,0,38,0,7,12,nan,nan,-0.256276256946652,-0.4883323750322624,-0.9778178078968314,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-03-25,84,0,41,0,7,12,nan,nan,-0.23035993279362796,-0.4344352341084473,-0.9197537985393672,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-03-25,137,1,98,1,7,12,-3,-3,-0.3812394840778184,-0.5414563220639576,-0.8081941980499405,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-03-25,4402,62,3975,57,7,16,4,4,-0.4520523048600034,-0.7031068724121682,0.664527596385782,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-03-25,112,1,84,1,7,14,1,1,-0.2385088700263983,-0.5655644085061241,-0.976668142661509,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-03-25,405,10,323,9,7,13,nan,-6,-0.4630958991564877,-0.6856040416367634,-0.9385761301503556,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-03-25,33116,375,30729,343,7,18,3,3,-0.4822553240959546,-0.6846525015373154,-0.23082118844568825,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-03-25,706,11,616,11,7,16,1,1,-0.31360066934157504,-0.5710316268560292,-0.3930809809728227,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-03-25,164,5,135,5,7,-8,-7,nan,-0.16143360441236854,-0.3911187509754032,-0.7274582895026813,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-03-25,266,10,192,7,7,17,nan,2,-0.28344516902645933,-0.5732495442862829,-0.9406903284824834,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-03-25,1151,11,1012,10,7,19,2,-7,-0.356568738400657,-0.6355063172458646,-0.6195910312179942,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-03-25,132,0,99,0,7,16,nan,-3,-0.39082316945788936,-0.6178150515504105,0.009760662351982584,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-03-25,424,7,364,6,7,12,nan,-13,-0.21061523684636047,-0.4575151094980182,-0.39328685797324137,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-03-25,41,1,30,0,7,-8,nan,nan,-0.2392083357804056,-0.4759122197866382,-0.9783202757093724,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-03-25,806,3,708,3,7,13,-7,-8,-0.21165416090759925,-0.4808781145937222,-0.44337151024882654,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-03-25,1119,12,953,10,7,12,nan,-8,-0.25484563983189523,-0.5427126264216613,-0.6134666098350906,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-03-25,346,1,281,1,7,19,nan,-2,-0.2977462594944483,-0.492488338574887,-0.9110669354279409,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-03-25,390,9,312,7,7,13,nan,-5,-0.3333152110435256,-0.5412499182829137,-0.6034653426408931,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-03-25,123,8,104,8,7,12,0,1,-0.4205823118846153,-0.546842235188495,-0.9502706618600186,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-03-25,2585,130,1559,62,7,25,0,2,-0.3675309111576342,-0.5782461156345782,-0.8423680652532126,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-03-25,623,7,517,7,7,13,0,0,-0.3006544436509562,-0.6251845372977585,-0.8679897658768813,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-03-25,51,0,49,0,7,9,1,1,-0.2857668508549236,-0.6057110541086006,-0.889483536188307,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-03-25,49,0,32,0,7,12,nan,nan,-0.0890846114365847,-0.489729801893654,-0.9900208987318396,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
