state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-03-25,59,0,50,0,7,14,-3,-3,-0.4533951042066086,-0.44914066977541,-0.9988204693284812,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-03-25,386,1,335,1,7,12,nan,-10,-0.1578150614429278,-0.45274627237002796,-0.4702602453414073,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-03-25,307,2,274,2,7,14,nan,nan,-0.1376971177400661,-0.43323713832282773,-0.7540973287359224,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-03-25,402,6,374,6,7,14,nan,-6,-0.2851692515356947,-0.5297563678340801,-0.8481767566254486,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-03-25,3183,67,2290,50,7,21,6,6,-0.3618195618595336,-0.5971346716348077,-0.698116626259411,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-03-25,1086,19,870,16,7,14,-1,-1,-0.3336886836031241,-0.5196942712309931,-0.8853906953547358,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-03-25,875,19,779,18,7,15,2,2,-0.4159078454703691,-0.6253352603707077,-0.2403136039120638,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-03-25,183,2,147,2,7,14,0,-7,-0.6000930485267679,-0.7502178179190991,19.707873025608272,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-03-25,119,0,93,0,7,12,1,1,-0.3677905612460529,-0.6356717397913049,-0.29859944405004324,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-03-25,1965,23,1639,16,7,16,nan,-9,-0.33652573948286385,-0.5593781593873739,0.5222860526685693,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-03-25,1385,47,1192,44,7,11,nan,-9,-0.249361492325656,-0.5090663111615391,-0.3431173062537347,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-03-25,95,0,79,0,7,21,0,0,-0.427067470090724,-0.6115612744503877,-0.4776681580661111,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-03-25,145,1,107,1,7,8,nan,nan,-0.20751680042471335,-0.5193565099491722,-0.8586634175567701,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-03-25,123,0,112,0,7,12,0,0,-0.22345428197575987,-0.4424889722864716,-0.9566093011138234,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-03-25,1874,21,1588,20,7,16,4,4,-0.3071118775956572,-0.5898011588975972,-0.5069694141329832,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-03-25,479,14,440,12,7,19,0,0,-0.2626646225519818,-0.5960047142896221,-0.6339966861584514,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-03-25,132,3,110,2,7,13,nan,-5,-0.2466385074417235,-0.4861401583390885,-0.9004726470812338,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-03-25,198,5,163,4,7,19,-1,-1,-0.2286005887719149,-0.4943228771491964,-0.6758623415210747,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-03-25,1795,65,1515,58,7,14,2,2,-0.2792614072097905,-0.551035532136662,-0.6946497127417264,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-03-25,1838,15,1582,15,7,15,1,1,-0.4788097771757807,-0.6718393739490027,-0.20747248024198373,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-03-25,423,4,338,3,7,20,2,-5,-0.38054359942633337,-0.6206984778817757,-0.10298213510811872,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-03-25,142,0,99,0,7,10,0,-7,-0.33416019060263297,-0.5479936050069999,-0.958545987382651,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
