state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-30,353,7,18,0,43,50,33,33,-0.39808014436076666,-0.26676276941494953,-0.9990760656280454,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-30,7068,272,1236,75,43,48,nan,26,-0.20160865211464374,-0.4214520553893376,-0.5788345748009712,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-30,3281,61,682,16,43,50,nan,nan,-0.20439397610591986,-0.3154153412399657,-0.7907389280060627,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-30,7648,320,1879,63,43,50,nan,30,-0.3688163894278203,-0.4991083632291103,-0.9030109044173974,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-30,50470,2057,10936,509,43,57,42,42,-0.38461679297431456,-0.5572619835665121,-0.774418668368599,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-30,15207,775,3945,218,43,50,35,35,-0.4133779132859096,-0.4729369727255111,-0.9268958765330381,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-30,27700,2257,4600,618,43,51,38,38,-0.4799105334369117,-0.44447826727939027,-0.4146387221538733,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-30,4323,224,962,85,43,50,36,29,-0.5997293995938054,-0.7519723279887564,11.873477406713764,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-30,4734,152,1426,60,43,48,37,37,-0.44495072348103376,-0.4937210466398253,-0.41552268329661574,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-30,33683,1267,4043,281,43,52,nan,27,-0.42933644086227307,-0.5116163371940966,-0.0911333760967159,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
