state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-12,270,6,87,2,25,32,15,15,-0.5971223666025334,-0.6445563657462703,-0.9996694189134356,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-12,3583,93,1743,48,25,30,nan,8,-0.5896762539762364,-0.7729871306996671,-0.8418397500222485,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-12,1280,27,427,11,25,32,nan,nan,-0.482251472522999,-0.6810505061648324,-0.8951528969280528,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-12,3539,117,1270,53,25,32,nan,12,-0.4886776732249185,-0.7461488917697816,-0.9404752035663164,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-12,23323,676,8247,327,25,39,24,24,-0.5675390791611199,-0.7863882821784508,-0.9039667674910138,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-12,7303,290,2353,150,25,32,17,17,-0.6145252656854454,-0.7942027229662834,-0.9716178022484416,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-12,12035,554,6360,365,25,33,20,20,-0.5770299283426701,-0.7789916402903498,-0.7205835708070214,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-12,1875,50,877,28,25,32,18,11,-0.7359357026964456,-0.8677270339904799,2.79239207009602,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-12,1625,35,952,21,25,30,19,19,-0.5687147573245753,-0.8090664140266042,-0.6992486106389495,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-12,19855,460,7513,240,25,34,nan,9,-0.6054702682961929,-0.7860034925125642,-0.5069929746258078,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-04-12,12103,438,5361,219,25,29,nan,9,-0.5880328928876898,-0.7638932071304165,-0.7820673655201078,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-12,497,9,128,5,25,39,18,18,-0.7117013142502823,-0.76531734708423,-0.8050632630722419,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-12,1587,41,719,19,25,26,nan,nan,-0.5696343998238163,-0.7923335672430722,-0.950583348830126,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-12,1425,27,325,17,25,30,18,18,-0.4570388215717358,-0.6773268683199409,-0.9880639317556604,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-12,20852,727,9576,445,25,34,22,22,-0.5755472869044189,-0.7769093191781088,-0.7918317162372731,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-12,7928,343,3515,216,25,37,18,18,-0.5310186784751953,-0.7469090612185646,-0.8224369965108325,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-12,1337,56,574,33,25,31,nan,13,-0.5472051285024208,-0.752295784635835,-0.964884082798042,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-12,1963,98,915,54,25,37,17,17,-0.5308637090761372,-0.7091110731452718,-0.8929663193638846,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-12,20595,840,7581,363,25,32,20,20,-0.5867431960382457,-0.7636209285845514,-0.8721036322759822,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-12,25475,756,12975,525,25,33,19,19,-0.6109370077646848,-0.7806411169023307,-0.7106730279235418,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-12,8225,236,4616,168,25,38,20,13,-0.5923860948071703,-0.7713041355693584,-0.6283992540003149,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-12,633,19,163,9,25,28,18,11,-0.5525465629403739,-0.7632775689186707,-0.991430490173602,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-04-12,24494,1486,8861,870,25,11,20,19,-0.6405276496390645,-0.8283925337925976,-0.9194401766821813,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-04-12,1621,70,686,41,25,30,nan,15,-0.6488224867887178,-0.8492625921702802,-0.9705756294522953,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-04-12,4160,116,1793,64,25,30,nan,6,-0.5134284626403745,-0.7497016309115306,-0.8867383763051816,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-04-12,2781,96,1143,53,25,29,9,9,-0.6096013994858605,-0.763832754404605,-0.934646797054605,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-04-12,387,6,89,0,25,31,15,15,-0.5078360440724551,-0.7791103640456909,-0.9977595908606685,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-04-12,4520,86,1935,49,25,33,13,13,-0.5394584565288383,-0.7142578319458416,-0.7911803714601456,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-04-12,308,8,101,5,25,30,nan,nan,-0.5593037805443434,-0.7926958703842663,-0.9945908688406586,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-04-12,805,18,429,10,25,30,nan,nan,-0.6073413133999797,-0.7970762842672806,-0.9781521258603552,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-04-12,985,23,316,14,25,30,15,15,-0.5678553565270367,-0.7368819134333331,-0.9402572236153298,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-04-12,61850,2350,24345,1433,25,34,22,22,-0.6398046215001448,-0.8278469289190742,-0.3135822606493067,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-04-12,1245,26,621,14,25,32,19,19,-0.4792328969544253,-0.7329328962587383,-0.9915937211935912,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-04-12,2860,113,980,67,25,31,nan,12,-0.6458767044824641,-0.8270529424810557,-0.977736750647148,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
