state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
NH,2020-04-19,1392,41,407,18,32,37,22,22,-0.4294583360508975,-0.5464921146524112,-0.8576288654783075,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-19,85301,4202,23451,1852,32,41,29,29,-0.5458809460833824,-0.728075684925767,0.25480376761947304,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-19,1845,55,600,29,32,39,26,26,-0.4082557312506009,-0.6424589708081349,-0.9860221078203768,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-19,3741,158,881,45,32,38,nan,19,-0.5768032948191664,-0.7958777490687946,-0.9633804020937496,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-19,246741,17793,55316,5677,32,43,28,28,-0.5466687478832288,-0.7119757931637851,-0.6417570368278323,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-19,11602,471,4997,218,32,41,26,26,-0.4430031938129569,-0.5885881939089658,-0.4853748637217451,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-19,2599,140,629,44,32,17,18,nan,-0.3405191002661562,-0.521221006746009,-0.8058238384788194,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-19,1910,74,383,22,32,42,nan,27,-0.36755862083973173,-0.6264449068688179,-0.9610974969930292,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-19,32992,1285,10037,760,32,44,27,18,-0.4757306367896386,-0.6676198095867246,-0.7388185009146251,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-19,4706,150,2041,87,32,41,nan,22,-0.4789195002730458,-0.6147188002246881,-0.3079128684864195,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-19,4377,120,1058,38,32,37,nan,12,-0.455075996324673,-0.5977884393877846,-0.5897324206593928,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-19,1635,7,906,1,32,17,nan,nan,-0.4386768855956199,-0.5926713118671328,-0.986779404488098,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-19,6845,156,1701,49,32,38,18,17,-0.43323982329909205,-0.5745609364776865,-0.5592324027566213,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-19,19441,503,5665,215,32,37,nan,17,-0.4746612385454496,-0.6477476802608418,-0.7223119543568296,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-19,3071,27,766,9,32,44,nan,23,-0.3582477969258516,-0.5581032905891729,-0.963684596398336,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-19,8536,277,3263,136,32,38,nan,20,-0.460310389803588,-0.5783660027004834,-0.6920346721176858,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-19,812,37,85,10,32,37,25,26,-0.5390679807730762,-0.6065629676395288,-0.9820114765042318,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-19,11805,637,1394,126,32,50,25,27,-0.4264152947138029,-0.6383155502059239,-0.9014923764902703,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-19,4346,222,1005,77,32,38,25,25,-0.4173043621501135,-0.6049193520864934,-0.8765179332424632,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-19,890,20,275,12,32,34,26,26,-0.3875274057987169,-0.5177696311990561,-0.9117170752093059,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-19,313,2,43,2,32,37,nan,nan,-0.22118826083733453,-0.5174639921692612,-0.9948388005186825,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
