state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
GA,2020-04-27,23229,981,4782,214,40,44,nan,24,-0.2646281066082327,-0.4080124937670265,-0.15959647615435613,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-27,600,16,22,6,40,54,33,33,-0.5948280008604789,-0.6383096330774328,-0.6724060522775638,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-27,5868,127,2693,48,40,41,nan,nan,-0.2749748270213297,-0.4159235562227037,-0.8212547189855499,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-27,1917,58,279,10,40,45,33,33,-0.3368557819730701,-0.4085410859384622,-0.9551279332907666,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-27,45883,1992,14375,633,40,49,37,37,-0.3825673601449069,-0.553893620129198,-0.4343585614247383,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-27,16137,932,4451,363,40,52,33,33,-0.3010173996688091,-0.4026965915989012,-0.411665332755887,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-27,3406,126,1376,25,40,46,nan,28,-0.3045043206843039,-0.3969853561182733,-0.8725215079941157,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-27,4146,216,1096,61,40,52,32,32,-0.27377993602097134,-0.36383427273267344,-0.6288106528536037,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-27,27068,1697,2545,369,40,47,35,35,-0.26917728622672904,-0.4330266104652176,-0.5229513370509014,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-27,56462,3003,16819,1194,40,48,34,34,-0.4850038883063914,-0.6666299661742493,-0.2943213415485875,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-27,19487,944,5803,428,40,53,35,28,-0.4135570084637935,-0.5991441473868218,0.006764577955106432,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-27,1023,51,148,16,40,43,33,26,-0.4074090435782409,-0.5111561049884837,-0.9704840538546479,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-04-27,38190,3406,6263,940,40,26,35,34,-0.4103020629384259,-0.5324695656500283,-0.6867317269096189,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-04-27,3816,286,1346,143,40,45,nan,30,-0.3607155315043407,-0.4711674662320032,-0.8501981728843282,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-04-27,7171,296,1364,95,40,45,nan,21,-0.2844616500137329,-0.4179789550905019,-0.6390659174793588,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-04-27,6094,229,1582,60,40,44,24,24,-0.1817266775408716,-0.3262321540279569,-0.6559341929881694,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-04-27,449,14,16,2,40,46,30,30,-0.3278718650377213,-0.39343464223100544,-0.9906724411379476,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-04-27,9035,331,2271,144,40,48,28,28,-0.2740648558590721,-0.4135987590742151,-0.26907896689668465,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-04-27,942,19,315,6,40,45,nan,nan,-0.33462449054731924,-0.4419515822370402,-0.9761466647532696,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
NE,2020-04-27,3487,55,1841,22,40,45,nan,nan,-0.3149864309390869,-0.37672069229115934,-0.9087777273792776,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R,18.8,33.6
NH,2020-04-27,1938,60,491,18,40,45,30,30,-0.44286791826121213,-0.5308356375522968,-0.823832229159782,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D,24.4,33.7
NJ,2020-04-27,111188,6044,22382,1667,40,49,37,37,-0.4698133070531394,-0.6781821507989259,0.8335309078846442,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D,28.7,50.2
NM,2020-04-27,2825,104,854,46,40,47,34,34,-0.3561398637377339,-0.498551501002074,-0.9743117391543454,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D,22.1,36.9
NV,2020-04-27,4708,219,878,56,40,46,nan,27,-0.5069973567389806,-0.6721005544582713,-0.9313645159083016,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D,23.9,57.2
NY,2020-04-27,296991,22267,45383,3855,40,51,36,36,-0.47499425727926003,-0.6624276561115324,-0.30794497295794765,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D,35.0,53.1
OH,2020-04-27,16325,753,3406,244,40,49,34,34,-0.3087031927345397,-0.4205082860210297,-0.1332869408310441,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R,23.5,43.0
OK,2020-04-27,3280,197,600,54,40,25,26,nan,-0.24060706317330585,-0.32135365572862584,-0.6744471725842902,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R,21.5,30.2
OR,2020-04-27,2354,92,398,17,40,50,nan,35,-0.321960085617072,-0.4905484335678984,-0.9294647107011084,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D,24.4,46.1
PA,2020-04-27,43728,1946,9723,580,40,52,35,26,-0.36986004240754905,-0.5786028884357168,-0.5636550892144383,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R,26.4,45.1
RI,2020-04-27,7708,233,2618,78,40,49,nan,30,-0.4510851724487866,-0.6366798726352989,-0.07134280775294799,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D,23.9,44.9
SC,2020-04-27,5613,177,1174,53,40,45,nan,20,-0.2315186772216489,-0.3652093755682049,-0.20018684501512649,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R,24.4,34.4
SD,2020-04-27,2246,11,561,4,40,25,nan,nan,-0.3262321628921636,-0.3967312606172128,-0.9747462045542968,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R,16.6,29.8
TN,2020-04-27,9796,192,2781,30,40,46,26,25,-0.2361278021358646,-0.3480533069449712,-0.20039896840927907,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R,25.3,40.9
TX,2020-04-27,25963,699,5928,176,40,45,nan,25,-0.29409533751788725,-0.488971642351068,-0.5103238705958506,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R,26.4,49.3
UT,2020-04-27,4236,41,1023,13,40,52,nan,31,-0.3232305861120314,-0.4365958574937253,-0.9058482876927274,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R,21.6,43.3
VA,2020-04-27,13534,458,4545,158,40,46,nan,28,-0.3676060816251056,-0.4822821676418476,-0.5316381391391213,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D,27.8,47.1
VT,2020-04-27,855,47,39,9,40,45,33,34,-0.4861000252369233,-0.5741687481642042,-0.9680445901940516,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D,23.3,31.3
WA,2020-04-27,13864,771,1673,110,40,58,33,35,-0.3935132848689649,-0.5108338367791918,-0.8197580270072234,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D,27.6,48.6
WI,2020-04-27,6081,281,1582,50,40,46,33,33,-0.3130441119965573,-0.4902453601538924,-0.8244011010059066,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R,21.5,34.2
WV,2020-04-27,1077,37,169,11,40,42,34,34,-0.27207007377151515,-0.3794112899342328,-0.8379954747280529,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R,23.9,35.5
WY,2020-04-27,520,7,203,5,40,45,nan,nan,-0.26383187391490315,-0.35616127709900325,-0.9899094649347822,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R,17.3,46.8
