state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-16,298,7,65,2,29,36,19,19,-0.4777976555337258,-0.5485984322590127,-0.9993512579545368,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-16,4404,137,1566,59,29,34,nan,12,-0.2392913679216052,-0.5623752116195544,-0.4041447172073637,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-16,1620,37,474,16,29,36,nan,nan,-0.21346652065794064,-0.4900353322438634,-0.7081757384118001,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-16,4234,152,1216,63,29,36,nan,16,-0.35397283145369796,-0.6687058650859716,-0.8939650680713986,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-16,28142,971,7951,423,29,43,28,28,-0.4173247946818819,-0.7186613164687866,-0.8085726213056241,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-16,8675,374,2473,147,29,36,21,21,-0.5500460403472215,-0.754710033757197,-0.9542292011266736,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-16,15884,971,6100,591,29,37,24,24,-0.4325574191681009,-0.6320682307941847,-0.4626331556163631,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-16,2350,81,827,49,29,36,22,15,-0.6567538665865146,-0.8327700374104549,6.340245645110636,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-16,2075,52,866,29,29,34,23,23,-0.35909285282958525,-0.6462534530929296,-0.4036874225965357,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-16,23332,667,6513,297,29,38,nan,13,-0.4557352598991206,-0.6973759340869169,0.05793119947074055,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-16,15644,611,4759,199,29,33,nan,13,-0.3215034401135213,-0.5700149326909703,-0.37080235030482056,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-16,535,9,95,3,29,43,22,22,-0.5830616566682087,-0.7248468862533826,-0.616311155545966,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-16,2141,60,871,33,29,30,nan,nan,-0.30002869177332786,-0.5802869831030237,-0.8784109818407214,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-16,1528,41,175,17,29,34,22,22,-0.3305341354048361,-0.5845407807201449,-0.9728926563765748,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-16,25734,1081,9312,547,29,38,26,26,-0.39335172130717866,-0.646537675332914,-0.5980100828433131,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-16,9542,477,3191,231,29,41,22,22,-0.314775813888436,-0.5691898103544751,-0.6153186011352779,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-16,1593,80,477,38,29,35,nan,17,-0.3497508479914324,-0.5827269491237226,-0.9173062262896079,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-16,2429,131,904,47,29,41,21,21,-0.30772575347230474,-0.5477409285254917,-0.7378360031424934,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-16,22532,1156,4249,454,29,36,24,24,-0.33637633889955804,-0.5852190895572694,-0.6250267408004775,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-16,32181,1245,13240,742,29,37,23,23,-0.5003448002227012,-0.6829134485820262,-0.4957623844670061,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-16,10784,392,4599,253,29,42,24,17,-0.4338227425893285,-0.653624577609698,-0.2994838843852465,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-16,796,27,236,11,29,32,22,15,-0.33669551033540296,-0.5317207702976366,-0.9770510454084278,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-16,29119,2091,7744,1015,29,15,24,23,-0.4839099410915532,-0.6814069230833216,-0.8215020569590405,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
