state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
MN,2020-04-16,1912,94,670,44,29,34,nan,19,-0.4087559675212673,-0.608298473507622,-0.9136332206460834,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-16,5111,170,1572,76,29,34,nan,10,-0.3049963509105464,-0.5802681174324728,-0.7442743099969974,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-16,3624,129,1364,53,29,33,13,13,-0.25151071191940344,-0.5545917329047376,-0.7407709070175118,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-16,415,7,61,1,29,35,19,19,-0.32935282215444445,-0.5942135746123626,-0.9945361249612336,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-16,5463,140,1812,66,29,37,17,17,-0.2765398616338549,-0.5207668639362957,-0.4675995635409045,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-16,393,9,124,4,29,34,nan,nan,-0.3922019238959152,-0.5816298232695118,-0.9854180730184936,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-16,1094,24,500,9,29,34,nan,nan,-0.4456948984374617,-0.6569764985319453,-0.9504331312492232,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-16,1211,34,392,13,29,34,19,19,-0.4168205361369877,-0.5579821361290329,-0.8779159716470032,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-16,75317,3518,24290,1818,29,38,26,26,-0.4963359454191602,-0.7083500924986609,0.3017634575661887,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-16,1597,44,608,27,29,36,23,23,-0.3690735480552015,-0.634732136223728,-0.9838627525822062,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-16,3321,142,865,60,29,35,nan,16,-0.5246581361373949,-0.7618459950113396,-0.9569746094562066,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-16,225761,15669,63725,6503,29,40,25,25,-0.5114844665743137,-0.7130979849034874,-0.5794311370315044,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-16,8414,389,2901,176,29,38,23,23,-0.3396539965154654,-0.5693583705399133,-0.43209000226659977,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-16,2357,131,674,51,29,14,15,nan,-0.2550387762389851,-0.5166428489261985,-0.752536824624331,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-16,1736,64,415,20,29,39,nan,24,-0.30430272277708825,-0.6158714716458967,-0.9532681425010676,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-16,28314,864,9935,520,29,41,24,15,-0.3988431554138833,-0.6528140018711299,-0.7114619917090746,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-16,3838,105,2111,62,29,38,nan,19,-0.42684215134211057,-0.6486303923829242,-0.3139701257025672,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-16,3931,109,1139,42,29,34,nan,9,-0.2589271745429355,-0.5406057840978226,-0.4076644887304624,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-16,1310,7,863,1,29,14,nan,nan,-0.3677171373375301,-0.5785031495178514,-0.985076364401182,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-16,6090,144,1634,49,29,35,15,14,-0.2874985273877673,-0.5314343655112955,-0.4103203604366776,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-16,16928,428,5556,200,29,34,nan,14,-0.34283802517370543,-0.6212924074584621,-0.649757036999961,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-16,2687,21,707,8,29,41,nan,20,-0.4132607307102509,-0.6198820946293386,-0.9352828088263241,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-16,6888,208,2847,99,29,35,nan,17,-0.3765374950853823,-0.5746379155718323,-0.6470261522590428,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-16,768,35,140,12,29,34,22,23,-0.47472574546596796,-0.5582317999350958,-0.9800850331830162,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-16,11152,588,1544,132,29,47,22,24,-0.3993770639288357,-0.6275606310715409,-0.880934706009863,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-16,3875,197,990,81,29,35,22,22,-0.3327494762385365,-0.6023840981785193,-0.8829730898587798,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-16,739,13,215,8,29,31,23,23,-0.2750320246312373,-0.5511494226274802,-0.8905486698234969,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-16,296,2,57,2,29,34,nan,nan,-0.4006032721592092,-0.5967975236034359,-0.9946267276222232,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
