state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-05-02,363,7,26,0,45,52,35,35,-0.16154252814457346,-0.3960784725778151,-0.9990632754235016,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-05-02,7611,288,1398,75,45,50,nan,28,-0.210560060456254,-0.4620597654113322,-0.5114388985183242,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-05-02,3372,72,463,24,45,52,nan,nan,-0.23333152715757385,-0.43131038109920705,-0.7702713646943494,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-05-02,8364,353,2084,78,45,52,nan,32,-0.35374066763997564,-0.6147196449818031,-0.8957541928938032,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-05-02,53753,2213,11163,521,45,59,44,44,-0.40604403137911826,-0.644427661521539,-0.7745332733074044,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-05-02,16118,830,3151,160,45,52,37,37,-0.4535637885771469,-0.6130028695869676,-0.923971389418538,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-05-02,29287,2436,4705,574,45,53,40,40,-0.4526851688879167,-0.5525885345330898,-0.3092811494134535,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-05-02,4797,240,1098,75,45,52,38,31,-0.5742506296638293,-0.7825528099021798,9.590341381330939,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-05-02,5038,168,1462,56,45,50,39,39,-0.42708542396844623,-0.6313746944631851,-0.29487444313820377,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-05-02,35455,1363,4624,309,45,54,nan,29,-0.4279692105169722,-0.6242450189655184,-0.03500454574932832,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-05-02,27268,1161,5043,264,45,49,nan,29,-0.32518080411785866,-0.474460603402071,-0.40245104806324977,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-05-02,611,16,14,2,45,59,38,38,-0.652406470394579,-0.6426147945835309,-0.7506719216981349,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-05-02,8641,175,3532,63,45,46,nan,nan,-0.38438729352425893,-0.5736332169927576,-0.8465099520447014,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-05-02,2061,64,174,8,45,50,38,38,-0.325675564276703,-0.4354364565970201,-0.9658134234400024,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-05-02,58505,2576,16728,692,45,54,42,42,-0.4303912728163301,-0.6181499068756354,-0.5912942900879818,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-05-02,19629,1229,5234,444,45,57,38,38,-0.3797720857021567,-0.5070515567568128,-0.5677566876068861,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-05-02,4863,140,1773,21,45,51,nan,33,-0.39299427040368656,-0.5394709312275618,-0.9070958694836933,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-05-02,4881,252,976,44,45,57,37,37,-0.3398533611088875,-0.4311972179950365,-0.767149176904966,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-05-02,29140,1950,2628,306,45,52,40,40,-0.33346702673488204,-0.5672236681210162,-0.7115909574569073,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-05-02,66263,3846,12915,1116,45,53,39,39,-0.5146279865077291,-0.6363876633696,-0.3091729026412769,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-05-02,24568,1251,6802,376,45,58,40,33,-0.4560264873288602,-0.6069573013150799,-0.20567293950775786,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-05-02,1152,56,162,6,45,48,38,31,-0.4145260554167445,-0.5496959206900706,-0.9700109233352594,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-05-02,43191,4020,6007,747,45,31,40,39,-0.4518951990633968,-0.6013118965043898,-0.7772433801187713,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-05-02,6228,395,2782,151,45,50,nan,35,-0.4022103187986032,-0.6692724061739517,-0.8829268888808915,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
MO,2020-05-02,8154,373,1328,93,45,50,nan,26,-0.3148577436079657,-0.5320246674522521,-0.7369615009455965,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R,23.8,49.1
MS,2020-05-02,7441,291,1723,70,45,49,29,29,-0.2724458560495691,-0.463488890195958,-0.7768369523487741,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R,23.0,38.6
MT,2020-05-02,454,16,9,2,45,51,35,35,-0.2767747999538979,-0.4807886543100622,-0.9926457144281194,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R,17.3,33.9
NC,2020-05-02,11514,428,2972,128,45,53,33,33,-0.34359194392074044,-0.4657899803556646,-0.5169040998946236,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R,24.4,41.8
ND,2020-05-02,1153,24,350,8,45,50,nan,nan,-0.4043811202490749,-0.5440869545112661,-0.9803169792490478,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R,18.6,32.6
