state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
MN,2020-03-20,115,0,101,0,2,7,nan,-8,-0.3785124158028216,-0.6594958783831946,-0.8473557338611255,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-03-20,73,3,69,3,2,7,nan,-17,-0.22535032427907156,-0.6179625784855479,-0.6815723784348241,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-03-20,80,1,74,1,2,6,-14,-14,-0.2942661163943465,-0.6001039726308601,-0.748992317651999,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-03-20,19,0,15,0,2,8,-8,-8,-0.22731954816757,-0.6188846148023057,-0.9916455041227662,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-03-20,144,0,126,0,2,10,-10,-10,-0.2323539652748956,-0.5593080955528972,-0.3793377230263481,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-03-20,27,0,26,0,2,7,nan,nan,-0.34872324502957325,-0.6282949078207549,-0.9780227361216508,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-03-20,53,0,26,0,2,7,nan,nan,-0.37965292468261613,-0.6403669317715873,-0.9265886485060456,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-03-20,55,0,48,0,2,7,-8,-8,-0.39995635451194067,-0.6087295654862249,-0.7578761417580776,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-03-20,896,11,846,10,2,11,-1,-1,-0.4087526333650085,-0.6906542736830965,1.4741361591920217,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-03-20,43,0,33,0,2,9,-4,-4,-0.17533117608671694,-0.565301393668931,-0.970201067955818,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-03-20,165,2,146,2,2,8,nan,-11,-0.4731158846651997,-0.759251363791909,-0.9423579770143492,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-03-20,7113,68,6692,68,2,13,-2,-2,-0.4268966290295136,-0.6449072810993801,0.16854957009564764,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-03-20,169,1,156,1,2,11,-4,-4,-0.3074150299515115,-0.6271310029555072,-0.2364630012024025,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-03-20,49,1,46,1,2,-13,-12,nan,-0.2251997754481075,-0.6120162491727823,-0.7628192944370672,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-03-20,114,3,84,3,2,12,nan,-3,-0.2134454716265594,-0.5884175292517896,-0.9279352188025476,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-03-20,269,1,228,1,2,14,-3,-12,-0.3475573360695452,-0.6757693915837306,-0.4850692010144626,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-03-20,44,0,24,0,2,11,nan,-8,-0.36324304055274814,-0.6484298913522843,0.2673096140216553,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-03-20,126,3,113,3,2,7,nan,-18,-0.2280315702184075,-0.5893181035269948,-0.3872057713028392,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-03-20,14,1,5,0,2,-13,nan,nan,-0.3525858873855424,-0.6033407294272842,-0.9778808584030974,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-03-20,237,0,211,0,2,8,-12,-13,-0.234554005330542,-0.5977737769007868,-0.4026653892280474,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-03-20,377,5,319,5,2,7,nan,-13,-0.3163238278153264,-0.6151732583808145,-0.5388764248830509,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-03-20,112,0,105,0,2,14,nan,-7,-0.32813497580580514,-0.6227105379770124,-0.9237205831680076,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-03-20,115,2,85,2,2,8,nan,-10,-0.3098035100076235,-0.5741874979045505,-0.5164658891654738,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-03-20,29,2,27,2,2,7,-5,-4,-0.4738353063750744,-0.6379625012350825,-0.9500689020680364,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-03-20,1404,83,893,46,2,20,-5,-3,-0.3094434994803109,-0.606503212271178,-0.8123791723962946,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-03-20,216,3,197,3,2,8,-5,-5,-0.30944882060404794,-0.6663684083441015,-0.8149541639090757,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-03-20,8,0,8,0,2,4,-4,-4,-0.2381119466566361,-0.6040615530277379,-0.8470182022734168,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-03-20,22,0,20,0,2,7,nan,nan,-0.15830309950025626,-0.6511257251317342,-0.990396405570058,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
