state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-26,339,7,22,0,39,46,29,29,-0.3775579117771241,-0.3047691408197979,-0.998785093642626,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-26,6421,219,1518,59,39,44,nan,22,-0.3447051988205831,-0.44824654729273583,-0.4033156465768212,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-26,3001,50,1220,11,39,46,nan,nan,-0.28873272617139195,-0.3326768095382079,-0.6798189801024471,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-26,6526,277,1597,89,39,46,nan,26,-0.4505711354375845,-0.5717872651695628,-0.844270188094124,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-26,43691,1716,12147,540,39,53,38,38,-0.5150186714324146,-0.6291192967152334,-0.6785819633521021,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-26,13440,678,3710,257,39,46,31,31,-0.4739228257854536,-0.5435521928105935,-0.8821527139614069,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-26,25269,1925,7307,798,39,47,34,34,-0.5897532082041984,-0.6395077026752789,-0.2246647749744375,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-26,3841,178,1048,82,39,46,32,25,-0.7322836420652309,-0.8333519435242739,10.69419758080199,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-26,4034,120,1496,53,39,44,33,33,-0.5583314053838861,-0.6745261545930781,-0.21643489237822253,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-26,31520,1073,5214,300,39,48,nan,23,-0.5357971518672121,-0.6316131512920543,0.36268176385047973,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-04-26,22459,907,4840,225,39,43,nan,23,-0.4292682379687676,-0.4797797700051813,-0.22036529900616808,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-26,599,14,25,4,39,53,32,32,-0.6780528539740002,-0.6759663408333041,-0.7029644126849748,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-26,5490,118,2575,43,39,40,nan,nan,-0.3847263530303191,-0.458799823344013,-0.7979486104249314,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-26,1897,56,316,11,39,44,32,32,-0.3674207469412475,-0.3932323201128861,-0.9607211082461596,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-26,43903,1943,13546,641,39,48,36,36,-0.4947459710666645,-0.5680998437124055,-0.33661331979321474,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-26,15012,813,3802,251,39,51,32,32,-0.4672557164402674,-0.4887316247434384,-0.42568184251327257,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-26,3197,120,1300,26,39,45,nan,27,-0.4300056033518989,-0.4249345246023225,-0.864788374591191,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-26,4074,211,1114,62,39,51,31,31,-0.4743140037042074,-0.5001253806579996,-0.7216716102334058,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-26,26773,1670,2845,374,39,46,34,34,-0.39894088890843504,-0.4658718508373554,-0.5759778028267892,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-26,54938,2899,16861,1193,39,47,33,33,-0.6464884898894321,-0.6705450034929955,-0.17851643076330792,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-26,18581,931,5751,445,39,52,34,27,-0.5969288827024292,-0.6756841964546484,-0.06480326122209712,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-26,1015,50,148,16,39,42,32,25,-0.5037946517857778,-0.4663100850494184,-0.966088405274451,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
