state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport
AK,2020-04-29,353,7,20,0,42,49,32,32,-0.36329853587992816,-0.28878282522388743,-0.9986590795706829,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R,18.5,51.6
AL,2020-04-29,6925,262,1315,61,42,47,nan,25,-0.2242690029248432,-0.43230981759701653,-0.37224656791428223,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R,24.3,46.2
AR,2020-04-29,3207,59,815,15,42,49,nan,nan,-0.1713241433406649,-0.3189768524703587,-0.6448651762489488,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R,21.2,34.8
AZ,2020-04-29,7202,308,1743,72,42,49,nan,29,-0.3195524465061354,-0.5344284126972302,-0.8529690040256278,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R,25.2,51.3
CA,2020-04-29,48904,1961,11331,536,42,56,41,41,-0.33211261687884336,-0.5688421651313397,-0.6898316262812573,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D,29.4,51.4
CO,2020-04-29,14680,764,3802,238,42,49,34,34,-0.3343293266621287,-0.5075408253417376,-0.8855814545672358,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D,24.9,43.2
CT,2020-04-29,26767,2168,4298,624,42,50,37,37,-0.395025337891374,-0.5678539303245204,-0.15565371680085316,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D,25.0,46.9
DC,2020-04-29,4106,205,900,78,42,49,35,28,-0.531737943605671,-0.7910006067489662,15.837931771504435,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D,43.6,51.2
DE,2020-04-29,4655,144,1455,55,42,47,36,36,-0.34970330903019564,-0.5585895630144153,-0.09244895658383177,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D,25.9,43.1
FL,2020-04-29,33185,1216,4884,290,42,51,nan,26,-0.3533746093055023,-0.5709035525490518,0.5467834074309217,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R,27.4,48.6
GA,2020-04-29,24300,1086,4201,249,42,46,nan,26,-0.2869721825202001,-0.4521408544551374,-0.20093144036441055,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R,28.5,50.2
HI,2020-04-29,605,16,19,4,42,56,35,35,-0.5690106466253314,-0.6218361897525656,-0.6695203703017245,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D,27.5,50.9
IA,2020-04-29,6843,148,3079,58,42,43,nan,nan,-0.25064868144299834,-0.42840823252215815,-0.8299000929376397,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R,19.1,30.5
ID,2020-04-29,1984,60,296,6,42,47,35,35,-0.27674995857312373,-0.40709295366480264,-0.954173133239216,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R,20.3,56.3
IL,2020-04-29,50355,2221,15247,644,42,51,39,39,-0.3633252998630486,-0.5724773853618399,-0.476951670061087,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D,29.1,49.6
IN,2020-04-29,17409,1065,4971,404,42,54,35,35,-0.3037955691781407,-0.4312578152588111,-0.43926370391590863,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R,23.0,40.1
KS,2020-04-29,3811,132,1520,21,42,48,nan,30,-0.26731591899677576,-0.38586206763181014,-0.8707872513350825,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R,19.7,42.4
KY,2020-04-29,4538,235,1165,50,42,54,34,34,-0.3046596948942064,-0.4169130752112282,-0.6596091901561925,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R,23.5,47.5
LA,2020-04-29,27660,1802,2402,329,42,49,37,37,-0.3163186414167471,-0.4409704493322702,-0.5350250410360464,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R,25.4,42.1
MA,2020-04-29,60265,3405,17321,1223,42,50,36,36,-0.4420518677052457,-0.6062046506448789,-0.08113034121525575,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D,30.2,48.5
MD,2020-04-29,20942,1078,6167,446,42,55,37,30,-0.3847175714773992,-0.561529647487937,0.15063870463613593,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D,30.7,49.9
ME,2020-04-29,1056,52,149,13,42,45,35,28,-0.30923803068374445,-0.4253902857826513,-0.9621684099948324,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D,22.9,38.2
MI,2020-04-29,40360,3670,6431,858,42,28,37,36,-0.4234233336787215,-0.5519756538029449,-0.6965009546727043,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R,24.4,43.2
MN,2020-04-29,4644,319,1923,140,42,47,nan,32,-0.3427298698512533,-0.473415813760741,-0.8508830160494875,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D,23.7,37.9
