state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
GA,2020-04-08,10204,370,5457,216,21,25,nan,5,-0.3893469597450506,-0.5920582783586461,-0.5170518689970296,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-08,433,5,175,4,21,35,14,14,-0.6282439366225094,-0.6740577773261589,-0.6566509970743422,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-08,1145,27,596,18,21,22,nan,nan,-0.3019358957157097,-0.5490864492256899,-0.8836761983334958,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-08,1232,19,563,10,21,26,14,14,-0.33402587631934444,-0.5523440825027294,-0.9747781063599592,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-08,15078,464,8100,318,21,30,18,18,-0.4125547695871705,-0.6275553922337864,-0.6078594167302698,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-08,5943,203,3379,138,21,33,14,14,-0.3662367416055913,-0.5414788804191267,-0.6460118077963463,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-08,1055,38,567,27,21,27,nan,9,-0.3380717918756237,-0.5140221469178033,-0.9150306191039648,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-08,1393,73,719,53,21,33,13,13,-0.363794960327411,-0.5207600903430005,-0.7596718262002673,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-08,17030,652,10606,379,21,28,16,16,-0.36162613637460406,-0.5716382402631629,-0.6961623487087679,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-08,16790,433,9052,311,21,29,15,15,-0.5463340330565305,-0.6988294733337377,-0.4653461144609285,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-08,5529,124,3544,91,21,34,16,9,-0.481612108172594,-0.6389952027262538,-0.2949150017715917,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-08,537,14,193,7,21,24,14,7,-0.43113580942080815,-0.5984638941266364,-0.9788372319534115,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-08,20220,959,10928,623,21,7,16,15,-0.4962705996629338,-0.6572646446513704,-0.806427865782663,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-08,1154,39,465,22,21,26,nan,11,-0.43140574593102615,-0.6051535153273281,-0.9154523982051108,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-08,3327,86,1747,68,21,26,nan,2,-0.3284287391723757,-0.5539052500579544,-0.7733592173631304,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-08,2003,67,930,45,21,25,5,5,-0.3105642758450179,-0.5317931583263344,-0.8063290743274591,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-08,332,6,115,1,21,27,11,11,-0.3409285221754736,-0.5513868417071074,-0.9950390075156899,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-08,3423,61,1843,50,21,29,9,9,-0.3579605271410605,-0.5426051353744701,-0.5648259876330473,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-08,251,4,104,1,21,26,nan,nan,-0.3745398096529576,-0.5790783856013677,-0.9865662092403421,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-08,538,14,289,9,21,26,nan,nan,-0.3192303387931413,-0.5111411533492194,-0.9369331244444874,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-08,788,18,373,14,21,26,11,11,-0.4780537469552049,-0.5946504947205589,-0.8803960474638048,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-08,47437,1504,25182,1149,21,30,18,18,-0.5514615557097357,-0.7059781204329894,0.41704322209137534,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-08,865,16,502,10,21,28,15,15,-0.3313149537128872,-0.6056029453778368,-0.9851353264668914,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-08,2318,80,1039,48,21,27,nan,8,-0.5461380056806642,-0.7253056089257458,-0.9605226969084416,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-08,151271,8138,66908,5723,21,32,17,17,-0.5685476575544786,-0.7167781136240572,-0.5266873611299404,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-08,5149,193,2602,128,21,30,15,15,-0.3813346183766712,-0.545008340415513,-0.4578863399844769,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-08,1523,79,804,49,21,6,7,nan,-0.26436228983048843,-0.4853383463434525,-0.7909621817004997,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-08,1239,38,503,19,21,31,nan,16,-0.3260062094082232,-0.5658306114203565,-0.9573380393874104,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-08,16414,313,10609,239,21,33,16,7,-0.4411116921978125,-0.6425320219576847,-0.6999352749896705,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-08,1450,35,884,25,21,30,nan,11,-0.4925799519042048,-0.6659783645644612,-0.3464260543662072,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-08,2552,63,1259,37,21,26,nan,1,-0.3416807581002183,-0.5871183688039515,-0.5832300115733828,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-08,393,6,265,4,21,6,nan,nan,-0.2961306822774716,-0.5371648095008024,-0.9854608157693504,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-08,4246,83,1557,60,21,27,7,6,-0.3626613107230036,-0.5339257032372324,-0.5419867276546475,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-08,9897,195,5642,132,21,26,nan,6,-0.3544742650400264,-0.5901540322950257,-0.6973583694109886,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-08,1860,13,848,6,21,33,nan,12,-0.36382343583053495,-0.5340116842313338,-0.9392036113678734,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-08,3644,75,2133,41,21,27,nan,9,-0.4169602255175737,-0.5641811240444211,-0.6823076959874084,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-08,605,23,284,7,21,26,14,15,-0.5128654578168566,-0.6541832372846069,-0.9805033263346424,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-08,9097,430,3509,181,21,39,14,16,-0.4267190160768721,-0.5776103035410963,-0.8908310815528746,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-08,2756,107,1206,74,21,27,14,14,-0.3723629648070084,-0.6104112829446598,-0.8926939485040809,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-08,483,4,292,2,21,23,15,15,-0.3600027040745685,-0.579511346424104,-0.9037518699774452,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-08,230,0,93,0,21,26,nan,nan,-0.15790385377842805,-0.5279545409442589,-0.9937809863297379,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
