state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
NC,2020-04-05,2585,37,1421,31,18,26,6,6,-0.4968326939849728,-0.591510922432333,-0.6461476713313257,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-05,207,3,110,2,18,23,nan,nan,-0.5307923700708019,-0.6730312827888797,-0.9907106837536696,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-05,376,8,240,6,18,23,nan,nan,-0.4657505983244983,-0.5867178842754855,-0.9486996699471468,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-05,669,9,411,6,18,23,8,8,-0.570443192755317,-0.639106945268084,-0.8820430469231546,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-05,37505,917,24119,756,18,27,15,15,-0.6284625649456713,-0.7556821516278336,0.18224328941431375,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-05,624,12,387,10,18,25,12,12,-0.41820636438668773,-0.6443491199363814,-0.9873670626591464,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
NV,2020-04-05,1880,46,960,31,18,24,nan,5,-0.6628400094774268,-0.8004067213483222,-0.9704927085582568,Leisure and Hospitality,356.4,No,No,Yes,3.6,3.6,58003,MostD,4,D
NY,2020-04-05,124085,5335,64302,4155,18,29,14,14,-0.639009170239135,-0.7453199492459395,-0.6575983984070337,Government,"1,488.10",Yes,Yes,Yes,3.8,3.6,64894,AllD,5,D
OH,2020-04-05,4043,119,2378,89,18,27,12,12,-0.5179073652307055,-0.6558699381283929,-0.5871544392317003,Trade Transportation and Utilities,"1,028.40",No,No,No,4.1,3.2,54021,Tie,3,R
OK,2020-04-05,1251,46,822,30,18,3,4,nan,-0.4157110624966429,-0.5970600140948175,-0.8574466273802734,Government,356.6,No,No,No,3.3,3.3,50051,AllR,1,R
OR,2020-04-05,1068,27,520,14,18,28,nan,13,-0.482082606984291,-0.6671147129857145,-0.9680441999738276,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,3.3,4.7,60212,AllD,5,D
PA,2020-04-05,11589,159,8148,119,18,30,13,4,-0.5462006418795453,-0.707636700515451,-0.7646146125804387,Education and Health Services,1307,No,No,No,4.7,3.4,59195,MostD,4,R
RI,2020-04-05,922,25,628,22,18,27,nan,8,-0.6008166393834216,-0.6873504134017789,-0.44736517332361586,Education and Health Services,110.7,Yes,Yes,Yes,3.1,2.5,19343,AllD,5,D
SC,2020-04-05,2049,44,1275,28,18,23,nan,-2,-0.467320627878125,-0.5864052706755702,-0.6063986407503479,Trade Transportation and Utilities,410.6,No,No,No,2.4,3.3,63870,AllR,1,R
SD,2020-04-05,240,2,150,1,18,3,nan,nan,-0.4907105243457849,-0.6259126741391031,-0.9875915710745053,Trade Transportation and Utilities,86.3,No,No,No,3.4,3.4,50570,AllR,1,R
TN,2020-04-05,3538,50,1969,43,18,24,4,3,-0.4700664422533849,-0.6038876116514295,-0.6418936590730335,Trade Transportation and Utilities,653.1,No,No,No,3.3,3.5,56521,AllR,1,R
TX,2020-04-05,7091,136,4382,101,18,23,nan,3,-0.5399776565764568,-0.6841758051389447,-0.7729104799392299,Trade Transportation and Utilities,"2,549.20",No,No,No,4.5,2.5,51340,AllR,1,R
UT,2020-04-05,1618,8,899,6,18,30,nan,9,-0.4598788373128007,-0.6071370643445052,-0.9709901311495894,Trade Transportation and Utilities,295.2,No,No,No,2.5,3.4,59206,AllR,1,R
VA,2020-04-05,2636,52,1747,30,18,24,nan,6,-0.5352935212229001,-0.6118996776392799,-0.7349413642299581,Professional and Business Services,779.6,No,No,No,2.7,3.8,57513,MostD,4,D
VT,2020-04-05,512,22,277,10,18,23,11,12,-0.6427996643698849,-0.7175651620494281,-0.9859404486150971,Education and Health Services,65.4,No,Yes,Yes,2.4,2.6,68358,AllD,5,D
WA,2020-04-05,7984,344,3088,137,18,36,11,13,-0.5402305315696736,-0.6710200773517657,-0.9211084265685506,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,3.9,4.9,71535,AllD,5,D
WI,2020-04-05,2267,73,1147,56,18,24,11,11,-0.4888950405740558,-0.6666292812964593,-0.8992466726371907,Manufacturing,484.2,No,No,No,3.5,2.7,43469,MostD,4,R
WV,2020-04-05,324,3,200,2,18,20,12,12,-0.4513884329684169,-0.5967100208402673,-0.9300986342437404,Government,152.1,No,No,No,5.0,3.7,70979,AlllR,1,R
WY,2020-04-05,200,0,113,0,18,23,nan,nan,-0.24838449442570415,-0.5541559227566014,-0.995095000342323,Trade Transportation and Utilities,532.8,No,No,No,3.7,5.8,59305,AllR,1,R
