state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-05,183,4,69,3,18,25,8,8,-0.5611036262473449,-0.5907884608034095,-0.9995619955588256,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-05,1840,45,1010,40,18,23,nan,1,-0.4759294579152352,-0.6711378413600259,-0.7417734608208741,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-05,853,16,404,10,18,25,nan,nan,-0.3833905098657065,-0.5584864642118631,-0.8393870436707832,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-05,2269,64,1340,46,18,25,nan,5,-0.4998068469651877,-0.6829610131521179,-0.9207167961616052,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-05,15076,349,8810,219,18,32,17,17,-0.6125751861159682,-0.7543018150457245,-0.8657370128937002,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-05,4950,140,2635,93,18,25,10,10,-0.5332559198217453,-0.6848266255508385,-0.9452958154430462,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-05,5675,189,3682,155,18,26,13,13,-0.5847164352588088,-0.6929770277464002,-0.5747475483426943,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-05,998,22,656,17,18,25,11,4,-0.7519721947398001,-0.852673457318561,4.036220307624361,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-05,673,14,441,8,18,23,12,12,-0.5519162074568282,-0.7286917531266648,-0.5014059149468657,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-05,12342,220,7400,161,18,27,nan,2,-0.6471551425891443,-0.7410529741726614,-0.3475744474245945,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-05,6742,219,4059,136,18,22,nan,2,-0.5469825393029346,-0.6759102236782655,-0.6642779260891783,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-05,369,4,194,4,18,32,11,11,-0.7192245030946002,-0.7302406000103082,-0.7111379372102985,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-05,868,22,532,18,18,19,nan,nan,-0.4464640098787047,-0.6206691176747257,-0.8977678603980751,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-05,1100,10,790,4,18,23,11,11,-0.471466406949672,-0.6247952036051477,-0.9847729798786938,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-05,11276,282,6663,212,18,27,15,15,-0.5372851522175621,-0.6924231197422578,-0.6826161759219777,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-05,4413,127,2899,95,18,30,11,11,-0.4875328840666658,-0.6522412919384857,-0.7288151432454166,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-05,763,23,431,16,18,24,nan,6,-0.5032083228162145,-0.6526226798878246,-0.9408067705580564,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-05,1048,44,609,35,18,30,10,10,-0.4462246842957277,-0.5626932531636557,-0.8012440397476189,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-05,13014,477,9475,325,18,25,13,13,-0.5067324882198285,-0.6338183581784742,-0.7778100955075099,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-05,12500,231,7545,183,18,26,12,12,-0.6162688304724119,-0.7137546917792967,-0.5599127291319852,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-05,3609,68,2365,57,18,31,13,6,-0.6031407690456321,-0.7037287766555149,-0.44514966091537933,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-05,470,10,217,7,18,21,11,4,-0.5410062691612206,-0.6835724231996578,-0.9858387890195353,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-05,15633,616,10147,484,18,4,13,12,-0.5862498500992295,-0.729981467246552,-0.8548625359492614,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-05,935,29,431,20,18,23,nan,8,-0.5603917019459606,-0.6816111017501522,-0.9266410205856266,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-05,2367,52,1465,40,18,23,nan,-1,-0.4492077204374105,-0.6486615937811482,-0.8192839996978296,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-05,1638,43,879,29,18,22,2,2,-0.4810717653684201,-0.6192006871448915,-0.871619311229931,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-05,298,6,137,5,18,24,8,8,-0.4540327212126993,-0.6661304974390593,-0.9964656239608468,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
