state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017,Election Results Coding,Number code,2016 result
AK,2020-04-17,307,7,63,2,30,37,20,20,-0.43315375948049384,-0.5552509839797098,-0.99922863635708,Government,79.3,No,No,No,6.0,5.8,73181,AllR,1,R
AL,2020-04-17,4572,151,1564,71,30,35,nan,13,-0.2880981537081448,-0.5837577634200215,-0.2728699198757217,Government,393.5,No,No,No,2.7,2.7,48123,AllR,1,R
AR,2020-04-17,1695,37,493,13,30,37,nan,nan,-0.2681983571288216,-0.5304504900092452,-0.6691372890464617,Trade Transportation and Utilities,253.2,No,No,No,3.5,3.9,45869,AllR,1,R
AZ,2020-04-17,4507,174,1395,77,30,37,nan,17,-0.3408702053512156,-0.664637859002719,-0.8739318975604367,Trade Transportation and Utilities,551.3,No,Yes,Yes,4.5,4.5,56581,AllR,1,R
CA,2020-04-17,29398,1050,8032,456,30,44,29,29,-0.4070679233507069,-0.7161456899014736,-0.7836211871028822,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,3.9,2.5,71805,AllD,5,D
CO,2020-04-17,9047,389,2537,136,30,37,22,22,-0.4545524687301586,-0.6951786037985251,-0.9229188936589654,Trade Transportation and Utilities,481.5,No,No,No,2.5,2.8,69117,MostD,4,D
CT,2020-04-17,16809,1036,6271,588,30,38,25,25,-0.4323509230601349,-0.6380558152655154,-0.3935557734768278,Education and Health Services,345.1,Yes,Yes,Yes,3.7,3.9,74168,AllD,5,D
DC,2020-04-17,2476,86,816,48,30,37,23,16,-0.6641747494610786,-0.8103680487375072,7.305445448652183,Government,239.7,Yes,Yes,Yes,5.2,2.8,82372,AllD,5,D
DE,2020-04-17,2323,61,997,29,30,35,24,24,-0.3956851124917941,-0.6642874203289517,-0.28904752864383304,Trade Transportation and Utilities,82.8,No,No,No,4.0,5.2,62852,AllD,5,D
FL,2020-04-17,24745,725,6785,307,30,39,nan,14,-0.4476287486613118,-0.6920371273396732,0.2668366345533097,Trade Transportation and Utilities,"1,823.00",No,No,No,2.8,3.1,52594,Tie,3,R
GA,2020-04-17,16658,661,4799,236,30,34,nan,14,-0.3606633089405357,-0.5918481325842302,-0.2343630627846828,Trade Transportation and Utilities,954.3,No,No,No,3.1,2.7,56183,AllR,1,R
HI,2020-04-17,547,9,84,1,30,44,23,23,-0.5816387992797989,-0.7147249502164238,-0.5638179297732769,Leisure and Hospitality,127.6,No,No,No,2.7,2.7,77765,AllD,5,D
IA,2020-04-17,2332,64,944,33,30,31,nan,nan,-0.3498242047442281,-0.6092949850450132,-0.8494980702506237,Trade Transportation and Utilities,308.2,No,No,No,2.8,3.1,58570,Tie,3,R
ID,2020-04-17,1566,43,169,18,30,35,23,23,-0.3030199982752673,-0.5834821317567964,-0.965092459645899,Trade Transportation and Utilities,145.7,No,No,No,2.8,3.4,52225,AllD,5,R
IL,2020-04-17,27575,1142,9688,535,30,39,27,27,-0.4331775148479737,-0.6845800097912401,-0.5794403343425838,Trade Transportation and Utilities,1206.2,No,No,No,3.5,3.1,62992,AllD,5,D
IN,2020-04-17,10154,519,3247,219,30,42,23,23,-0.403781464498145,-0.6299587104671085,-0.5850539714933742,Trade Transportation and Utilities,602,No,No,No,3.1,2.8,54181,MostR,2,R
KS,2020-04-17,1730,84,550,34,30,36,nan,18,-0.392466894608926,-0.6061785435602601,-0.9001063394637085,Trade Transportation and Utilities,268.2,No,No,No,3.1,4.2,56422,AllR,1,R
KY,2020-04-17,2522,140,820,50,30,42,22,22,-0.3601636056495653,-0.5760555326909425,-0.7047675590396183,Trade Transportation and Utilities,400.8,No,No,No,4.3,5.2,48375,AllR,1,R
LA,2020-04-17,23118,1213,3865,458,30,37,25,25,-0.38843058439073297,-0.6125246852552402,-0.5693840641901224,Trade Transportation and Utilities,378.1,No,No,No,5.1,3.2,46145,AllR,1,R
MA,2020-04-17,34402,1404,13428,805,30,38,24,24,-0.5065262862316173,-0.6791099530184114,-0.404287878472805,Education and Health Services,824.2,Yes,Yes,Yes,2.8,3.6,77385,AllD,5,D
MD,2020-04-17,11572,425,4604,253,30,43,25,18,-0.4449496848471312,-0.6623087128512054,-0.17095447615887638,Government,504.2,No,Yes,Yes,3.3,2.8,80776,AllD,5,D
ME,2020-04-17,827,29,241,12,30,33,23,16,-0.3742809128451367,-0.5545494605135832,-0.9726976749969792,Education and Health Services,130.2,No,No,Yes,3.1,3.3,56277,AllD,5,D
MI,2020-04-17,29952,2226,7306,946,30,16,25,24,-0.5335642821596884,-0.7262314112560979,-0.8118027028080069,Trade Transportation and Utilities,805.6,No,No,Yes,3.8,3.1,54909,MostD,4,R
MN,2020-04-17,2071,111,736,54,30,35,nan,20,-0.40989663352000416,-0.6265968529927305,-0.8918605556643938,Education and Health Services,549.1,No,No,No,3.2,5.4,68388,AllD,5,D
MO,2020-04-17,5283,184,1484,79,30,35,nan,11,-0.35437946373445584,-0.6095731029645791,-0.7023358553521832,Trade Transportation and Utilities,543.1,No,No,No,3.5,3.5,53578,AllR,1,R
MS,2020-04-17,3793,140,1324,58,30,34,14,14,-0.31153710513005395,-0.5723146898520621,-0.6808352200412421,Government,243.7,No,No,No,5.5,3.5,43529,AllR,1,R
MT,2020-04-17,422,8,57,2,30,36,20,20,-0.3394466048139768,-0.6171296538973741,-0.9929786984626332,Trade Transportation and Utilities,96,No,No,No,3.5,2.9,53386,AllR,1,R
NC,2020-04-17,5859,159,1953,81,30,38,18,18,-0.31163052691569515,-0.5382021575084281,-0.3624448935923399,Trade Transportation and Utilities,851.5,No,No,No,3.6,2.2,52752,MostR,2,R
ND,2020-04-17,439,9,161,2,30,35,nan,nan,-0.380867435501367,-0.6059587570427989,-0.9824499191601304,Trade Transportation and Utilities,92.8,No,No,No,2.3,4.2,61843,AllR,1,R
NE,2020-04-17,1216,24,538,6,30,35,nan,nan,-0.3884751134309514,-0.5797026881743832,-0.9261222430903284,Trade Transportation and Utilities,198.6,No,No,No,3.9,3.6,59970,AllR,1,R
NH,2020-04-17,1287,37,402,15,30,35,20,20,-0.4378139557292261,-0.589504800253313,-0.8482636039446653,Trade Transportation and Utilities,138.5,No,No,No,2.6,3.8,73381,AllD,5,D
NJ,2020-04-17,78467,3840,23879,1908,30,39,27,27,-0.4972440634662062,-0.7251742640665076,0.4433038763483399,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,3.8,4.8,80088,AllD,5,D
NM,2020-04-17,1711,51,621,32,30,37,24,24,-0.37897368457373454,-0.6270955790325593,-0.9808385422689866,Government,189.7,No,No,No,4.8,3.7,46744,MostD,4,D
